Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,Topic
ENG234,23,Describing Words,The old man lived in a _____ cottage. (Adjective),shouted,climbed,quiet,painted,quiet,MCQ,Part of Speech
ENG235,23,Describing Words,We visited a _____ museum during our trip. (Adjective),borrowed,famous,danced,floated,famous,MCQ,Part of Speech
ENG236,23,Describing Words,The _____ elephant walked through the forest. (Adjective),softly,ran,painted,huge,huge,MCQ,Part of Speech
ENG237,23,Describing Words,She bought a _____ handbag from the market. (Adjective),stylish,loudly,washed,climbed,stylish,MCQ,Part of Speech
ENG238,23,Describing Words,The _____ boy helped the old woman cross the road. (Adjective),repaired,kind,jumped,quickly,kind,MCQ,Part of Speech
ENG239,23,Describing Words,We enjoyed the _____ breeze in the evening. (Adjective),shouted,cool,folded,fixed,cool,MCQ,Part of Speech
ENG240,23,Describing Words,The teacher praised the _____ student. (Adjective),hardworking,carried,slowly,painted,hardworking,MCQ,Part of Speech
ENG241,24,Describing Words,They stayed in a _____ hotel near the beach. (Adjective),opened,luxurious,mixed,laughed,luxurious,MCQ,Part of Speech
ENG242,24,Describing Words,The _____ cake tasted delicious. (Adjective),silently,repaired,danced,chocolate,chocolate,MCQ,Part of Speech
ENG243,24,Describing Words,He wore a _____ jacket during the trip. (Adjective),thick,washed,climbed,floated,thick,MCQ,Part of Speech
ENG244,24,Describing Words,The _____ garden attracted many visitors. (Adjective),borrowed,beautiful,pushed,quickly,beautiful,MCQ,Part of Speech
ENG245,24,Describing Words,We saw a _____ deer in the jungle. (Adjective),shouted,graceful,folded,repaired,graceful,MCQ,Part of Speech
ENG246,24,Describing Words,The child asked a _____ question in class. (Adjective),carried,jumped,clever,washed,clever,MCQ,Part of Speech
ENG247,24,Describing Words,The _____ pillow made me sleep comfortably. (Adjective),laughed,fluffy,climbed,painted,fluffy,MCQ,Part of Speech
ENG248,24,Describing Words,The villagers crossed the _____ bridge carefully. (Adjective),floated,repaired,mixed,narrow,narrow,MCQ,Part of Speech
ENG249,24,Describing Words,It was a _____ performance by the singer. (Adjective),danced,opened,amazing,fixed,amazing,MCQ,Part of Speech
ENG250,24,Describing Words,The _____ room looked bright and cheerful. (Adjective),pushed,borrowed,climbed,spacious,spacious,MCQ,Part of Speech
ENG251,25,Describing Words,The _____ fox disappeared into the woods. (Adjective),folded,washed,shouted,clever,clever,MCQ,Part of Speech
ENG252,25,Describing Words,My aunt prepared a _____ meal for dinner. (Adjective),healthy,floated,jumped,repaired,healthy,MCQ,Part of Speech
ENG253,25,Describing Words,The _____ clouds covered the sky. (Adjective),carried,dark,opened,laughed,dark,MCQ,Part of Speech
ENG254,25,Describing Words,We visited an _____ castle during our vacation. (Adjective),mixed,climbed,ancient,washed,ancient,MCQ,Part of Speech
ENG255,25,Describing Words,The _____ baby slept peacefully in the cradle. (Adjective),sleepy,shouted,repaired,folded,sleepy,MCQ,Part of Speech
ENG256,25,Describing Words,The _____ athlete won the gold medal. (Adjective),painted,borrowed,talented,floated,talented,MCQ,Part of Speech
ENG257,25,Describing Words,The _____ road led to the mountain village. (Adjective),winding,jumped,carried,fixed,winding,MCQ,Part of Speech
ENG258,25,Describing Words,She wore a _____ necklace at the party. (Adjective),sparkling,climbed,repaired,washed,sparkling,MCQ,Part of Speech
ENG259,25,Describing Words,The _____ farmer worked in the field all day. (Adjective),laughed,hardworking,pushed,opened,hardworking,MCQ,Part of Speech
ENG260,25,Describing Words,The _____ library was full of old books. (Adjective),quiet,floated,repaired,mixed,quiet,MCQ,Part of Speech
ENG261,26,Describing Words,The girl wore a beautiful dress to the party. Choose the correct adjective.,girl,wore,beautiful,dress,beautiful,MCQ,Part of Speech
ENG262,26,Describing Words,We visited an ancient temple last summer. Choose the correct adjective.,ancient,summer,temple,visited,ancient,MCQ,Part of Speech
ENG263,26,Describing Words,The hungry child ate the sandwich quickly. Choose the correct adjective.,ate,hungry,sandwich,child,hungry,MCQ,Part of Speech
ENG264,26,Describing Words,He bought a shiny new laptop yesterday. Choose the correct adjective.,bought,shiny,yesterday,laptop,shiny,MCQ,Part of Speech
ENG265,26,Describing Words,The tall building can be seen from far away. Choose the correct adjective.,away,tall,seen,building,tall,MCQ,Part of Speech
ENG266,26,Describing Words,She lives in a quiet neighborhood near the lake. Choose the correct adjective.,lake,lives,quiet,near,quiet,MCQ,Part of Speech
ENG267,26,Describing Words,The brave soldier saved many people. Choose the correct adjective.,people,soldier,brave,saved,brave,MCQ,Part of Speech
ENG268,26,Describing Words,We enjoyed the delicious food at the restaurant. Choose the correct adjective.,delicious,enjoyed,food,restaurant,delicious,MCQ,Part of Speech
ENG269,26,Describing Words,The small kitten slept on the sofa. Choose the correct adjective.,small,slept,kitten,sofa,small,MCQ,Part of Speech
ENG270,26,Describing Words,The clever student answered all the questions. Choose the correct adjective.,student,clever,answered,questions,clever,MCQ,Part of Speech
ENG271,27,Describing Words,My uncle drives a fast car on highways. Choose the correct adjective.,fast,highways,uncle,car,fast,MCQ,Part of Speech
ENG272,27,Describing Words,The old man walked slowly with a stick. Choose the correct adjective.,slowly,walked,stick,old,old,MCQ,Part of Speech
ENG273,27,Describing Words,She wore a colorful scarf in winter. Choose the correct adjective.,wore,colorful,winter,scarf,colorful,MCQ,Part of Speech
ENG274,27,Describing Words,The strong wind damaged several trees. Choose the correct adjective.,wind,trees,damaged,strong,strong,MCQ,Part of Speech
ENG275,27,Describing Words,We saw a beautiful rainbow after the rain. Choose the correct adjective.,rain,beautiful,rainbow,saw,beautiful,MCQ,Part of Speech
ENG276,27,Describing Words,The happy children played in the park. Choose the correct adjective.,happy,park,played,children,happy,MCQ,Part of Speech
ENG277,27,Describing Words,The teacher told an interesting story today. Choose the correct adjective.,teacher,interesting,today,story,interesting,MCQ,Part of Speech
ENG278,27,Describing Words,He carried a heavy bag to school. Choose the correct adjective.,carried,bag,heavy,school,heavy,MCQ,Part of Speech
ENG279,27,Describing Words,The cold weather forced us to stay inside. Choose the correct adjective.,weather,forced,cold,inside,cold,MCQ,Part of Speech
ENG280,27,Describing Words,The young artist painted a wonderful picture. Choose the correct adjective.,artist,painted,picture,wonderful,wonderful,MCQ,Part of Speech
ENG281,28,Describing Words,We stayed in a comfortable hotel during vacation. Choose the correct adjective.,vacation,hotel,comfortable,stayed,comfortable,MCQ,Part of Speech
ENG282,28,Describing Words,The noisy crowd cheered for the team. Choose the correct adjective.,cheered,noisy,crowd,team,noisy,MCQ,Part of Speech
ENG283,28,Describing Words,The smart boy solved the puzzle easily. Choose the correct adjective.,easily,puzzle,solved,smart,smart,MCQ,Part of Speech
ENG284,28,Describing Words,She adopted a cute puppy from the shelter. Choose the correct adjective.,puppy,shelter,adopted,cute,cute,MCQ,Part of Speech
ENG285,28,Describing Words,The rich businessman donated money to charity. Choose the correct adjective.,businessman,rich,donated,charity,rich,MCQ,Part of Speech
ENG286,28,Describing Words,The lazy cat slept near the fireplace. Choose the correct adjective.,cat,lazy,slept,fireplace,lazy,MCQ,Part of Speech
ENG287,28,Describing Words,We crossed a narrow bridge over the river. Choose the correct adjective.,crossed,narrow,bridge,river,narrow,MCQ,Part of Speech
ENG288,28,Describing Words,The honest boy returned the lost wallet. Choose the correct adjective.,honest,boy,wallet,returned,honest,MCQ,Part of Speech
ENG289,28,Describing Words,She bought a soft pillow for her bed. Choose the correct adjective.,bed,bought,pillow,soft,soft,MCQ,Part of Speech
ENG290,28,Describing Words,The bright sun warmed the whole village. Choose the correct adjective.,bright,warmed,village,sun,bright,MCQ,Part of Speech
ENG291,29,Describing Words,The poor farmer worked all day in the field. Choose the correct adjective.,farmer,poor,worked,field,poor,MCQ,Part of Speech
ENG292,29,Describing Words,He wore a clean shirt to school. Choose the correct adjective.,wore,school,clean,shirt,clean,MCQ,Part of Speech
ENG293,29,Describing Words,The friendly dog wagged its tail happily. Choose the correct adjective.,happily,dog,wagged,friendly,friendly,MCQ,Part of Speech
ENG294,29,Describing Words,We enjoyed the fresh air in the countryside. Choose the correct adjective.,air,fresh,enjoyed,countryside,fresh,MCQ,Part of Speech
ENG295,29,Describing Words,The little girl carried a basket of flowers. Choose the correct adjective.,basket,girl,little,carried,little,MCQ,Part of Speech
ENG296,29,Describing Words,The empty classroom looked very quiet. Choose the correct adjective.,classroom,quiet,looked,empty,empty,MCQ,Part of Speech
ENG297,29,Describing Words,The clever fox escaped from the trap. Choose the correct adjective.,fox,clever,escaped,trap,clever,MCQ,Part of Speech
ENG298,29,Describing Words,She lives in a modern apartment in the city. Choose the correct adjective.,apartment,modern,lives,city,modern,MCQ,Part of Speech
ENG299,29,Describing Words,The thirsty traveler drank cold water. Choose the correct adjective.,drank,traveler,thirsty,water,thirsty,MCQ,Part of Speech
ENG300,29,Describing Words,The gentle nurse cared for the patient kindly. Choose the correct adjective.,gentle,nurse,cared,kindly,gentle,MCQ,Part of Speech
ENG301,30,Describing Words,The red balloon floated into the sky. Choose the correct adjective.,balloon,red,sky,floated,red,MCQ,Part of Speech
ENG302,30,Describing Words,We walked along a sandy beach at sunset. Choose the correct adjective.,sunset,walked,beach,sandy,sandy,MCQ,Part of Speech
ENG303,30,Describing Words,The angry teacher scolded the noisy students. Choose the correct adjective.,teacher,angry,scolded,students,angry,MCQ,Part of Speech
ENG304,30,Describing Words,The broken chair was lying outside the room. Choose the correct adjective.,lying,broken,room,chair,broken,MCQ,Part of Speech
ENG305,30,Describing Words,The cheerful singer entertained the audience. Choose the correct adjective.,singer,audience,entertained,cheerful,cheerful,MCQ,Part of Speech
ENG306,30,Describing Words,He climbed the steep hill without stopping. Choose the correct adjective.,climbed,hill,stopping,steep,steep,MCQ,Part of Speech
ENG307,30,Describing Words,The lonely child sat quietly in the corner. Choose the correct adjective.,corner,lonely,sat,child,lonely,MCQ,Part of Speech
ENG308,30,Describing Words,The golden necklace was very expensive. Choose the correct adjective.,golden,necklace,expensive,very,golden,MCQ,Part of Speech
ENG309,30,Describing Words,The famous actor visited our town yesterday. Choose the correct adjective.,actor,famous,visited,yesterday,famous,MCQ,Part of Speech
ENG310,30,Describing Words,The weak patient needed immediate treatment. Choose the correct adjective.,treatment,patient,needed,weak,weak,MCQ,Part of Speech
ENG311,31,Verb,I _____ the bus because I was late. (Verb),ate,jumped,missed,rushed,missed,MCQ,Part of Speech
ENG312,31,Verb,She _____ her homework before dinner. (Verb),completed,painted,danced,slept,completed,MCQ,Part of Speech
ENG313,31,Verb,They _____ football in the field yesterday. (Verb),played,washed,opened,cooked,played,MCQ,Part of Speech
ENG314,31,Verb,We _____ to the zoo last Sunday. (Verb),drank,sang,walked,repaired,walked,MCQ,Part of Speech
ENG315,31,Verb,He _____ a glass of water after running. (Verb),kicked,watched,closed,drank,drank,MCQ,Part of Speech
ENG316,31,Verb,The baby _____ loudly at night. (Verb),fixed,cried,jumped,built,cried,MCQ,Part of Speech
ENG317,31,Verb,My father _____ a new car last year. (Verb),bought,climbed,threw,painted,bought,MCQ,Part of Speech
ENG318,31,Verb,The teacher _____ the lesson clearly. (Verb),chased,explained,washed,borrowed,explained,MCQ,Part of Speech
ENG319,31,Verb,I _____ my friend at the market yesterday. (Verb),met,pushed,cleaned,opened,met,MCQ,Part of Speech
ENG320,31,Verb,She _____ the flowers every morning. (Verb),breaks,tears,cuts,waters,waters,MCQ,Part of Speech
ENG321,32,Verb,The dog _____ after the cat. (Verb),smiled,cooked,ran,slept,ran,MCQ,Part of Speech
ENG322,32,Verb,We _____ a movie together last night. (Verb),repaired,planted,watched,mixed,watched,MCQ,Part of Speech
ENG323,32,Verb,He _____ the door carefully. (Verb),kicked,opened,climbed,folded,opened,MCQ,Part of Speech
ENG324,32,Verb,They _____ the classroom before leaving. (Verb),borrowed,chased,cleaned,painted,cleaned,MCQ,Part of Speech
ENG325,32,Verb,I _____ my keys on the table. (Verb),shouted,drew,climbed,kept,kept,MCQ,Part of Speech
ENG326,32,Verb,The boys _____ in the river during summer. (Verb),built,fixed,carried,swam,swam,MCQ,Part of Speech
ENG327,32,Verb,She _____ a beautiful song at the event. (Verb),jumped,washed,sang,pushed,sang,MCQ,Part of Speech
ENG328,32,Verb,We _____ our grandparents during Eid vacation. (Verb),borrowed,visited,painted,repaired,visited,MCQ,Part of Speech
ENG329,32,Verb,He _____ the heavy box upstairs. (Verb),slept,smiled,carried,floated,carried,MCQ,Part of Speech
ENG330,32,Verb,The students _____ quietly in the library. (Verb),studied,climbed,shouted,chased,studied,MCQ,Part of Speech
ENG331,33,Verb,I _____ an interesting storybook yesterday. (Verb),read,opened,repaired,pushed,read,MCQ,Part of Speech
ENG332,33,Verb,Mother _____ delicious biryani for lunch. (Verb),cooked,climbed,washed,chased,cooked,MCQ,Part of Speech
ENG333,33,Verb,The bird _____ high in the sky. (Verb),flew,crawled,folded,repaired,flew,MCQ,Part of Speech
ENG334,33,Verb,We _____ the match with great excitement. (Verb),enjoyed,mixed,planted,borrowed,enjoyed,MCQ,Part of Speech
ENG335,33,Verb,He _____ his bicycle very fast. (Verb),rode,slept,smiled,painted,rode,MCQ,Part of Speech
ENG336,33,Verb,The children _____ happily in the playground. (Verb),painted,laughed,repaired,folded,laughed,MCQ,Part of Speech
ENG337,33,Verb,I _____ my old teacher at the shopping mall. (Verb),cooked,saw,planted,climbed,saw,MCQ,Part of Speech
ENG338,33,Verb,She _____ the answer correctly in class. (Verb),answered,washed,floated,borrowed,answered,MCQ,Part of Speech
ENG339,33,Verb,They _____ trees beside the road last year. (Verb),planted,repaired,pushed,shouted,planted,MCQ,Part of Speech
ENG340,33,Verb,He _____ his hands before eating. (Verb),carried,mixed,washed,kicked,washed,MCQ,Part of Speech
ENG341,34,Verb,We _____ tea together in the evening. (Verb),drank,painted,climbed,fixed,drank,MCQ,Part of Speech
ENG342,34,Verb,The cat _____ under the table quietly. (Verb),borrowed,slept,repaired,opened,slept,MCQ,Part of Speech
ENG343,34,Verb,She _____ a letter to her cousin yesterday. (Verb),wrote,folded,pushed,climbed,wrote,MCQ,Part of Speech
ENG344,34,Verb,The boy _____ the ball very hard. (Verb),washed,planted,repaired,kicked,kicked,MCQ,Part of Speech
ENG345,34,Verb,I _____ my bag near the window. (Verb),mixed,placed,floated,chased,placed,MCQ,Part of Speech
ENG346,34,Verb,They _____ the problem very quickly. (Verb),climbed,painted,solved,shouted,solved,MCQ,Part of Speech
ENG347,34,Verb,He _____ his little sister to school. (Verb),borrowed,repaired,accompanied,folded,accompanied,MCQ,Part of Speech
ENG348,34,Verb,The farmer _____ rice in the field. (Verb),washes,fixes,climbs,grows,grows,MCQ,Part of Speech
ENG349,34,Verb,We _____ the picnic very much. (Verb),carried,planted,pushed,enjoyed,enjoyed,MCQ,Part of Speech
ENG350,34,Verb,She _____ the candle with a match. (Verb),borrowed,floated,painted,lit,lit,MCQ,Part of Speech
ENG351,35,Verb,The students _____ the national anthem together. (Verb),repaired,sang,folded,chased,sang,MCQ,Part of Speech
ENG352,35,Verb,I _____ the window because it was hot. (Verb),opened,planted,climbed,mixed,opened,MCQ,Part of Speech
ENG353,35,Verb,He _____ all the questions in the exam. (Verb),floated,attempted,repaired,shouted,attempted,MCQ,Part of Speech
ENG354,35,Verb,The girls _____ colorful pictures in art class. (Verb),borrowed,climbed,drew,fixed,drew,MCQ,Part of Speech
ENG355,35,Verb,We _____ our lunch under the big tree. (Verb),ate,painted,folded,repaired,ate,MCQ,Part of Speech
ENG356,35,Verb,She _____ the baby gently to sleep. (Verb),chased,washed,rocked,planted,rocked,MCQ,Part of Speech
ENG357,35,Verb,The train _____ at the station on time. (Verb),floated,arrived,repaired,climbed,arrived,MCQ,Part of Speech
ENG358,35,Verb,I _____ my phone charger from my friend. (Verb),borrowed,painted,kicked,mixed,borrowed,MCQ,Part of Speech
ENG359,35,Verb,They _____ the floor after the party. (Verb),folded,shouted,climbed,swept,swept,MCQ,Part of Speech
ENG360,35,Verb,He _____ the truth without fear. (Verb),spoke,floated,repaired,planted,spoke,MCQ,Part of Speech
ENG361,36,Verb,The doctor treats patients with proper care. Choose the correct verb.,doctor,patients,proper,treats,treats,MCQ,Part of Speech
ENG362,36,Verb,My brother plays cricket every afternoon. Choose the correct verb.,afternoon,brother,cricket,plays,plays,MCQ,Part of Speech
ENG363,36,Verb,The teacher explains the lesson clearly. Choose the correct verb.,clearly,teacher,lesson,explains,explains,MCQ,Part of Speech
ENG364,36,Verb,Birds fly in the blue sky. Choose the correct verb.,fly,sky,blue,birds,fly,MCQ,Part of Speech
ENG365,36,Verb,The baby cries loudly at night. Choose the correct verb.,cries,night,loudly,baby,cries,MCQ,Part of Speech
ENG366,36,Verb,Mother cooks delicious food for us. Choose the correct verb.,delicious,food,mother,cooks,cooks,MCQ,Part of Speech
ENG367,36,Verb,The boy opened the window quickly. Choose the correct verb.,window,boy,quickly,opened,opened,MCQ,Part of Speech
ENG368,36,Verb,Farmers grow rice in the village. Choose the correct verb.,rice,farmers,grow,village,grow,MCQ,Part of Speech
ENG369,36,Verb,She writes beautiful stories in her notebook. Choose the correct verb.,notebook,stories,writes,beautiful,writes,MCQ,Part of Speech
ENG370,36,Verb,The dog chased the cat yesterday. Choose the correct verb.,cat,yesterday,dog,chased,chased,MCQ,Part of Speech
ENG371,37,Verb,We watched a movie last night. Choose the correct verb.,night,movie,watched,last,watched,MCQ,Part of Speech
ENG372,37,Verb,The student answered the question correctly. Choose the correct verb.,student,question,correctly,answered,answered,MCQ,Part of Speech
ENG373,37,Verb,Father drives carefully on busy roads. Choose the correct verb.,father,busy,drives,roads,drives,MCQ,Part of Speech
ENG374,37,Verb,The children laughed at the funny clown. Choose the correct verb.,children,funny,laughed,clown,laughed,MCQ,Part of Speech
ENG375,37,Verb,My friend borrowed my pencil yesterday. Choose the correct verb.,pencil,friend,yesterday,borrowed,borrowed,MCQ,Part of Speech
ENG376,37,Verb,The train arrived at the station late. Choose the correct verb.,arrived,late,station,train,arrived,MCQ,Part of Speech
ENG377,37,Verb,The girls danced beautifully on the stage. Choose the correct verb.,stage,girls,beautifully,danced,danced,MCQ,Part of Speech
ENG378,37,Verb,He repaired the broken chair himself. Choose the correct verb.,broken,repaired,himself,chair,repaired,MCQ,Part of Speech
ENG379,37,Verb,The cat slept under the table quietly. Choose the correct verb.,cat,table,slept,quietly,slept,MCQ,Part of Speech
ENG380,37,Verb,Students study hard before exams. Choose the correct verb.,exams,students,hard,study,study,MCQ,Part of Speech
ENG381,38,Verb,The bird built a nest in the tree. Choose the correct verb.,bird,nest,built,tree,built,MCQ,Part of Speech
ENG382,38,Verb,My uncle bought a new bicycle yesterday. Choose the correct verb.,yesterday,bicycle,uncle,bought,bought,MCQ,Part of Speech
ENG383,38,Verb,The chef prepared tasty soup for dinner. Choose the correct verb.,chef,tasty,prepared,dinner,prepared,MCQ,Part of Speech
ENG384,38,Verb,The players practiced regularly before the match. Choose the correct verb.,regularly,players,match,practiced,practiced,MCQ,Part of Speech
ENG385,38,Verb,She carried the heavy bag upstairs. Choose the correct verb.,bag,carried,upstairs,heavy,carried,MCQ,Part of Speech
ENG386,38,Verb,The mechanic fixed the car carefully. Choose the correct verb.,car,fixed,mechanic,carefully,fixed,MCQ,Part of Speech
ENG387,38,Verb,The baby smiled at her mother happily. Choose the correct verb.,smiled,baby,happily,mother,smiled,MCQ,Part of Speech
ENG388,38,Verb,The boys climbed the tall tree quickly. Choose the correct verb.,tree,climbed,boys,tall,climbed,MCQ,Part of Speech
ENG389,38,Verb,My sister painted a beautiful picture yesterday. Choose the correct verb.,beautiful,picture,sister,painted,painted,MCQ,Part of Speech
ENG390,38,Verb,The teacher checked our homework in class. Choose the correct verb.,class,teacher,checked,homework,checked,MCQ,Part of Speech
ENG391,39,Verb,The lion roared loudly in the jungle. Choose the correct verb.,roared,jungle,loudly,lion,roared,MCQ,Part of Speech
ENG392,39,Verb,The students listened to the story carefully. Choose the correct verb.,listened,carefully,students,story,listened,MCQ,Part of Speech
ENG393,39,Verb,Father cleaned the garage on Sunday. Choose the correct verb.,cleaned,father,garage,Sunday,cleaned,MCQ,Part of Speech
ENG394,39,Verb,The fisherman caught a big fish today. Choose the correct verb.,fish,caught,fisherman,big,caught,MCQ,Part of Speech
ENG395,39,Verb,My cousin visited us during the holidays. Choose the correct verb. Choose the correct verb.,holidays,visited,cousin,us,visited,MCQ,Part of Speech
ENG396,39,Verb,The child dropped the glass accidentally. Choose the correct verb.,accidentally,child,glass,dropped,dropped,MCQ,Part of Speech
ENG397,39,Verb,The birds chirped sweetly in the morning. Choose the correct verb.,birds,morning,sweetly,chirped,chirped,MCQ,Part of Speech
ENG398,39,Verb,The shopkeeper counted the money twice. Choose the correct verb.,shopkeeper,counted,twice,money,counted,MCQ,Part of Speech
ENG399,39,Verb,The players celebrated their victory joyfully. Choose the correct verb.,players,joyfully,celebrated,victory,celebrated,MCQ,Part of Speech
ENG400,39,Verb,My grandfather told interesting stories at night. Choose the correct verb.,grandfather,stories,night,told,told,MCQ,Part of Speech
ENG401,40,Verb,The girl folded her clothes neatly. Choose the correct verb.,clothes,folded,neatly,girl,folded,MCQ,Part of Speech
ENG402,40,Verb,The driver stopped the bus near the market. Choose the correct verb.,driver,bus,stopped,market,stopped,MCQ,Part of Speech
ENG403,40,Verb,The students copied the notes from the board. Choose the correct verb.,notes,copied,board,students,copied,MCQ,Part of Speech
ENG404,40,Verb,The waiter served food to the guests politely. Choose the correct verb.,guests,politely,served,waiter,served,MCQ,Part of Speech
ENG405,40,Verb,The boy threw the ball over the fence. Choose the correct verb.,ball,fence,threw,boy,threw,MCQ,Part of Speech
ENG406,40,Verb,My aunt baked a cake for my birthday. Choose the correct verb.,cake,aunt,birthday,baked,baked,MCQ,Part of Speech
ENG407,40,Verb,The policeman controlled the traffic efficiently. Choose the correct verb.,controlled,traffic,policeman,efficiently,controlled,MCQ,Part of Speech
ENG408,40,Verb,The artist sketched the scenery beautifully. Choose the correct verb.,beautifully,scenery,sketched,artist,sketched,MCQ,Part of Speech
ENG409,40,Verb,The little girl hugged her teddy bear tightly. Choose the correct verb.,girl,teddy bear,tightly,hugged,hugged,MCQ,Part of Speech
ENG410,40,Verb,The students completed the project before deadline. Choose the correct verb.,completed,project,deadline,students,completed,MCQ,Part of Speech
ENG411,41,Adverb,Which word is an Adverb?,quickly,beautiful,cat,run,quickly,MCQ,Part of Speech
ENG412,41,Adverb,Which word is an Adverb?,blue,jump,school,slowly,slowly,MCQ,Part of Speech
ENG413,41,Adverb,Which word is an Adverb?,loudly,happy,book,sing,loudly,MCQ,Part of Speech
ENG414,41,Adverb,Which word is an Adverb?,kindly,carefully,teacher,write,carefully,MCQ,Part of Speech
ENG415,41,Adverb,Which word is an Adverb?,play,car,neatly,green,neatly,MCQ,Part of Speech
ENG416,41,Adverb,The boy ran _________. (Adverb),happy,cat,quickly,quick,quickly,MCQ,Part of Speech
ENG417,41,Adverb,She spoke _________ in the library. (Adverb),carefully,loud,slowly,book,carefully,MCQ,Part of Speech
ENG418,41,Adverb,The students listened _________ to the teacher. (Adverb),kind,careful,carefully,teacher,carefully,MCQ,Part of Speech
ENG419,41,Adverb,The baby slept _________. (Adverb),sleep,peacefully,bed,peaceful,peacefully,MCQ,Part of Speech
ENG420,41,Adverb,He wrote his homework _________. (Adverb),school,neat,neatly,book,neatly,MCQ,Part of Speech
ENG421,42,Adverb,"Pick out the Adverb: ""The bird flew quickly.""",the,flew,quickly,bird,quickly,MCQ,Part of Speech
ENG422,42,Adverb,"Pick out the Adverb: ""She sang beautifully.""",she,sang,beautifully,song,beautifully,MCQ,Part of Speech
ENG423,42,Adverb,"Pick out the Adverb: ""The dog barked loudly.""",barked,loudly,the,dog,loudly,MCQ,Part of Speech
ENG424,42,Adverb,"Pick out the Adverb: ""They worked happily.""",worked,happily,work,they,happily,MCQ,Part of Speech
ENG425,42,Adverb,"Pick out the Adverb: ""He answered politely.""",politely,answer,he,answered,politely,MCQ,Part of Speech
ENG426,42,Adverb,An adverb tells us _________ an action happens.,when,what,where,how,how,MCQ,Part of Speech
ENG427,42,Adverb,Which word tells how the action is done?,teacher,cat,quickly,run,quickly,MCQ,Part of Speech
ENG428,42,Adverb,The rabbit hopped _________. (Adverb),quick,car,quickly,happy,quickly,MCQ,Part of Speech
ENG429,42,Adverb,The children played _________ in the park. (Adverb),happy,happily,park,game,happily,MCQ,Part of Speech
ENG430,42,Adverb,She completed the puzzle _________. (Adverb),easily,puzzle,easy,book,easily,MCQ,Part of Speech
ENG431,43,Adverb,Which word is NOT an Adverb?,neatly,carefully,slowly,beautiful,beautiful,MCQ,Part of Speech
ENG432,43,Adverb,Which word is NOT an Adverb?,happily,run,quickly,loudly,run,MCQ,Part of Speech
ENG433,43,Adverb,The turtle walked _________. (Adverb),slow,slowly,turtle,green,slowly,MCQ,Part of Speech
ENG434,43,Adverb,The girl smiled _________. (Adverb),sweet,sweetly,kind,girl,sweetly,MCQ,Part of Speech
ENG435,43,Adverb,An adverb often describes a _________. (Adverb),noun,pronoun,verb,conjunction,verb,MCQ,Part of Speech
ENG436,43,Adverb,Which word is an Adverb?,quietly,happy,book,run,quietly,MCQ,Part of Speech
ENG437,43,Adverb,Which word is an Adverb?,blue,school,jump,bravely,bravely,MCQ,Part of Speech
ENG438,43,Adverb,Which word is an Adverb?,green,play,safely,cat,safely,MCQ,Part of Speech
ENG439,43,Adverb,Which word is an Adverb?,write,eagerly,teacher,kind,eagerly,MCQ,Part of Speech
ENG440,43,Adverb,Which word is an Adverb?,car,red,gently,sing,gently,MCQ,Part of Speech
ENG441,44,Adverb,The baby cried _________. (Adverb),loud,baby,loudly,sleep,loudly,MCQ,Part of Speech
ENG442,44,Adverb,The girl crossed the road _________. (Adverb),safe,girl,road,safely,safely,MCQ,Part of Speech
ENG443,44,Adverb,He waited _________ for his turn. (Adverb),boy,patiently,game,patient,patiently,MCQ,Part of Speech
ENG444,44,Adverb,The students worked _________ during the test. (Adverb),quiet,quietly,test,school,quietly,MCQ,Part of Speech
ENG445,44,Adverb,She opened the gift _________. (Adverb),eagerly,eager,gift,box,eagerly,MCQ,Part of Speech
ENG446,44,Adverb,"Pick out the Adverb: ""The boy answered politely.""",the,answered,boy,politely,politely,MCQ,Part of Speech
ENG447,44,Adverb,"Pick out the Adverb: ""The horse ran swiftly.""",swiftly,ran,horse,the,swiftly,MCQ,Part of Speech
ENG448,44,Adverb,"Pick out the Adverb: ""She listened carefully.""",listened,she,carefully,book,carefully,MCQ,Part of Speech
ENG449,44,Adverb,"Pick out the Adverb: ""The baby slept soundly.""",soundly,slept,baby,the,soundly,MCQ,Part of Speech
ENG450,44,Adverb,"Pick out the Adverb: ""They cheered loudly.""",they,match,loudly,cheered,loudly,MCQ,Part of Speech
ENG451,45,Adverb,An adverb describes a _________.,verb,noun,pronoun,conjunction,verb,MCQ,Part of Speech
ENG452,45,Adverb,Which word tells how the action is done?,car,gently,run,teacher,gently,MCQ,Part of Speech
ENG453,45,Adverb,The bird landed _________ on the branch. (Adverb),gentle,gently,branch,tree,gently,MCQ,Part of Speech
ENG454,45,Adverb,The firefighters worked _________ to save the people. (Adverb),bravely,brave,firefighters,truck,bravely,MCQ,Part of Speech
ENG455,45,Adverb,She completed her drawing _________. (Adverb),neat,drawing,pencil,neatly,neatly,MCQ,Part of Speech
ENG456,45,Adverb,Which word is NOT an Adverb?,slowly,table,happily,quickly,table,MCQ,Part of Speech
ENG457,45,Adverb,Which word is NOT an Adverb?,carefully,quietly,book,safely,book,MCQ,Part of Speech
ENG458,45,Adverb,The puppy followed its owner _________. (Adverb),faithfully,puppy,faithful,dog,faithfully,MCQ,Part of Speech
ENG459,45,Adverb,The children laughed _________. (Adverb),joyful,game,joyfully,children,joyfully,MCQ,Part of Speech
