Id,Level,TopicHeading,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FL_ENG003,26,,,,,,,,Lesson,FL_ENG003
FENG251,26,Describing Words,She wore a _____ dress to the party. (Adjective),softly,beautiful,quickly,danced,beautiful,MCQ,
FENG252,26,Describing Words,The _____ tiger scared the villagers. (Adjective),jumped,slowly,fierce,loudly,fierce,MCQ,
FENG253,26,Describing Words,We live in a _____ house near the river. (Adjective),ran,happily,small,carefully,small,MCQ,
FENG254,26,Describing Words,The soup was very _____ today. (Adjective),tasty,ate,loudly,quickly,tasty,MCQ,
FENG255,26,Describing Words,He bought a _____ bicycle for his son. (Adjective),shiny,repaired,neatly,shouted,shiny,MCQ,
FENG256,26,Describing Words,The mountain is very _____. (Adjective),high,climbed,silently,played,high,MCQ,
FENG257,26,Describing Words,My grandfather told an _____ story. (Adjective),pushed,interesting,walked,slowly,interesting,MCQ,
FENG258,26,Describing Words,The baby has _____ cheeks. (Adjective),opened,quickly,soft,cried,soft,MCQ,
FENG259,26,Describing Words,We saw a _____ rainbow after the rain. (Adjective),loudly,jumped,danced,colorful,colorful,MCQ,
FENG260,26,Describing Words,Match the noun with the best describing word.,,,,,,Match,"[{""left"":""Lion"",""right"":""Brave""},{""left"":""Ice"",""right"":""Cold""},{""left"":""Flower"",""right"":""Beautiful""},{""left"":""Feather"",""right"":""Soft""}]"
FENG261,27,Describing Words,The _____ puppy followed the boy home. (Adjective),sadly,repaired,cute,climbed,cute,MCQ,
FENG262,27,Describing Words,She gave me a _____ smile. (Adjective),painted,warm,fixed,silently,warm,MCQ,
FENG263,27,Describing Words,The road becomes _____ during winter. (Adjective),folded,slippery,washed,shouted,slippery,MCQ,
FENG264,27,Describing Words,It was a _____ day at the beach. (Adjective),swam,loudly,chased,sunny,sunny,MCQ,
FENG265,27,Describing Words,The _____ flowers filled the garden with beauty. (Adjective),quickly,beautiful,repaired,opened,beautiful,MCQ,
FENG266,27,Describing Words,He carried a _____ bag to school. (Adjective),laughed,floated,softly,heavy,heavy,MCQ,
FENG267,27,Describing Words,The movie was very _____. (Adjective),pushed,carefully,watched,exciting,exciting,MCQ,
FENG268,27,Describing Words,They adopted a _____ kitten from the shelter. (Adjective),climbed,tiny,borrowed,neatly,tiny,MCQ,
FENG269,27,Describing Words,The teacher gave us a _____ task. (Adjective),danced,difficult,silently,explained,difficult,MCQ,
FENG270,27,Describing Words,Match the object with its describing word.,,,,,,Match,"[{""left"":""Ball"",""right"":""Round""},{""left"":""Lemon"",""right"":""Sour""},{""left"":""Candy"",""right"":""Sweet""},{""left"":""Rock"",""right"":""Hard""}]"
FENG271,28,Describing Words,The _____ river flows through the village. (Adjective),wide,carried,happily,folded,wide,MCQ,
FENG272,28,Describing Words,She wore a _____ scarf in winter. (Adjective),softly,jumped,woolen,washed,woolen,MCQ,
FENG273,28,Describing Words,The child solved the _____ puzzle quickly. (Adjective),hard,laughed,repaired,opened,hard,MCQ,
FENG274,28,Describing Words,The old man lived in a _____ cottage. (Adjective),shouted,climbed,quiet,painted,quiet,MCQ,
FENG275,28,Describing Words,We visited a _____ museum during our trip. (Adjective),borrowed,famous,danced,floated,famous,MCQ,
FENG276,28,Describing Words,The _____ elephant walked through the forest. (Adjective),softly,ran,painted,huge,huge,MCQ,
FENG277,28,Describing Words,She bought a _____ handbag from the market. (Adjective),pretty,loudly,washed,climbed,pretty,MCQ,
FENG278,28,Describing Words,The _____ boy helped the old woman cross the road. (Adjective),repaired,kind,jumped,quickly,kind,MCQ,
FENG279,28,Describing Words,We enjoyed the _____ breeze in the evening. (Adjective),shouted,cool,folded,fixed,cool,MCQ,
FENG280,28,Describing Words,The teacher praised the _____ student. (Adjective),hardworking,carried,slowly,painted,hardworking,MCQ,
FENG281,29,Describing Words,They stayed in a _____ hotel near the beach. (Adjective),opened,big,mixed,laughed,big,MCQ,
FENG282,29,Describing Words,The _____ cake tasted delicious. (Adjective),silently,repaired,danced,chocolate,chocolate,MCQ,
FENG283,29,Describing Words,He wore a _____ jacket during the trip. (Adjective),thick,washed,climbed,floated,thick,MCQ,
FENG284,29,Describing Words,The _____ garden attracted many visitors. (Adjective),borrowed,beautiful,pushed,quickly,beautiful,MCQ,
FENG285,29,Describing Words,We saw a _____ deer in the jungle. (Adjective),shouted,fast,folded,repaired,fast,MCQ,
FENG286,29,Describing Words,The child asked a _____ question in class. (Adjective),carried,jumped,good,washed,good,MCQ,
FENG287,29,Describing Words,The _____ pillow made me sleep comfortably. (Adjective),laughed,fluffy,climbed,painted,fluffy,MCQ,
FENG288,29,Describing Words,The villagers crossed the _____ bridge carefully. (Adjective),floated,repaired,mixed,narrow,narrow,MCQ,
FENG289,29,Describing Words,It was a _____ performance by the singer. (Adjective),danced,opened,amazing,fixed,amazing,MCQ,
FENG290,29,Describing Words,The _____ room looked bright and cheerful. (Adjective),pushed,borrowed,climbed,clean,clean,MCQ,
FENG291,30,Describing Words,The _____ fox disappeared into the woods. (Adjective),folded,washed,shouted,clever,clever,MCQ,
FENG292,30,Describing Words,My aunt prepared a _____ meal for dinner. (Adjective),healthy,floated,jumped,repaired,healthy,MCQ,
FENG293,30,Describing Words,The _____ clouds covered the sky. (Adjective),carried,dark,opened,laughed,dark,MCQ,
FENG294,30,Describing Words,We visited an _____ castle during our vacation. (Adjective),mixed,climbed,ancient,washed,ancient,MCQ,
FENG295,30,Describing Words,The _____ baby slept peacefully in the cradle. (Adjective),sleepy,shouted,repaired,folded,sleepy,MCQ,
FENG296,30,Describing Words,The _____ runner won the gold medal. (Adjective),painted,borrowed,fast,floated,fast,MCQ,
FENG297,30,Describing Words,The _____ road led to the mountain village. (Adjective),narrow,jumped,carried,fixed,narrow,MCQ,
FENG298,30,Describing Words,She wore a _____ necklace at the party. (Adjective),sparkling,climbed,repaired,washed,sparkling,MCQ,
FENG299,30,Describing Words,The _____ farmer worked in the field all day. (Adjective),laughed,hardworking,pushed,opened,hardworking,MCQ,
FENG300,30,Describing Words,The _____ library was full of old books. (Adjective),quiet,floated,repaired,mixed,quiet,MCQ,
FENG301,31,Describing Words,The girl wore a beautiful dress to the party. Choose the correct adjective.,girl,wore,beautiful,dress,beautiful,MCQ,
FENG302,31,Describing Words,We visited an ancient temple last summer. Choose the correct adjective.,ancient,summer,temple,visited,ancient,MCQ,
FENG303,31,Describing Words,The hungry child ate the sandwich quickly. Choose the correct adjective.,ate,hungry,sandwich,child,hungry,MCQ,
FENG304,31,Describing Words,He bought a shiny new laptop yesterday. Choose the correct adjective.,bought,shiny,yesterday,laptop,shiny,MCQ,
FENG305,31,Describing Words,The tall building can be seen from far away. Choose the correct adjective.,away,tall,seen,building,tall,MCQ,
FENG306,31,Describing Words,She lives in a quiet neighborhood near the lake. Choose the correct adjective.,lake,lives,quiet,near,quiet,MCQ,
FENG307,31,Describing Words,The brave soldier saved many people. Choose the correct adjective.,people,soldier,brave,saved,brave,MCQ,
FENG308,31,Describing Words,We enjoyed the delicious food at the restaurant. Choose the correct adjective.,delicious,enjoyed,food,restaurant,delicious,MCQ,
FENG309,31,Describing Words,The small kitten slept on the sofa. Choose the correct adjective.,small,slept,kitten,sofa,small,MCQ,
FENG310,31,Describing Words,The clever student answered all the questions. Choose the correct adjective.,student,clever,answered,questions,clever,MCQ,
FENG311,32,Describing Words,My uncle drives a fast car on highways. Choose the correct adjective.,fast,highways,uncle,car,fast,MCQ,
FENG312,32,Describing Words,The old man walked slowly with a stick. Choose the correct adjective.,slowly,walked,stick,old,old,MCQ,
FENG313,32,Describing Words,She wore a colorful scarf in winter. Choose the correct adjective.,wore,colorful,winter,scarf,colorful,MCQ,
FENG314,32,Describing Words,The strong wind damaged several trees. Choose the correct adjective.,wind,trees,damaged,strong,strong,MCQ,
FENG315,32,Describing Words,We saw a beautiful rainbow after the rain. Choose the correct adjective.,rain,beautiful,rainbow,saw,beautiful,MCQ,
FENG316,32,Describing Words,The happy children played in the park. Choose the correct adjective.,happy,park,played,children,happy,MCQ,
FENG317,32,Describing Words,The teacher told an interesting story today. Choose the correct adjective.,teacher,interesting,today,story,interesting,MCQ,
FENG318,32,Describing Words,He carried a heavy bag to school. Choose the correct adjective.,carried,bag,heavy,school,heavy,MCQ,
FENG319,32,Describing Words,The cold weather forced us to stay inside. Choose the correct adjective.,weather,forced,cold,inside,cold,MCQ,
FENG320,32,Describing Words,The artist painted a wonderful picture. Choose the correct adjective.,artist,painted,picture,wonderful,wonderful,MCQ,
FENG321,33,Describing Words,We stayed in a comfortable hotel during vacation. Choose the correct adjective.,vacation,hotel,comfortable,stayed,comfortable,MCQ,
FENG322,33,Describing Words,The noisy crowd cheered for the team. Choose the correct adjective.,cheered,noisy,crowd,team,noisy,MCQ,
FENG323,33,Describing Words,The smart boy solved the puzzle easily. Choose the correct adjective.,easily,puzzle,solved,smart,smart,MCQ,
FENG324,33,Describing Words,She adopted a cute puppy from the shelter. Choose the correct adjective.,puppy,shelter,adopted,cute,cute,MCQ,
FENG325,33,Describing Words,The rich man donated money to charity. Choose the correct adjective.,businessman,rich,donated,charity,rich,MCQ,
FENG326,33,Describing Words,The lazy cat slept near the fireplace. Choose the correct adjective.,cat,lazy,slept,fireplace,lazy,MCQ,
FENG327,33,Describing Words,We crossed a narrow bridge over the river. Choose the correct adjective.,crossed,narrow,bridge,river,narrow,MCQ,
FENG328,33,Describing Words,The honest boy returned the lost wallet. Choose the correct adjective.,honest,boy,wallet,returned,honest,MCQ,
FENG329,33,Describing Words,She bought a soft pillow for her bed. Choose the correct adjective.,bed,bought,pillow,soft,soft,MCQ,
FENG330,33,Describing Words,The bright sun warmed the whole village. Choose the correct adjective.,bright,warmed,village,sun,bright,MCQ,
FENG331,34,Describing Words,The poor farmer worked all day in the field. Choose the correct adjective.,farmer,poor,worked,field,poor,MCQ,
FENG332,34,Describing Words,He wore a clean shirt to school. Choose the correct adjective.,wore,school,clean,shirt,clean,MCQ,
FENG333,34,Describing Words,The friendly dog wagged its tail happily. Choose the correct adjective.,happily,dog,wagged,friendly,friendly,MCQ,
FENG334,34,Describing Words,We enjoyed the fresh air in the countryside. Choose the correct adjective.,air,fresh,enjoyed,countryside,fresh,MCQ,
FENG335,34,Describing Words,The little girl carried a basket of flowers. Choose the correct adjective.,basket,girl,little,carried,little,MCQ,
FENG336,34,Describing Words,The empty classroom looked very quiet. Choose the correct adjectives.,classroom & empty,quiet & classroom,looked & quite,empty & quiet,empty & quiet,MCQ,
FENG337,34,Describing Words,The clever fox escaped from the trap. Choose the correct adjective.,fox,clever,escaped,trap,clever,MCQ,
FENG338,34,Describing Words,She lives in a modern apartment in the city. Choose the correct adjective.,apartment,modern,lives,city,modern,MCQ,
FENG339,34,Describing Words,The thirsty traveler drank cold water. Choose the correct adjective.,drank,traveler,thirsty,water,thirsty,MCQ,
FENG340,34,Describing Words,The gentle nurse cared for the patient kindly. Choose the correct adjective.,gentle,nurse,cared,kindly,gentle,MCQ,
FENG341,35,Describing Words,The red balloon floated into the sky. Choose the correct adjective.,balloon,red,sky,floated,red,MCQ,
FENG342,35,Describing Words,We walked along a sandy beach at sunset. Choose the correct adjective.,sunset,walked,beach,sandy,sandy,MCQ,
FENG343,35,Describing Words,The angry teacher scolded the noisy students. Choose the correct adjective.,teacher,angry,scolded,students,angry,MCQ,
FENG344,35,Describing Words,The broken chair was lying outside the room. Choose the correct adjective.,lying,broken,room,chair,broken,MCQ,
FENG345,35,Describing Words,The cheerful singer entertained the audience. Choose the correct adjective.,singer,audience,entertained,cheerful,cheerful,MCQ,
FENG346,35,Describing Words,He climbed the tall hill without stopping. Choose the correct adjective.,climbed,hill,stopping,tall,tall,MCQ,
FENG347,35,Describing Words,The lonely child sat quietly in the corner. Choose the correct adjective.,corner,lonely,sat,child,lonely,MCQ,
FENG348,35,Describing Words,The golden necklace was very expensive. Choose the correct adjectives.,golden & expensive,necklace & very,expensive & very,golden & necklece,golden & expensive,MCQ,
FENG349,35,Describing Words,The famous actor visited our town yesterday. Choose the correct adjective.,actor,famous,visited,yesterday,famous,MCQ,
FENG350,35,Describing Words,The weak patient needed immediate treatment. Choose the correct adjective.,treatment & immediate,patient & needed,needed & weak,weak & immediate,weak & immediate,MCQ,
FL_ENG004,36,,,,,,,,Lesson,FL_ENG004
FENG351,36,Pronoun,Rina is my friend. _________ is very kind. (Pronoun),It,They,He,She,She,MCQ,
FENG352,36,Pronoun,Karim has a bicycle. _________ rides it every day. (Pronoun),It,They,She,He,He,MCQ,
FENG353,36,Pronoun,My cat is sleeping. _________ is under the table. (Pronoun),It,She,He,We,It,MCQ,
FENG354,36,Pronoun,Ali and I are classmates. _________ study together. (Pronoun),They,It,We,You,We,MCQ,
FENG355,36,Pronoun,Rupa and Sima are sisters. _________ play together. (Pronoun),They,We,She,It,They,MCQ,
FENG356,36,Pronoun,_________ am going to school now. (Pronoun),You,I,He,They,I,MCQ,
FENG357,36,Pronoun,Can _________ help me carry this bag? (Pronoun),He,I,You,She,You,MCQ,
FENG358,36,Pronoun,The dog is barking because _________ is hungry. (Pronoun),It,You,We,They,It,MCQ,
FENG359,36,Pronoun,My parents are at home. _________ are watching TV. (Pronoun),They,She,He,We,They,MCQ,
FENG360,36,Pronoun,Sara is reading a book. _________ likes reading. (Pronoun),She,They,He,It,She,MCQ,
FENG361,37,Pronoun,"Replace the Naming Word: ""Tom is playing football."" (Pronoun)",They,He,It,She,He,MCQ,
FENG362,37,Pronoun,"Replace the Naming Word: ""The bird is flying."" (Pronoun)",They,He,It,We,It,MCQ,
FENG363,37,Pronoun,"Replace the Naming Words: ""Rina and Mina are singing."" (Pronoun)",She,We,They,It,They,MCQ,
FENG364,37,Pronoun,Which word is a Pronoun?,happy,run,he,cat,he,MCQ,
FENG365,37,Pronoun,Which word is a Pronoun?,red,jump,book,they,they,MCQ,
FENG366,37,Pronoun,_________ are my best friends. (Pronoun),It,She,He,They,They,MCQ,
FENG367,37,Pronoun,My brother is tall. _________ plays basketball. (Pronoun),We,They,He,She,He,MCQ,
FENG368,37,Pronoun,The flower is beautiful. _________ smells nice. (Pronoun),He,It,You,They,It,MCQ,
FENG369,37,Pronoun,Nila and I went to the zoo. _________ saw many animals. (Pronoun),She,We,They,It,We,MCQ,
FENG370,37,Pronoun,_________ are a good student. (Pronoun),I,You,She,He,You,MCQ,
FENG371,38,Pronoun,"Pick out the Pronoun: ""She is drawing a picture.""",She,picture,is,drawing,She,MCQ,
FENG372,38,Pronoun,"Pick out the Pronoun: ""They are playing in the field.""",They,playing,are,field,They,MCQ,
FENG373,38,Pronoun,"Pick out the Pronoun: ""We love our school.""",We,love,school,our,We,MCQ,
FENG374,38,Pronoun,A pronoun is used instead of a _________ Word.,Doing,Naming,Joining,Describing,Naming,MCQ,
FENG375,38,Pronoun,"Replace the Naming Word: ""The children are laughing."" (Pronoun)",She,It,They,He,They,MCQ,
FENG376,38,Pronoun,The boys are playing cricket. _________ are having fun. (Pronoun),She,It,They,He,They,MCQ,
FENG377,38,Pronoun,My mother is a teacher. _________ teaches English. (Pronoun),She,He,We,They,She,MCQ,
FENG378,38,Pronoun,I have a pet fish. _________ swims in a bowl. (Pronoun),She,It,He,They,It,MCQ,
FENG379,38,Pronoun,Rahim and I went shopping. _________ bought some fruit. (Pronoun),They,He,She,We,We,MCQ,
FENG380,38,Pronoun,_________ am reading a storybook. (Pronoun),I,They,She,You,I,MCQ,
FENG381,39,Pronoun,"The teacher asked, ""Can _________ answer this question?"" (Pronoun)",he,you,they,she,you,MCQ,
FENG382,39,Pronoun,My sisters are singing. _________ sound wonderful. (Pronoun),It,She,He,They,They,MCQ,
FENG383,39,Pronoun,The rabbit is eating a carrot. _________ looks happy. (Pronoun),It,We,You,They,It,MCQ,
FENG384,39,Pronoun,Fatema is my cousin. _________ lives in Dhaka. (Pronoun),He,It,They,She,She,MCQ,
FENG385,39,Pronoun,The students are studying. _________ have an exam tomorrow. (Pronoun),They,She,He,We,They,MCQ,
FENG386,39,Pronoun,"Replace the Naming Word: ""Mina is drawing a flower."" (Pronoun)",It,He,They,She,She,MCQ,
FENG387,39,Pronoun,"Replace the Naming Word: ""The tiger is sleeping."" (Pronoun)",They,He,It,We,It,MCQ,
FENG388,39,Pronoun,"Replace the Naming Words: ""Tom and Jerry are friends."" (Pronoun)",It,He,She,They,They,MCQ,
FENG389,39,Pronoun,Which word is a Pronoun?,book,run,they,beautiful,they,MCQ,
FENG390,39,Pronoun,Which word is a Pronoun?,jump,green,we,school,we,MCQ,
FENG391,40,Pronoun,_________ are going to the playground after school. (Pronoun),She,He,They,It,They,MCQ,
FENG392,40,Pronoun,My father drives a car. _________ goes to work every day. (Pronoun),They,We,He,She,He,MCQ,
FENG393,40,Pronoun,The computer is new. _________ works very fast. (Pronoun),They,He,It,You,It,MCQ,
FENG394,40,Pronoun,Ali and I cleaned the room. _________ finished quickly. (Pronoun),She,We,They,He,We,MCQ,
FENG395,40,Pronoun,_________ are my best friend. (Pronoun),He,She,You,It,You,MCQ,
FENG396,40,Pronoun,"Pick out the Pronoun: ""He is riding a bicycle.""",is,riding,He,bicycle,He,MCQ,
FENG397,40,Pronoun,"Pick out the Pronoun: ""It is raining outside.""",outside,is,It,raining,It,MCQ,
FENG398,40,Pronoun,"Pick out the Pronoun: ""You are very helpful.""",very,are,You,helpful,You,MCQ,
FENG399,40,Pronoun,A pronoun can replace a _________. (Pronoun),Noun,Verb,Conjunction,Adjective,Noun,MCQ,
FENG400,40,Pronoun,"Replace the Naming Word: ""The girls are dancing."" (Pronoun)",They,She,It,He,They,MCQ,
FENG401,41,Pronoun,Arif is my brother. _________ likes football. (Pronoun),She,It,They,He,He,MCQ,
FENG402,41,Pronoun,The birds are flying in the sky. _________ are very high. (Pronoun),They,It,She,He,They,MCQ,
FENG403,41,Pronoun,I have a new pencil. _________ is blue. (Pronoun),It,She,He,They,It,MCQ,
FENG404,41,Pronoun,Salma and I are in the same class. _________ sit together. (Pronoun),She,They,He,We,We,MCQ,
FENG405,41,Pronoun,_________ are my best friends. (Pronoun),It,They,She,He,They,MCQ,
FENG406,41,Pronoun,My uncle is a doctor. _________ works at a hospital. (Pronoun),They,She,We,He,He,MCQ,
FENG407,41,Pronoun,The baby is sleeping. _________ is very quiet. (Pronoun),They,It,He,We,It,MCQ,
FENG408,41,Pronoun,Can _________ tell me the time? (Pronoun),She,I,He,You,You,MCQ,
FENG409,41,Pronoun,The children are in the library. _________ are reading books. (Pronoun),He,They,It,She,They,MCQ,
FENG410,41,Pronoun,_________ am learning English. (Pronoun),You,He,They,I,I,MCQ,
FENG411,42,Pronoun,"Replace the Naming Word: ""Rahim is eating an apple."" (Pronoun)",They,He,It,She,He,MCQ,
FENG412,42,Pronoun,"Replace the Naming Word: ""The horse is running fast."" (Pronoun)",They,We,It,He,It,MCQ,
FENG413,42,Pronoun,"Replace the Naming Words: ""Rita and Tina are watching TV."" (Pronoun)",It,He,She,They,They,MCQ,
FENG414,42,Pronoun,Which word is a Pronoun?,happy,car,they,run,they,MCQ,
FENG415,42,Pronoun,Which word is a Pronoun?,green,jump,you,tree,you,MCQ,
FENG416,42,Pronoun,_________ are going to visit our grandparents tomorrow. (Pronoun),He,She,They,It,They,MCQ,
FENG417,42,Pronoun,My aunt is cooking dinner. _________ is in the kitchen. (Pronoun),It,They,He,She,She,MCQ,
FENG418,42,Pronoun,The clock stopped working. _________ needs a new battery. (Pronoun),It,He,They,She,It,MCQ,
FENG419,42,Pronoun,Mina and I planted flowers. _________ watered them every day. (Pronoun),We,He,They,She,We,MCQ,
FENG420,42,Pronoun,_________ are a very kind person. (Pronoun),He,I,She,You,You,MCQ,
FENG421,43,Pronoun,"Pick out the Pronoun: ""They went to the market.""",market,They,went,to,They,MCQ,
FENG422,43,Pronoun,"Pick out the Pronoun: ""She sings beautifully.""",beautifully,sings,She,very,She,MCQ,
FENG423,43,Pronoun,"Pick out the Pronoun: ""It is on the table.""",on,table,It,is,It,MCQ,
FENG424,43,Pronoun,A pronoun takes the place of a _________. (Pronoun),Conjunction,Adjective,Verb,Noun,Noun,MCQ,
FENG425,43,Pronoun,"Replace the Naming Words: ""The boys are playing football."" (Pronoun)",It,She,He,They,They,MCQ,
FENG426,43,Pronoun,"Pick out the Pronoun: ""We love to play football.""",play,football,We,love,We,MCQ,
FENG427,43,Pronoun,"Pick out the Pronoun: ""He is reading a book.""",book,reading,He,is,He,MCQ,
FENG428,43,Pronoun,"Pick out the Pronoun: ""You are my best friend.""",friend,best,You,are,You,MCQ,
FENG429,43,Pronoun,Which word is a Pronoun?,quickly,she,garden,run,she,MCQ,
FENG430,43,Pronoun,"Replace the Naming Word: ""Rina is singing."" (Pronoun)",He,She,It,They,She,MCQ,
FL_ENG005,44,,,,,,,,Lesson,FL_ENG005
FENG431,44,Be Verb,I _________ a student. (Be Verb),be,am,is,are,am,MCQ,
FENG432,44,Be Verb,She _________ my friend. (Be Verb),are,is,be,am,is,MCQ,
FENG433,44,Be Verb,They _________ playing football. (Be Verb),are,be,is,am,are,MCQ,
FENG434,44,Be Verb,He _________ very tall. (Be Verb),be,are,am,is,is,MCQ,
FENG435,44,Be Verb,We _________ happy today. (Be Verb),be,am,is,are,are,MCQ,
FENG436,44,Be Verb,You _________ a good student. (Be Verb),am,are,be,is,are,MCQ,
FENG437,44,Be Verb,The cat _________ sleeping on the sofa. (Be Verb),be,is,am,are,is,MCQ,
FENG438,44,Be Verb,Rahim and Karim _________ brothers. (Be Verb),be,is,am,are,are,MCQ,
FENG439,44,Be Verb,The book _________ on the table. (Be Verb),are,be,am,is,is,MCQ,
FENG440,44,Be Verb,My parents _________ at home. (Be Verb),are,is,am,be,are,MCQ,
FENG441,45,Be Verb,Which word is a Be Verb?,is,play,jump,run,is,MCQ,
FENG442,45,Be Verb,Which word is a Be Verb?,sing,are,happy,book,are,MCQ,
FENG443,45,Be Verb,Which word is a Be Verb?,house,cat,tree,am,am,MCQ,
FENG444,45,Be Verb,"Pick out the Be Verb: ""She is reading a book.""",is,She,book,reading,is,MCQ,
FENG445,45,Be Verb,"Pick out the Be Verb: ""They are in the classroom.""",classroom,in,They,are,are,MCQ,
FENG446,45,Be Verb,"Pick out the Be Verb: ""I am hungry.""",am,very,I,hungry,am,MCQ,
FENG447,45,Be Verb,A Be Verb shows a state of _________.,jumping,singing,running,being,being,MCQ,
FENG448,45,Be Verb,The children _________ excited about the trip. (Be Verb),are,be,is,am,are,MCQ,
FENG449,45,Be Verb,My sister _________ a doctor. (Be Verb),is,are,be,am,is,MCQ,
FENG450,45,Be Verb,The flowers _________ beautiful. (Be Verb),am,be,is,are,are,MCQ,
FENG451,46,Be Verb,I _________ ready for the test. (Be Verb),are,be,am,is,am,MCQ,
FENG452,46,Be Verb,You _________ welcome. (Be Verb),am,are,is,be,are,MCQ,
FENG453,46,Be Verb,The bird _________ in the cage. (Be Verb),are,am,is,be,is,MCQ,
FENG454,46,Be Verb,We _________ classmates. (Be Verb),am,is,be,are,are,MCQ,
FENG455,46,Be Verb,Which are Be Verbs?,sing -  play,run -  jump,am -  is -  are,book -  pen,am -  is -  are,MCQ,
FENG456,46,Be Verb,I _________ very happy today. (Be Verb),is,am,be,are,am,MCQ,
FENG457,46,Be Verb,She _________ my elder sister. (Be Verb),be,am,is,are,is,MCQ,
FENG458,46,Be Verb,They _________ in the playground. (Be Verb),are,is,be,am,are,MCQ,
FENG459,46,Be Verb,He _________ a good football player. (Be Verb),are,is,be,am,is,MCQ,
FENG460,46,Be Verb,We _________ ready for the exam. (Be Verb),be,is,am,are,are,MCQ,
FENG461,47,Be Verb,The dog _________ barking loudly. (Be Verb),are,is,am,be,is,MCQ,
FENG462,47,Be Verb,The birds _________ flying in the sky. (Be Verb),are,am,be,is,are,MCQ,
FENG463,47,Be Verb,My father _________ at home now. (Be Verb),am,is,be,are,is,MCQ,
FENG464,47,Be Verb,You _________ my best friend. (Be Verb),are,am,be,is,are,MCQ,
FENG465,47,Be Verb,The books _________ on the shelf. (Be Verb),is,be,are,am,are,MCQ,
FENG466,47,Be Verb,Which word is a Be Verb?,run,are,book,jump,are,MCQ,
FENG467,47,Be Verb,Which word is a Be Verb?,sing,is,blue,pen,is,MCQ,
FENG468,47,Be Verb,Which word is a Be Verb?,am,play,cat,chair,am,MCQ,
FENG469,47,Be Verb,"Pick out the Be Verb: ""He is playing cricket.""",playing,cricket,He,is,is,MCQ,
FENG470,47,Be Verb,"Pick out the Be Verb: ""We are going to school.""",We,are,school,going,are,MCQ,
FENG471,48,Be Verb,"Pick out the Be Verb: ""I am reading a book.""",I,reading,am,book,am,MCQ,
FENG472,48,Be Verb,A Be Verb shows a state of _________.,thinking,playing,reading,being,being,MCQ,
FENG473,48,Be Verb,The baby _________ sleeping in the cradle. (Be Verb),is,am,are,be,is,MCQ,
FENG474,48,Be Verb,The students _________ very smart. (Be Verb),am,is,be,are,are,MCQ,
FENG475,48,Be Verb,My mother _________ cooking food. (Be Verb),is,are,am,be,is,MCQ,
FENG476,48,Be Verb,I _________ excited about the trip. (Be Verb),be,am,are,is,am,MCQ,
FENG477,48,Be Verb,You _________ always kind. (Be Verb),are,be,is,am,are,MCQ,
FENG478,48,Be Verb,The flowers _________ in the garden. (Be Verb),am,are,be,is,are,MCQ,
FENG479,48,Be Verb,Rahim and Karim _________ classmates. (Be Verb),be,am,is,are,are,MCQ,
FENG480,48,Be Verb,Which are Be Verbs?,sing -  dance,book -  pen,run -  go,is -  am -  are,is -  am -  are,MCQ,
FENG481,49,Be Verb,I _________ not afraid of the dark. (Be Verb),am,is,be,are,am,MCQ,
FENG482,49,Be Verb,She _________ interested in drawing pictures. (Be Verb),are,is,be,am,is,MCQ,
FENG483,49,Be Verb,They _________ waiting for the bus outside. (Be Verb),is,am,are,be,are,MCQ,
FENG484,49,Be Verb,The children _________ very excited about the trip tomorrow. (Be Verb),am,is,are,be,are,MCQ,
FENG485,49,Be Verb,He _________ always ready to help others. (Be Verb),be,are,am,is,is,MCQ,
FENG486,49,Be Verb,The weather _________ getting colder day by day. (Be Verb),are,is,be,am,is,MCQ,
FENG487,49,Be Verb,My friends _________ coming to my birthday party. (Be Verb),are,am,be,is,are,MCQ,
FENG488,49,Be Verb,The teacher _________ explaining the lesson clearly. (Be Verb),is,be,am,are,is,MCQ,
FENG489,49,Be Verb,The books _________ arranged neatly on the shelf. (Be Verb),am,are,is,be,are,MCQ,
FENG490,49,Be Verb,I _________ not happy with my result. (Be Verb),is,are,am,be,am,MCQ,
FENG491,50,Be Verb,Which sentence is correct?,He are a doctor.,He is a doctor.,He am a doctor.,He be a doctor.,He is a doctor.,MCQ,
FENG492,50,Be Verb,Which sentence is correct?,They are playing football.,They am playing football.,They is playing football.,They be playing football.,They are playing football.,MCQ,
FENG493,50,Be Verb,Which sentence is correct?,I be very tired.,I is very tired.,I are very tired.,I am very tired.,I am very tired.,MCQ,
FENG494,50,Be Verb,Which word is a Be Verb?,jump,play,run,is,is,MCQ,
FENG495,50,Be Verb,Which word is a Be Verb?,going school,am,jump,book,am,MCQ,
FENG496,50,Be Verb,"Pick out the Be Verb: ""The cake is delicious.""",delicious,cake,is,The,is,MCQ,
FENG497,50,Be Verb,"Pick out the Be Verb: ""We are late for school.""",We,are,for,late,are,MCQ,
FENG498,50,Be Verb,"Pick out the Be Verb: ""I am feeling sick today.""",am,I,feeling,sick,am,MCQ,
FENG499,50,Be Verb,A Be Verb shows a state of _________.,action,place,being,time,being,MCQ,
FENG500,50,Be Verb,The sun _________ very bright today. (Be Verb),am,is,are,be,is,MCQ,
FENG501,51,Be Verb,The apples _________ fresh and red. (Be Verb),are,am,be,is,are,MCQ,
FENG502,51,Be Verb,You _________ not allowed to enter here. (Be Verb),is,be,am,are,are,MCQ,
