Id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
FBB250,25,Cause and Effect,Why do we feel hot near fire?,Fire produces water,Fire removes air,Fire releases heat,Fire creates cold,Fire releases heat,MCQ,
FBB251,26,Problem Solving,You see a burning paper on the ground. What should you do?,Throw more paper on it,Touch it quickly,Ignore it,Inform an adult,Inform an adult,MCQ,
FBB252,26,Problem Solving,Your friend falls and gets hurt. What should you do?,Ignore them,Laugh at them,Help and inform an adult,Run away,Help and inform an adult,MCQ,
FBB253,26,Problem Solving,You find a lost wallet on the road. What should you do?,Keep it,Throw it away,Hide it,Inform an adult or authority,Inform an adult or authority,MCQ,
FBB254,26,Problem Solving,You are crossing a road. What is the safest way?,Cross when traffic is clear,Cross with eyes closed,Run fast without looking,Cross while talking on phone,Cross when traffic is clear,MCQ,
FBB255,26,Problem Solving,You forgot your homework at home. What should you do?,Lie to the teacher,Run away from class,Inform the teacher honestly,Blame a friend,Inform the teacher honestly,MCQ,
FBB256,26,Problem Solving,You see a stranger asking you to come with them. What should you do?,Talk and follow them,Refuse and tell a trusted adult,Keep it secret,Go with them immediately,Refuse and tell a trusted adult,MCQ,
FBB257,26,Problem Solving,Your friend is copying in an exam. What should you do?,Help them cheat,Ignore and cheat later,Copy too,Inform the teacher,Inform the teacher,MCQ,
FBB258,26,Problem Solving,You see trash on the floor in your classroom. What should you do?,Leave it there,Pick it up and throw in dustbin,Step on it,Throw more trash,Pick it up and throw in dustbin,MCQ,
FBB259,26,Problem Solving,You are feeling sick in school. What should you do?,Never tell anyone,Ignore it,Inform the teacher,Sleep in class,Inform the teacher,MCQ,
FBB260,26,Problem Solving,You find a sharp object on the road. What should you do?,Ignore it,Touch it carefully,Play with it,Inform an adult,Inform an adult,MCQ,
FBB261,27,Problem Solving,Your friend is sad. What should you do?,Take their things,Laugh at them,Ignore them,Comfort and talk to them,Comfort and talk to them,MCQ,
FBB262,27,Problem Solving,You see someone stealing in a shop. What should you do?,Ignore and leave,Shout loudly and help catch them,Join them,Tell a responsible adult,Tell a responsible adult,MCQ,
FBB263,27,Problem Solving,You are late for school. What should you do?,Lie and go home,Go safely and inform teacher,Run on the road carelessly,Skip school,Go safely and inform teacher,MCQ,
FBB264,27,Problem Solving,You drop juice on the floor. What should you do?,Play in it,Clean it or inform someone,Leave it,Spread it more,Clean it or inform someone,MCQ,
FBB265,27,Problem Solving,Your pencil breaks during class. What should you do?,Shout loudly,Get angry and leave,Ask for help politely,Throw books,Ask for help politely,MCQ,
FBB266,27,Problem Solving,You see rain starting while outside. What should you do?,Stay in open area,Run under safe shelter,Play in rain during storm,Ignore it,Run under safe shelter,MCQ,
FBB267,27,Problem Solving,You forgot to bring lunch. What should you do?,Stay hungry and cry,Take food from strangers,Inform teacher or share politely,Leave school,Inform teacher or share politely,MCQ,
FBB268,27,Problem Solving,You see electricity wire on the ground. What should you do?,Play near it,Stay away and inform an adult,Touch it,Pull it,Stay away and inform an adult,MCQ,
FBB269,27,Problem Solving,Your friend is being bullied. What should you do?,Help and inform teacher,Laugh at them,Join bullying,Ignore completely,Help and inform teacher,MCQ,
FBB270,27,Problem Solving,You accidentally break a glass at home. What should you do?,Play with pieces,Tell an adult honestly,Hide it,Blame someone else,Tell an adult honestly,MCQ,
FBB271,28,Problem Solving,You see smoke in a building. What should you do?,Stay and watch,Run out and inform adults,Go inside,Play near it,Run out and inform adults,MCQ,
FBB272,28,Problem Solving,You find money on school ground. What should you do?,Hide it,Spend it immediately,Keep it,Inform teacher or return it,Inform teacher or return it,MCQ,
FBB273,28,Problem Solving,You see a child lost in a market. What should you do?,Take them home alone,Walk away,Help find their parents or inform authority,Ignore them,Help find their parents or inform authority,MCQ,
FBB274,28,Problem Solving,You are asked to lie by a friend. What should you do?,Ignore rules,Lie immediately,Follow blindly,Refuse politely and tell truth,Refuse politely and tell truth,MCQ,
FBB275,28,Problem Solving,You spill water on floor at home. What should you do?,Ignore it,Leave it,Inform and clean it,Make it slippery,Inform and clean it,MCQ,
FBB276,28,Problem Solving,You see a dog acting aggressive. What should you do?,Stay calm and move away slowly,Run toward it,Shout and provoke it,Touch it,Stay calm and move away slowly,MCQ,
FBB277,28,Problem Solving,You see someone injured on the road. What should you do?,inform nearby adult,Take their belongings,Move them without care,Ignore and walk away,inform nearby adult,MCQ,
FBB278,28,Problem Solving,Your mobile phone falls in water. What should you do?,Dry it safely and inform an adult,Turn it on immediately,Charge it quickly,Shake it hard,Dry it safely and inform an adult,MCQ,
FBB279,28,Problem Solving,You are playing and break a window. What should you do?,Hide it,Run away,Tell the truth to an adult,Blame someone else,Tell the truth to an adult,MCQ,
FBB280,28,Problem Solving,You see a fire in a kitchen. What should you do?,Play near it,Touch it carefully,Move away & alert an adult,Ignore it,Move away & alert an adult,MCQ,
FBB281,29,Problem Solving,You lost your school bag. What should you do?,Blame a friend,Panic and cry,Inform teacher and retrace steps,Buy a new one immediately,Inform teacher and retrace steps,MCQ,
FBB282,29,Problem Solving,Someone offers you unknown food on the street. What should you do?,Eat immediately,Share with friends,Take it secretly,Refuse politely and inform an adult,Refuse politely and inform an adult,MCQ,
FBB283,29,Problem Solving,You see a stranger following you. What should you do?,Ignore and continue walking,Go with them,Go to a trusted adult,Talk normally,Go to a trusted adult,MCQ,
FBB284,29,Problem Solving,You are online and see a suspicious message. What should you do?,Share personal info,Block and forget,Reply immediately,Ignore and inform an adult,Ignore and inform an adult,MCQ,
FBB285,29,Problem Solving,You forget to bring money to school canteen. What should you do?,Take without paying,Steal food,Inform teacher or friend politely,Skip school,Inform teacher or friend politely,MCQ,
FBB286,29,Problem Solving,You see a snake on the road. What should you do?,Touch it slowly,Play near it,Throw stones,Stay away & tell an adult.,Stay away & tell an adult.,MCQ,
FBB287,29,Problem Solving,Your friend is cheating in a game. What should you do?,Ignore and cheat too,Join them,Laugh at them,Tell them to play fairly,Tell them to play fairly,MCQ,
FBB288,29,Problem Solving,You feel very angry. What should you do?,Calm down and talk,Break things,Hit someone,Scream loudly,Calm down and talk,MCQ,
FBB289,29,Problem Solving,You see broken glass on the floor. What should you do?,Inform an adult and stay away,Step on it carefully,Play with it,Pick it with bare hands,Inform an adult and stay away,MCQ,
FBB290,29,Problem Solving,You find a sick bird. What should you do?,Ignore it,Play with it,Inform an adult or animal rescue,Take it home without care,Inform an adult or animal rescue,MCQ,
FBB291,30,Problem Solving,You forgot to study for a test. What should you do?,Run away,Cheat in exam,Do your best honestly,Skip exam,Do your best honestly,MCQ,
FBB292,30,Problem Solving,"You see a door marked ""Do Not Enter"". What should you do?",Break the door,Respect the sign and stay out,Ignore and enter,Enter anyway,Respect the sign and stay out,MCQ,
FBB293,30,Problem Solving,You are asked to keep a dangerous secret. What should you do?,Follow blindly,Keep it always,Refuse and tell a trusted adult,Forget it,Refuse and tell a trusted adult,MCQ,
FBB294,30,Problem Solving,You are stuck in a lift. What should you do?,Run inside,Panic and jump,Press alarm and wait calmly,Try to force doors,Press alarm and wait calmly,MCQ,
FBB295,30,Problem Solving,You see someone littering in public. What should you do?,Throw more trash,Ignore it,Throw your trash in the bin,Join them,Throw your trash in the bin,MCQ,
FBB296,30,Problem Solving,You are lost in a market. What should you do?,Walk away randomly,Ask a shopkeeper or police for help,Hide somewhere,Cry alone,Ask a shopkeeper or police for help,MCQ,
FBB297,30,Problem Solving,You see medicine at home. What should you do?,Ask an adult before using it,Take it without asking,Share with friends,Taste it,Ask an adult before using it,MCQ,
FBB298,30,Problem Solving,You hear a loud alarm in school. What should you do?,Follow teacher instructions,Run outside alone,Continue playing,Ignore it,Follow teacher instructions,MCQ,
FBB299,30,Problem Solving,You see someone faint in class. What should you do?,Ignore them,Move them alone,Laugh at them,Inform teacher immediately,Inform teacher immediately,MCQ,
FBB300,30,Problem Solving,You accidentally hurt a friend. What should you do?,Blame them,Say sorry and help them,Run away,Laugh at them,Say sorry and help them,MCQ,
FBB301,31,Problem Solving,You find a broken electrical device. What should you do?,Tell an adult and stay away,Plug it in,Touch and fix it,Play with it,Tell an adult and stay away,MCQ,
FBB302,31,Problem Solving,You see a child drowning in shallow water. What should you do?,Jump in without thinking,Ignore it,Shout for help,Record a video,Shout for help,MCQ,
FBB303,31,Problem Solving,You find a hot boiling pot on the stove. What should you do?,Pour cold water immediately,Turn it off without help,Stay away and inform an adult,Touch it quickly,Stay away and inform an adult,MCQ,
FBB304,31,Problem Solving,Your friend wants you to skip school. What should you do?,Refuse and inform a teacher or parent,Stop studying,Follow secretly,Agree immediately,Refuse and inform a teacher or parent,MCQ,
FBB305,31,Problem Solving,You see a road accident. What should you do?,Ignore and continue walking,Run into traffic,Take pictures only,Inform an adult,Inform an adult,MCQ,
FBB306,31,Problem Solving,You are offered money by a stranger to go with them. What should you do?,Take money and go,Refuse and move to a safe place,Accept it,Follow them quietly,Refuse and move to a safe place,MCQ,
FBB307,31,Problem Solving,You see someone faint in a crowded place. What should you do?,Ask for help and call an adult,Ignore them,Step over them,Shake them aggressively,Ask for help and call an adult,MCQ,
FBB308,31,Problem Solving,You find a sharp knife on the floor. What should you do?,Do not touch it. Tell an adult.,Play with it,Ignore it,Throw it randomly,Do not touch it. Tell an adult.,MCQ,
FBB309,31,Problem Solving,You are stuck in heavy rain without shelter. What should you do?,Run to a safe building or shelter,Play in rainwater,Keep walking slowly,Stand in open field,Run to a safe building or shelter,MCQ,
FBB310,31,Problem Solving,Your friend is spreading a rumor about you. What should you do?,Ignore completely always,Calmly talk and inform a teacher,Start a fight,Gossip more,Calmly talk and inform a teacher,MCQ,
FBB311,32,Problem Solving,You see a chemical spill in lab. What should you do?,Taste it,Clean it yourself,Move away and inform teacher immediately,Touch it carefully,Move away and inform teacher immediately,MCQ,
FBB312,32,Problem Solving,You feel lost in a new city. What should you do?,Walk randomly,Sit alone and cry,Ask a trusted person or police for help,Follow strangers,Ask a trusted person or police for help,MCQ,
FBB313,32,Problem Solving,You find a broken glass bottle in playground. What should you do?,Play with it,Pick it safely or inform teacher,Throw it at friends,Step on it,Pick it safely or inform teacher,MCQ,
FBB314,32,Problem Solving,Your computer shows a warning pop-up. What should you do?,Click everything,Close it and inform an adult,Download unknown files,Ignore and continue,Close it and inform an adult,MCQ,
FBB315,32,Problem Solving,You see a fire alarm ringing. What should you do?,Ignore it and stay inside,Turn it off yourself,Follow evacuation instructions,Play near alarm,Follow evacuation instructions,MCQ,
FBB316,32,Problem Solving,You accidentally hurt your sibling. What should you do?,Run away,Laugh at them,Blame them,Apologize and help them,Apologize and help them,MCQ,
FBB317,32,Problem Solving,You are given wrong change in shop. What should you do?,Run away,Keep extra money,Take more money,Tell the shopkeeper honestly,Tell the shopkeeper honestly,MCQ,
FBB318,32,Problem Solving,You find a dangerous insect at home. What should you do?,Ignore it,Inform an adult,Touch it carefully,Play with it,Inform an adult,MCQ,
FBB319,32,Problem Solving,You see someone cheating in an exam. What should you do?,Tell teacher quietly,Ignore and copy,Join them,Help them cheat,Tell teacher quietly,MCQ,
FBB320,32,Problem Solving,You are unsure about crossing a busy road. What should you do?,Close eyes and cross,Wait for the green signal,Cross while running,Run quickly alone,Wait for the green signal,MCQ,
FBB321,33,Problem Solving,You see a dog injured on road. What should you do?,Take it home without help,Throw stones,Ignore it,Inform an adult or animal rescue,Inform an adult or animal rescue,MCQ,
FBB322,33,Problem Solving,You are feeling very sleepy in class. What should you do?,Sleep on desk,Tell teacher politely and stay attentive,Stop listening,Run away,Tell teacher politely and stay attentive,MCQ,
FBB323,33,Problem Solving,You see a broken chair in classroom. What should you do?,Break it more,Take it home,Sit on it carefully,Inform teacher to fix it,Inform teacher to fix it,MCQ,
FBB324,33,Problem Solving,You see smoke coming from an electrical socket. What should you do?,Stay away and inform adult,Touch it,Ignore it,Pour water immediately,Stay away and inform adult,MCQ,
FBB325,33,Problem Solving,You are in a crowded place and lost your parents. What should you do?,Cry and hide,Run away further,Go to security or police for help,Follow strangers,Go to security or police for help,MCQ,
FBB326,33,Problem Solving,You spill water on the classroom floor. What should you do?,Inform teacher,Leave it,Run away,Ignore it,Inform teacher,MCQ,
FBB327,33,Problem Solving,You see a friend being bullied. What should you do?,Stay silent,Join the bully,Inform teacher/adult,Laugh,Inform teacher/adult,MCQ,
FBB328,33,Problem Solving,You find a wallet on the playground. What should you do?,Throw it,Keep it,Hide it,Give it to teacher,Give it to teacher,MCQ,
FBB329,33,Problem Solving,You forgot your homework at home. What should you do?,Tell teacher honestly,Copy from friend,Lie to teacher,Ignore it,Tell teacher honestly,MCQ,
FBB330,33,Problem Solving,You see broken glass in the corridor. What should you do?,Step on it,Ignore it,Inform teacher/staff,Kick it away,Inform teacher/staff,MCQ,
FBB331,34,What Would Happen,What would happen if there were no sun?,More rain,More stars,More trees,Dark world,Dark world,MCQ,
FBB332,34,What Would Happen,What would happen if you never slept?,More energy,Very fast,Very tall,Very tired,Very tired,MCQ,
FBB333,34,What Would Happen,What would happen if a plant had no leaves?,Bigger tree,More flowers,Grow fast,Less food,Less food,MCQ,
FBB334,34,What Would Happen,What would happen if you never wore shoes outside?,Hurt feet,Safe feet,Clean hands,Wet hair,Hurt feet,MCQ,
FBB335,34,What Would Happen,What would happen if bees disappeared?,Less fruit,More rain,Bigger trees,More fruit,Less fruit,MCQ,
FBB336,34,What Would Happen,What would happen if plants got no water?,More fruit,Dry up,More leaves,Grow fast,Dry up,MCQ,
FBB337,34,What Would Happen,What would happen if you never brushed your teeth?,Strong teeth,Toothache,Clean teeth,White teeth,Toothache,MCQ,
FBB338,34,What Would Happen,What would happen if there were no schools?,Bigger houses,More homework,Less learning,More games,Less learning,MCQ,
FBB339,34,What Would Happen,What would happen if everyone threw trash outside?,More flowers,Fresh air,Clean roads,Dirty place,Dirty place,MCQ,
FBB340,34,What Would Happen,What would happen if we never turned off lights?,Less water,Save power,More trees,Use power,Use power,MCQ,
FBB341,35,What Would Happen,What would happen if you could not hear?,Big smile,Fast run,No walking,Hard talk,Hard talk,MCQ,
FBB342,35,What Would Happen,What would happen if we stopped brushing our teeth?,Longer teeth,New teeth,Healthy teeth,Tooth decay,Tooth decay,MCQ,
FBB343,35,What Would Happen,What would happen if fire had no heat?,No cooking,More smoke,More light,More rain,No cooking,MCQ,
FBB344,35,What Would Happen,What would happen if we had no bones?,Soft body,Fast body,Strong body,Tall body,Soft body,MCQ,
FBB345,35,What Would Happen,What would happen if we never planted trees?,Fewer trees,More birds,More shade,More rain,Fewer trees,MCQ,
FBB346,35,What Would Happen,What would happen if you never ate food?,Very tall,Very happy,Very weak,More energy,Very weak,MCQ,
FBB347,35,What Would Happen,What would happen if fish had no water?,Cannot live,Fly high,Swim fast,Grow wings,Cannot live,MCQ,
FBB348,35,What Would Happen,What would happen if a toy had no battery?,Make music,Run fast,Not work,Get bigger,Not work,MCQ,
FBB349,35,What Would Happen,What would happen if you touched a hot pan?,Burn hand,Cold hand,Happy hand,Wet hand,Burn hand,MCQ,
FBB350,35,What Would Happen,What would happen if there were no clouds?,More stars,Bigger sun,Less rain,More snow,Less rain,MCQ,
FBB351,36,What Would Happen,What would happen if there were no roads?,More buses,Hard travel,Easy travel,More cars,Hard travel,MCQ,
FBB352,36,What Would Happen,What would happen if you stayed in the hot sun?,Feel sleepy,Feel hot,Feel hungry,Feel cold,Feel hot,MCQ,
FBB353,36,What Would Happen,What would happen if nobody talked?,More games,More songs,Easy talk,Hard talk,Hard talk,MCQ,
FBB354,36,What Would Happen,What would happen if we never watered trees?,Dry trees,Green leaves,Big trees,More fruit,Dry trees,MCQ,
FBB355,36,What Would Happen,What would happen if ice melted?,Become sand,Become rock,Become air,Become water,Become water,MCQ,
FBB356,36,What Would Happen,What would happen if we never used a dustbin?,More flowers,Dirty park,Fresh air,Clean park,Dirty park,MCQ,
FBB357,36,What Would Happen,What would happen if there were no electricity?,Dark room,Bright room,More TV,More fans,Dark room,MCQ,
FBB358,36,What Would Happen,What would happen if all trees were cut down?,Less shade,More fruit,More birds,More rain,Less shade,MCQ,
FBB359,36,What Would Happen,What would happen if you stayed underwater too long?,Breathe well,Feel warm,Cannot breathe,Run fast,Cannot breathe,MCQ,
FBB360,36,What Would Happen,What would happen if there were no moon?,Dark night,Bright night,More rain,More clouds,Dark night,MCQ,
FBB361,37,What Would Happen,What happens if we plant more trees?,More trash,Dirty air,Fresh air,Less rain,Fresh air,MCQ,
FBB362,37,What Would Happen,What happens if we waste water?,More water,More food,Less water,Clean air,Less water,MCQ,
FBB363,37,What Would Happen,What happens if computers stop working?,More cars,More games,More books,No work,No work,MCQ,
FBB364,37,What Would Happen,What happens if there are no farmers?,More toys,Less food,More cars,More rain,Less food,MCQ,
FBB365,37,What Would Happen,What happens if we never exercise?,Feel weak,Stay strong,Grow wings,Fly high,Feel weak,MCQ,
FBB366,37,What Would Happen,What happens if rivers dry up?,More fish,More rain,Less water,More boats,Less water,MCQ,
FBB367,37,What Would Happen,What happens if there is no air?,More trees,More rain,Easy breathing,No life,No life,MCQ,
FBB368,37,What Would Happen,What happens if people throw trash everywhere?,Dirty roads,Clean roads,Fresh air,More flowers,Dirty roads,MCQ,
FBB369,37,What Would Happen,What happens if animals could talk?,Less food,No trees,More rain,We chat,We chat,MCQ,
FBB370,37,What Would Happen,What happens if nobody used cars?,Walk more,Less roads,More traffic,More smoke,Walk more,MCQ,
FBB371,38,What Would Happen,What happens if there are no plants?,More air,More birds,Less food,More water,Less food,MCQ,
FBB372,38,What Would Happen,What happens if there is no wind?,More rain,Flags still,Big waves,Trees dance,Flags still,MCQ,
FBB373,38,What Would Happen,What happens if nobody follows rules?,Big trouble,Safe place,More fun,Clean roads,Big trouble,MCQ,
FBB374,38,What Would Happen,What happens if mountains disappeared?,More fish,Land changes,More stars,More books,Land changes,MCQ,
FBB375,38,What Would Happen,What happens if we save electricity?,More heat,Save energy,Waste power,More smoke,Save energy,MCQ,
FBB376,38,What Would Happen,What happens if we cannot talk?,More games,More songs,Easy sharing,Hard sharing,Hard sharing,MCQ,
FBB377,38,What Would Happen,What happens if there are no hospitals?,Easy care,More doctors,Less sickness,Hard care,Hard care,MCQ,
FBB378,38,What Would Happen,What happens if all water is salty?,Hard drink,Easy drink,More rain,More fish,Hard drink,MCQ,
FBB379,38,What Would Happen,What happens if we find a new planet?,Explore it,Paint it,Hide it,Eat it,Explore it,MCQ,
FBB380,38,What Would Happen,What happens if everyone washes hands?,More dust,Dirty hands,Less germs,More germs,Less germs,MCQ,
FBB381,39,What Would Happen,What happens if plants get no sunlight?,Grow weak,Bloom more,Grow fast,Run away,Grow weak,MCQ,
FBB382,39,What Would Happen,What happens if birds cannot fly?,Climb trees,Swim more,Run faster,Walk more,Walk more,MCQ,
FBB383,39,What Would Happen,What happens if we never learn?,Run faster,Stay smart,Grow taller,Know less,Know less,MCQ,
FBB384,39,What Would Happen,What happens if there are no seasons?,Same weather,Bigger moon,More fish,More stars,Same weather,MCQ,
FBB385,39,What Would Happen,What happens if cars use clean energy?,More smoke,Clean air,More noise,Less roads,Clean air,MCQ,
FBB386,39,What Would Happen,What happens if many trees are cut?,More homes,Less homes,More birds,More flowers,Less homes,MCQ,
FBB387,39,What Would Happen,What happens if gravity becomes weaker?,Grow big,Sink fast,Float more,Run slow,Float more,MCQ,
FBB388,39,What Would Happen,What happens if nobody reads books?,More sleep,Learn less,Learn more,More food,Learn less,MCQ,
FBB389,39,What Would Happen,What happens if all insects disappear?,More rain,More flowers,More birds,Less pollination,Less pollination,MCQ,
FBB390,39,What Would Happen,What happens if people ignore traffic rules?,Less cars,More accidents,Safe roads,Clean roads,More accidents,MCQ,
FBB391,40,What Would Happen,What happens if we have plenty of clean energy?,More smoke,Less pollution,No power,Less light,Less pollution,MCQ,
FBB392,40,What Would Happen,What happens if we eat only junk food?,Feel sick,Run faster,Stay healthy,Grow wings,Feel sick,MCQ,
FBB393,40,What Would Happen,What happens if there are no oceans?,More water,More fish,More boats,Less rain,Less rain,MCQ,
FBB394,40,What Would Happen,What happens if we save water?,Less water,More trash,More water,More smoke,More water,MCQ,
FBB395,40,What Would Happen,What happens if the Sun gets closer?,Very hot,Dark sky,Very cold,More rain,Very hot,MCQ,
FBB396,40,What Would Happen,What happens if we cannot see colors?,More hearing,Hard sorting,Faster running,Better sight,Hard sorting,MCQ,
FBB397,40,What Would Happen,What happens if hospitals have no computers?,More beds,Hard work,More food,Easy work,Hard work,MCQ,
FBB398,40,What Would Happen,What happens if everyone plants one tree?,More trash,Less air,Less trees,More trees,More trees,MCQ,
FBB399,40,What Would Happen,What happens if there is no oxygen?,More rain,No life,More plants,More fire,No life,MCQ,
FBB400,40,What Would Happen,What happens if we use less plastic?,Dirty air,More smoke,More trash,Clean Earth,Clean Earth,MCQ,
FBB401,41,What Would Happen,What would happen if the Moon became larger?,Plants would stop growing,Earth would stop moving,The Sun would disappear,Effects on tides could change,Effects on tides could change,MCQ,
FBB402,41,What Would Happen,What would happen if everyone helped each other?,Nature would disappear,People would stop learning,Communities could become stronger,Problems would increase,Communities could become stronger,MCQ,
FBB403,41,What Would Happen,What would happen if humans explored space more?,The Earth would vanish,Gravity would disappear,We could learn more about the universe,Stars would stop shining,We could learn more about the universe,MCQ,
FBB404,41,What Would Happen,What would happen if animals had no homes in nature?,They would live without habitats,They would stop needing food,Their survival would become difficult,They would all become pets,Their survival would become difficult,MCQ,
FBB405,41,Ethical Decisions,Your friend forgot his pencil. What should you do?,Ignore him,Help him if possible,Laugh at him,Hide your pencil,Help him if possible,MCQ,
FBB406,41,What Would Happen,What would happen if there were no rain?,Rivers would dry,People would stop talking,Stars would disappear,Oceans would vanish,Rivers would dry,MCQ,
FBB407,41,What Would Happen,What would happen if plants stopped making oxygen?,Animals would survive,Humans could not breathe,Water would stop flowing,The Sun would vanish,Humans could not breathe,MCQ,
FBB408,41,What Would Happen,What would happen if everyone recycled waste?,Pollution would decrease,Rivers would dry,People would stop eating,Trees would vanish,Pollution would decrease,MCQ,
FBB409,41,What Would Happen,What would happen if there were no Sun?,Oceans would dry,Earth would be dark and cold,Days would be longer,Stars would vanish,Earth would be dark and cold,MCQ,
FBB410,41,What Would Happen,What would happen if there were no schools?,Nature would stop growing,Children would stop learning,Books would disappear,Teachers would vanish,Children would stop learning,MCQ,
FBB411,42,Ethical Decisions,You see a classmate drop his lunch. What should you do?,Hide his lunch,Share your food,Laugh at him,Ignore him,Share your food,MCQ,
FBB412,42,Ethical Decisions,Your neighbor is sick. What should you do?,Ignore them,Offer help,Take their things,Make noise,Offer help,MCQ,
FBB413,42,Ethical Decisions,Your friend is new in school. What should you do?,Hide their books,Ignore them,Bother them,Welcome and help them,Welcome and help them,MCQ,
FBB414,42,Ethical Decisions,You see someone dropping their books. What should you do?,Laugh at them,Help pick them up,Step on the books,Walk away,Help pick them up,MCQ,
FBB415,42,Ethical Decisions,Your friend is feeling sad. What should you do?,Make fun of them,Ask what is wrong and support them,Tell others about it,Ignore them,Ask what is wrong and support them,MCQ,
FBB416,42,Ethical Decisions,Someone gives you a gift. What should you do?,Throw it away,Ask for more immediately,Say thank you,Ignore the person,Say thank you,MCQ,
FBB417,42,Ethical Decisions,You see a classmate struggling with homework. What should you do?,Help or explain politely,Do their homework without asking,Ignore them,Laugh at them,Help or explain politely,MCQ,
FBB418,42,Ethical Decisions,Your friend wins a competition. What should you do?,Ignore them,Try to spoil their success,Feel angry,Congratulate them,Congratulate them,MCQ,
FBB419,42,Ethical Decisions,You make a mistake and hurt someone. What should you do?,Run away,Blame them,Ignore it,Say sorry and correct it,Say sorry and correct it,MCQ,
FBB420,42,Ethical Decisions,You borrow a book from a friend. What should you do?,Return it on time,Damage it,Keep it forever,Lose it,Return it on time,MCQ,
FBB421,43,Ethical Decisions,Your friend shares a secret with you. What should you do?,Post it online,Keep Secret,Tell everyone,Make jokes about it,Keep Secret,MCQ,
FBB422,43,Ethical Decisions,You see someone being bullied. What should you do?,Help and inform an adult,Ignore always,Join the bullying,Laugh at them,Help and inform an adult,MCQ,
FBB423,43,Ethical Decisions,Your sibling needs help. What should you do?,Help if you can,Make fun of them,Hide their things,Refuse always,Help if you can,MCQ,
FBB424,43,Ethical Decisions,Your friend has a different opinion. What should you do?,Respect their opinion,Insult them,Fight with them,Stop talking forever,Respect their opinion,MCQ,
FBB425,43,Ethical Decisions,You see someone sitting alone during lunch. What should you do?,Take their food,Invite them to join,Ignore them,Laugh at them,Invite them to join,MCQ,
FBB426,43,Ethical Decisions,Your friend shares a success with you. What should you do?,Celebrate with them,Feel jealous,Ignore them,Make a negative comment,Celebrate with them,MCQ,
FBB427,43,Ethical Decisions,You accidentally break something at home. What should you do?,Run away,Hide it,Tell the truth,Blame someone else,Tell the truth,MCQ,
FBB428,43,Ethical Decisions,You see an elderly person carrying heavy bags. What should you do?,Take their bags without asking,Laugh at them,Ignore them,Offer help,Offer help,MCQ,
FBB429,43,Ethical Decisions,Your friend is learning something slowly. What should you do?,Be patient and help,Give up on them,Stop talking,Make fun of them,Be patient and help,MCQ,
FBB430,43,Ethical Decisions,You disagree with your teacher. What should you do?,Shout,Ignore the teacher,Ask politely,Argue rudely,Ask politely,MCQ,
FBB431,44,Ethical Decisions,You see someone cleaning the classroom. What should you do?,Make more mess,Disturb them,Ignore them,Help keep it clean,Help keep it clean,MCQ,
FBB432,44,Ethical Decisions,Your friend forgets their lunch. What should you do?,Ignore them,Hide your food,Share if possible,Laugh at them,Share if possible,MCQ,
FBB433,44,Ethical Decisions,Someone apologizes to you. What should you do?,Accept their apology,Keep fighting,Ignore forever,Insult them,Accept their apology,MCQ,
FBB434,44,Ethical Decisions,You see someone being kind to others. What should you do?,Ignore completely,Make fun of them,"Say ""Good Job!""",Stop them,"Say ""Good Job!""",MCQ,
FBB435,44,Ethical Decisions,You make a promise to your friend. What should you do?,Forget it,Break it intentionally,Lie about it,Keep your promise,Keep your promise,MCQ,
FBB436,44,Ethical Decisions,Your friend is having difficulty carrying books. What should you do?,Walk away,Help carry some books,Hide their books,Laugh at them,Help carry some books,MCQ,
FBB437,44,Ethical Decisions,You see someone being left out of a game. What should you do?,Ignore them,Invite them to play,Make fun of them,Take the game away,Invite them to play,MCQ,
FBB438,44,Ethical Decisions,Your friend shares a good idea in class. What should you do?,Ignore them,Copy and take credit,Laugh at them,"Say ""Good idea!""","Say ""Good idea!""",MCQ,
FBB439,44,Ethical Decisions,You accidentally step on someone's foot. What should you do?,Say sorry,Blame them,Run away,Laugh,Say sorry,MCQ,
FBB440,44,Ethical Decisions,Your friend is nervous before a test. What should you do?,Ignore them,Encourage them,Scare them,Make jokes about them,Encourage them,MCQ,
FBB441,45,Ethical Decisions,You see someone throwing garbage on the ground. What should you do?,Politely tell them to use a bin,Laugh at them,Join them,Throw more garbage,Politely tell them to use a bin,MCQ,
FBB442,45,Ethical Decisions,Your classmate forgot their lunch money. What should you do?,Ignore them,Tell everyone,Make fun of them,Help if possible,Help if possible,MCQ,
FBB443,45,Ethical Decisions,Your friend is crying because they lost something. What should you do?,Laugh at them,Help them find it,Hide it,Ignore them,Help them find it,MCQ,
FBB444,45,Ethical Decisions,You borrow a toy from your friend. What should you do?,Return it carefully,Keep it forever,Break it,Lose it,Return it carefully,MCQ,
FBB445,45,Ethical Decisions,You see a younger child needing help. What should you do?,Ignore them,Take their things,Help them safely,Tease them,Help them safely,MCQ,
FBB446,45,Ethical Decisions,Your friend makes a mistake while playing. What should you do?,Laugh at them,Blame them,Stop playing forever,Encourage them,Encourage them,MCQ,
FBB447,45,Ethical Decisions,You notice someone is alone at school. What should you do?,Avoid them,Talk and include them,Ignore them,Make fun of them,Talk and include them,MCQ,
FBB448,45,Ethical Decisions,Your friend helps you with a problem. What should you do?,Ignore them,Make fun of them,Refuse politely,Thank them,Thank them,MCQ,
