id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
SCI238,Chemistry,Metals,Which metal is lightweight and used in aircraft?,Iron,Aluminum,Mercury,Lead,Aluminum
SCI239,Chemistry,Metals,Why are copper wires coated with plastic?,Add weight,Make magnetic,Provide insulation,Increase rust,Provide insulation
SCI240,Chemistry,Metals,Which metal reacts vigorously with water among these?,Copper,Sodium,Silver,Gold,Sodium
SCI241,Chemistry,Metals,Reactivity series compares metals by ____,price,color,weight only,how easily they react,how easily they react
SCI242,Chemistry,Metals,Which metal is less reactive and used in jewelry?,Sodium,Calcium,Gold,Potassium,Gold
SCI243,Chemistry,Metals,What gas is often released when some metals react with acid?,Hydrogen,Nitrogen,Carbon dioxide,Oxygen,Hydrogen
SCI244,Chemistry,Metals,Why is iron extracted using carbon in blast furnaces?,Carbon is acid,Carbon reduces ore,Carbon cools ore,Carbon paints iron,Carbon reduces ore
SCI245,Chemistry,Metals,Why are sacrificial zinc coatings useful on steel?,Protect steel from corrosion,Make it soft,Increase weight,Reduce shine,Protect steel from corrosion
SCI246,Chemistry,Mixtures,What is formed when two or more substances are mixed physically?,Element,Compound,Atom,Mixture,Mixture
SCI247,Chemistry,Mixtures,Which of these is a mixture?,Air,Distilled water,Pure gold,Oxygen,Air
SCI248,Chemistry,Mixtures,Which of these is a homogeneous mixture?,Salad,Oil and water,Sand and stones,Salt water,Salt water
SCI249,Chemistry,Mixtures,Which of these is a heterogeneous mixture?,Fruit salad,Vinegar,Sugar solution,Air,Fruit salad
SCI250,Chemistry,Mixtures,What happens to substances in a mixture?,They keep own properties,They lose identity,They vanish,They become atoms,They keep own properties
SCI251,Chemistry,Mixtures,Which method separates sand from water?,Filtration,Melting,Magnetism,Burning,Filtration
SCI252,Chemistry,Mixtures,Which method separates iron filings from sand?,Sieving,Evaporation,Magnet,Freezing,Magnet
SCI253,Chemistry,Mixtures,Which method separates rice from flour particles?,Condensation,Dissolving,Boiling,Sieving,Sieving
SCI254,Chemistry,Mixtures,Which liquid pair does not mix well?,Water and juice,Milk and water,Vinegar and water,Oil and water,Oil and water
SCI255,Chemistry,Mixtures,What is a solution?,Uniform mixture,Pure metal,Gas only,Solid only,Uniform mixture
SCI256,Chemistry,Mixtures,In salt water  salt is the ____,solvent,solute,filter,residue,solute
SCI257,Chemistry,Mixtures,In salt water  water is the ____,solute,residue,solvent,crystal,solvent
SCI258,Chemistry,Mixtures,What process can recover salt from seawater?,Sieving,Evaporation,Freezing,Magnetism,Evaporation
SCI259,Chemistry,Mixtures,What is sedimentation?,Water freezes,Solid settles at bottom,Gas rises fast,Salt melts,Solid settles at bottom
SCI260,Chemistry,Mixtures,What is decantation?,Pouring off clear liquid,Adding acid,Grinding powder,Heating metal,Pouring off clear liquid
SCI261,Chemistry,Mixtures,Why is air a mixture?,Many gases combined chemically,Many gases mixed physically,No particles,Only oxygen present,Many gases mixed physically
SCI262,Chemistry,Mixtures,Which method best separates colored ink components?,Filtration,Chromatography,Sieving,Magnetism,Chromatography
SCI263,Chemistry,Mixtures,What affects how fast sugar dissolves in water?,Only smell,Only color,Stirring and temperature,Nothing,Stirring and temperature
SCI264,Chemistry,Mixtures,Saturated solution means ____,all frozen,no solute present,maximum solute dissolved,only water remains,maximum solute dissolved
SCI265,Chemistry,Mixtures,What is suspension?,Solution with no particles,Metal alloy only,Mixture with particles that settle,Pure gas,Mixture with particles that settle
SCI266,Chemistry,Mixtures,An alloy is a mixture mainly of ____,metals,plastics,wood and water,acids only,metals
SCI267,Chemistry,Mixtures,Brass is mainly a mixture of copper and ____,iron,silver,zinc,lead,zinc
SCI268,Chemistry,Mixtures,Why is distillation useful?,Separates by boiling points,Adds color,Uses magnetism only,Creates compounds,Separates by boiling points
SCI269,Chemistry,Mixtures,What is residue after filtration?,New metal,Liquid passed through,Solid left on filter,Gas formed,Solid left on filter
SCI270,Chemistry,Mixtures,What is filtrate?,Solid on filter,Liquid collected after filtering,Smoke from mixture,Salt crystal,Liquid collected after filtering
SCI271,Chemistry,Random 1,What is everything around us made of?,Water,Air,Fire,Atoms,Atoms
SCI272,Chemistry,Random 1,What is the smallest unit of matter?,Molecule,Atom,Element,Cell,Atom
SCI273,Chemistry,Random 1,Which gas do humans breathe in to stay alive?,Hydrogen,Oxygen,Carbon dioxide,Nitrogen,Oxygen
SCI274,Chemistry,Random 1,What is the chemical symbol for gold?,Au,G,Ag,Go,Au
SCI275,Chemistry,Random 1,What do we call a substance made of only one kind of atom?,Mixture,Element,Solution,Compound,Element
SCI276,Chemistry,Random 1,What is the common name for sodium chloride?,Sugar,Baking soda,Salt,Vinegar,Salt
SCI277,Chemistry,Random 1,Which state of matter has a definite shape and volume?,Gas,Plasma,Liquid,Solid,Solid
SCI278,Chemistry,Random 1,What happens to water when it boils?,It becomes ice,It disappears,It becomes salt,It becomes steam,It becomes steam
SCI279,Chemistry,Random 1,What kind of change occurs when ice melts?,Permanent change,Physical change,Chemical change,Energy change,Physical change
SCI280,Chemistry,Random 1,What is the process of a solid turning into a liquid called?,Evaporation,Melting,Condensation,Freezing,Melting
SCI281,Chemistry,Random 1,Which part of an atom has a positive charge?,Proton,Electron,Neutron,Molecule,Proton
SCI282,Chemistry,Random 1,Which part of an atom moves around the nucleus?,Electrons,Neutrons,Molecules,Protons,Electrons
SCI283,Chemistry,Random 1,Which gas is used in balloons because it is lighter than air?,Helium,Hydrogen,Carbon dioxide,Oxygen,Helium
SCI284,Chemistry,Random 1,What happens when you mix vinegar and baking soda?,A chemical reaction with bubbles,It turns blue,Nothing,It freezes,A chemical reaction with bubbles
SCI285,Chemistry,Random 1,What do we call the air around us?,Mixture,Compound,Solution,Element,Mixture
SCI286,Chemistry,Random 1,What is the pH of pure water?,0,10,7,14,7
SCI287,Chemistry,Random 1,What is the main gas found in the air we breathe?,Oxygen,Carbon dioxide,Hydrogen,Nitrogen,Nitrogen
SCI288,Chemistry,Random 2,What is an element?,A liquid metal,A combination of two or more substances,A mixture of gases,A substance made of only one kind of atom,A substance made of only one kind of atom
SCI289,Chemistry,Random 2,Which of the following is an element?,Sugar,Salt,Water,Oxygen,Oxygen
SCI290,Chemistry,Random 2,What is a compound?,A solid element,A single type of atom,A mixture of metals,A substance made when two or more elements join together,A substance made when two or more elements join together
SCI291,Chemistry,Random 2,Which of these is a compound?,Carbon,Oxygen,Hydrogen,Water,Water
SCI292,Chemistry,Random 2,What is the chemical symbol for Hydrogen?,H,Hg,Hy,He,H
SCI293,Chemistry,Random 2,What is the chemical symbol for Sodium?,S,Sd,Na,So,Na
SCI294,Chemistry,Random 2,What is the chemical symbol for Iron?,In,I,Ir,Fe,Fe
SCI295,Chemistry,Random 2,What is the chemical symbol for Gold?,Go,G,Au,Ag,Au
SCI296,Chemistry,Random 2,What happens when hydrogen combines with oxygen?,Air is formed,Fire is formed,Carbon dioxide is formed,Water is formed,Water is formed
SCI297,Chemistry,Random 2,What is air made up of?,Only oxygen,A single gas,A mixture of several gases,One element,A mixture of several gases
SCI298,Chemistry,Random 2,Which of the following is a metal?,Carbon,Oxygen,Iron,Chlorine,Iron
SCI299,Chemistry,Random 2,Which of the following is a non-metal?,Silver,Gold,Copper,Sulfur,Sulfur
SCI300,Chemistry,Random 2,What is the chemical symbol for Carbon?,C,Ca,Cr,Co,C
SCI301,Chemistry,Random 2,What is formed when two or more elements chemically react together?,A compound,An element,A gas,A mixture,A compound
SCI302,Chemistry,Random 2,Which of the following is not a compound?,Iron (Fe),Water,Salt (NaCl),Carbon dioxide (COÃƒ¢Ã¢‚¬Å¡Ã¢‚¬Å¡),Iron (Fe)
SCI303,Chemistry,Random 2,What tool do scientists use to organize elements?,Microscope,Calculator,Chemistry book,Periodic Table,Periodic Table
SCI304,Chemistry,Water,What is the chemical formula of water?,CO2,NaCl,O2,H2O,H2O
SCI305,Chemistry,Water,What color is pure water usually?,Black,Green,Red,Colorless,Colorless
SCI306,Chemistry,Water,At what temperature does water freeze?,50°C,100°C,25°C,0°C,0°C
SCI307,Chemistry,Water,At what temperature does water boil at normal pressure?,100°C,0°C,10°C,200°C,100°C
SCI308,Chemistry,Water,Which state is water in rivers?,Solid,Not Applicable,Liquid,Gas,Liquid
SCI309,Chemistry,Water,Which state is water as ice?,Gas,Plasma,Solid,Liquid,Solid
SCI310,Chemistry,Water,Which state is water as steam?,Gas,Liquid,Metal,Solid,Gas
SCI311,Chemistry,Water,Which of these needs water to live?,Rock,Glass,Plastic,Plant,Plant
SCI312,Chemistry,Water,Rain is part of the ____,rock cycle,air pressure,water cycle,food chain,water cycle
SCI313,Chemistry,Water,Which water source is salty?,River,Sea,Pond,Lake,Sea
SCI314,Chemistry,Water,What process turns liquid water into vapor?,Melting,Filtration,Evaporation,Freezing,Evaporation
SCI315,Chemistry,Water,What process forms clouds from water vapor?,Burning,Freezing only,Boiling,Condensation,Condensation
SCI316,Chemistry,Water,What removes large dirt particles from water using cloth?,Filtering,Boiling,Freezing,Magnetism,Filtering
SCI317,Chemistry,Water,Why should drinking water be purified?,To freeze faster,To color it,To remove harmful germs/impurities,To make sound,To remove harmful germs/impurities
SCI318,Chemistry,Water,Which substance dissolves easily in water?,Wood,Salt,Sand,Stone,Salt
SCI319,Chemistry,Water,Which substance is insoluble in water?,Vinegar,Oil,Salt,Sugar,Oil
SCI320,Chemistry,Water,Groundwater is found ____,below the ground,in clouds,in fire,on the Moon,below the ground
SCI321,Chemistry,Water,What is precipitation?,Only fog,Any falling water from clouds,Only snow,Only steam,Any falling water from clouds
SCI322,Chemistry,Water,Why do we conserve water?,To stop gravity,Water is metal,It is unlimited,Fresh water is limited,Fresh water is limited
SCI323,Chemistry,Water,What is dew formed by?,Freezing rain,Boiling grass,Condensation on cool surfaces,Melting ice,Condensation on cool surfaces
SCI324,Chemistry,Water,Hard water often contains dissolved ____,paper gases,plastic dust,ink,minerals,minerals
SCI325,Chemistry,Water,Distillation can purify water by using ____,friction only,magnetism,boiling and condensation,freezing only,boiling and condensation
SCI326,Chemistry,Water,Why does oil float on water often?,Magnetic,Heavier than water,Hotter always,Less dense than water,Less dense than water
SCI327,Chemistry,Water,What pH is pure water approximately?,0,7,12,1,7
SCI328,Chemistry,Water,Water is called a universal solvent because it dissolves ____,many substances,everything,many substances only metals,nothing,Water
SCI329,Disease,Level 1,What kind of disease is caused by germs?,Injury,Allergy,Communicable disease,Non-communicable disease,Communicable disease
SCI330,Disease,Level 1,Which of these spreads from one person to another?,Cold,Toothache,Asthma,Diabetes,Cold
SCI331,Disease,Level 1,What tiny organisms cause diseases like flu and cold?,Rocks,Muscles,Germs,Bones,Germs
SCI332,Disease,Level 1,Which disease is spread by mosquitoes?,Chickenpox,Tooth decay,Measles,Malaria,Malaria
SCI333,Disease,Level 1,Which organ is affected by asthma?,Brain,Liver,Heart,Lungs,Lungs
SCI334,Disease,Level 1,Which disease is caused by eating too much sugar?,Allergy,Fever,Cold,Diabetes,Diabetes
SCI335,Disease,Level 1,Which vitamin helps prevent night blindness?,Vitamin C,Vitamin B,Vitamin D,Vitamin A,Vitamin A
SCI336,Disease,Level 1,Which disease is prevented by drinking clean water?,Fracture,Cancer,Diarrhea,Asthma,Diarrhea
SCI337,Disease,Level 1,Measles is caused by a:,Bacteria,Fungus,Worm,Virus,Virus
SCI338,Disease,Level 1,Which disease affects the teeth?,Dengue,Asthma,Tooth decay,Flu,Tooth decay
SCI339,Disease,Level 1,A disease that stays for a long time is called:,Chronic,Temporary,Quick,Acute,Chronic
SCI340,Disease,Level 1,Which disease is prevented by vaccines?,Injury,Measles,Cold,Allergy,Measles
SCI341,Disease,Level 1,What spreads diseases like cholera?,Dirty water,Running,Sunlight,Clean water,Dirty water
SCI342,Disease,Level 1,Which disease causes itchy red spots on the body?,Chickenpox,Asthma,Diabetes,Cancer,Chickenpox
SCI343,Disease,Level 1,A fever usually means:,Heart stops,Body is cold,Body temperature is high,The bones are broken,Body temperature is high
SCI344,Disease,Level 2,What should you wash to prevent diseases?,Hands,Books,Hair,Shoes,Hands
SCI345,Disease,Level 2,Which disease is spread by mosquitoes carrying dengue virus?,Dengue,Cold,Fever,Asthma,Dengue
SCI346,Disease,Level 2,Which organ is affected in jaundice?,Kidneys,Heart,Liver,Brain,Liver
SCI347,Disease,Level 2,Which disease is caused by lack of Vitamin C?,Rickets,Goiter,Scurvy,Anemia,Scurvy
SCI348,Disease,Level 2,What can protect us from many germs?,Salt,Paper,Soap,Shoes,Soap
SCI349,Disease,Level 2,Which disease makes it hard to breathe?,Dengue,Asthma,Fever,Diabetes,Asthma
SCI350,Disease,Level 2,What spreads when someone coughs without covering their mouth?,Toys,Germs,Food,Clothes,Germs
SCI351,Disease,Level 2,Which is NOT a communicable disease?,Malaria,Measles,Toothache,Cold,Toothache
SCI352,Disease,Level 2,What insect spreads dengue fever?,Housefly,Ant,Aedes mosquito,Bee,Aedes mosquito
SCI353,Disease,Level 2,Which healthy habit helps prevent diseases?,Not sleeping,Eating fruits and vegetables,Eating junk food,Skipping breakfast,Eating fruits and vegetables
SCI354,Disease,Level 2,Which of these is a non-communicable disease?,Flu,Measles,Chickenpox,Asthma,Asthma
SCI355,Disease,Level 2,Which disease is caused by lack of Vitamin D?,Typhoid,Scurvy,Rickets,Malaria,Rickets
SCI356,Disease,Level 2,What type of organism causes athlete's foot?,Bacteria,Insect,Fungus,Virus,Fungus
SCI357,Disease,Level 2,Which disease affects the brain?,Meningitis,Diarrhea,Jaundice,Tooth decay,Meningitis
SCI358,Disease,Level 2,Which disease is caused by mosquitoes that spread malaria?,Aedes mosquito,Housefly,Wasp,Anopheles mosquito,Anopheles mosquito
SCI359,Disease,Level 3,Which disease affects the throat and causes difficulty swallowing?,Malaria,Typhoid,Fever,Mumps,Mumps
SCI360,Disease,Level 3,Which disease causes swelling of the neck?,Asthma,Goiter,Dengue,Flu,Goiter
SCI361,Disease,Level 3,Which disease affects the heart and blood vessels?,Chickenpox,Measles,Malaria,Heart disease,Heart disease
SCI362,Disease,Level 3,Which disease is caused by bacteria in dirty food or water?,Tuberculosis,Asthma,Diabetes,Typhoid,Typhoid
SCI363,Disease,Level 3,What type of disease is cancer?,Communicable,Parasitic,Fungal,Non-communicable,Non-communicable
SCI364,Disease,Level 3,What causes tooth decay?,Too much sugary food,Too much fruit,Too much milk,Not drinking water,Too much sugary food
SCI365,Disease,Level 3,Which disease causes tiredness because the blood has low iron?,Jaundice,Flu,Anemia,Dengue,Anemia
SCI366,Disease,Level 3,Which disease often causes red rashes that spread over the body?,Diabetes,Fever,Asthma,Measles,Measles
SCI367,Disease,Level 3,Which disease can be prevented by wearing a mask?,Leukemia,Cold,Diabetes,Asthma,Cold
SCI368,Disease,Level 3,Which disease is caused by a virus that affects the liver?,Asthma,Goiter,Hepatitis,Rickets,Hepatitis
SCI369,Disease,Level 3,Which disease is spread by contaminated food?,Asthma,Food poisoning,Diabetes,Toothache,Food poisoning
SCI370,Disease,Level 3,What symptom is common in almost all infectious diseases?,Dry skin,Long nails,Hair fall,Fever,Fever
SCI371,Disease,Level 3,Which disease affects the lungs and causes coughing?,Malaria,Diabetes,Tuberculosis,Rickets,Tuberculosis
SCI372,Disease,Level 3,Which disease is caused by lack of Vitamin B?,Malaria,Beriberi,Rickets,Scurvy,Beriberi
SCI373,Disease,Level 3,What do we call a disease that spreads very quickly?,Rush disease,Normal disease,Epidemic,Slow disease,Epidemic
SCI374,Disease,Level 3,Which disease damages nerves and causes muscle weakness?,Typhoid,Polio,Scurvy,Dengue,Polio
SCI375,Disease,Level 3,Which disease spreads when people don't wash their hands?,Asthma,Toothache,Cholera,Flu,Cholera
SCI376,Disease,Level 3,Which disease is caused by drinking unclean water?,Asthma,Migraine,Cholera,Cancer,Cholera
SCI377,Disease,Level 3,Which disease is prevented by the BCG vaccine?,Malaria,Flu,Tuberculosis (TB),Dengue,Tuberculosis (TB)
SCI378,Disease,Level 3,Which disease is caused by lack of iodine?,Diabetes,Fever,Malaria,Goiter,Goiter
SCI379,Geography,Deserts & Climate Zones,What is the largest desert in the world?,Antarctic,Gobi,Sahara,Kalahari,Antarctic
SCI380,Geography,Deserts & Climate Zones,Which is the largest hot desert?,Atacama,Sahara,Gobi,Kalahari,Sahara
SCI381,Geography,Deserts & Climate Zones,Which desert is in China and Mongolia?,Sahara,Kalahari,Atacama,Gobi,Gobi
SCI382,Geography,Deserts & Climate Zones,Which desert is in southern Africa?,Sahara,Gobi,Kalahari,Atacama,Kalahari
SCI383,Geography,Deserts & Climate Zones,Which desert is in South America?,Sahara,Gobi,Kalahari,Atacama,Atacama
SCI384,Geography,Deserts & Climate Zones,Which desert is in Australia?,Atacama,Sahara,Gobi,Great Victoria,Great Victoria
SCI385,Geography,Deserts & Climate Zones,Which desert covers most of northern Africa?,Kalahari,Sahara,Gobi,Atacama,Sahara
SCI386,Geography,Deserts & Climate Zones,Which desert is the coldest?,Antarctic,Atacama,Gobi,Sahara,Antarctic
SCI387,Geography,Deserts & Climate Zones,Which desert is the driest?,Sahara,Kalahari,Gobi,Atacama,Atacama
SCI388,Geography,Deserts & Climate Zones,Which desert is in the USA?,Gobi,Atacama,Mojave,Sahara,Mojave
SCI389,Geography,Deserts & Climate Zones,What is a desert?,Rainy area,Mountain,Dry area,Forest,Dry area
SCI390,Geography,Deserts & Climate Zones,What is the main cause of deserts?,Earthquakes,Volcanoes,Too much rain,Lack of rainfall,Lack of rainfall
SCI391,Geography,Deserts & Climate Zones,What is the climate zone near the equator?,Desert,Temperate,Tropical,Polar,Tropical
SCI392,Geography,Deserts & Climate Zones,What is the climate zone near the poles?,Tropical,Temperate,Desert,Polar,Polar
SCI393,Geography,Deserts & Climate Zones,What is the climate zone between tropics and poles?,Tropical,Temperate,Desert,Polar,Temperate
SCI394,Geography,Deserts & Climate Zones,What is the tundra climate?,Warm & rainy,Hot & wet,Cold & dry,Desert,Cold & dry
SCI395,Geography,Deserts & Climate Zones,What is the savanna climate?,Desert,Forest,Polar,Grassland,Grassland
SCI396,Geography,Deserts & Climate Zones,What is the Mediterranean climate?,Desert,Cold wet winters,Both,Hot dry summers,Both
SCI397,Geography,Deserts & Climate Zones,What is the monsoon climate?,Seasonal rains,Desert,Cold,Dry all year,Seasonal rains
SCI398,Geography,Deserts & Climate Zones,What is the rainforest climate?,Polar,Hot & wet,Cold & dry,Desert,Hot & wet
SCI399,Geography,Deserts & Climate Zones,Which desert has the highest sand dunes?,Namib,Atacama,Gobi,Sahara,Namib
SCI400,Geography,Deserts & Climate Zones,Which desert is expanding due to climate change?,Sahara,Mojave,Gobi,Atacama,Sahara
SCI401,Geography,Deserts & Climate Zones,Which desert is known as the Ãƒ¢Ã¢€š¬Ã…€œRoof of the WorldÃƒ¢Ã¢€š¬Ã‚?,Tibetan Plateau,Atacama,Gobi,Sahara,Tibetan Plateau
SCI402,Geography,Deserts & Climate Zones,Which desert is famous for its salt flats?,Atacama,Gobi,Sahara,Mojave,Atacama
SCI403,Geography,Deserts & Climate Zones,Which desert is home to camels?,Sahara,Kalahari,All of these,Gobi,All of these
SCI404,Geography,Landmarks,Which landmark is in Paris?,Statue of Liberty,Eiffel Tower,Colosseum,Big Ben,Eiffel Tower
SCI405,Geography,Landmarks,Which landmark is in New York?,Sydney Opera House,Eiffel Tower,Taj Mahal,Statue of Liberty,Statue of Liberty
SCI406,Geography,Landmarks,Which landmark is in India?,Colosseum,Eiffel Tower,Taj Mahal,Big Ben,Taj Mahal
SCI407,Geography,Landmarks,Which landmark is in Rome?,Colosseum,Statue of Liberty,Sydney Opera House,Eiffel Tower,Colosseum
SCI408,Geography,Landmarks,Which landmark is in London?,Eiffel Tower,Taj Mahal,Colosseum,Big Ben,Big Ben
SCI409,Geography,Landmarks,Which landmark is in Sydney?,Eiffel Tower,Opera House,Statue of Liberty,Colosseum,Opera House
SCI410,Geography,Landmarks,Which landmark is in Egypt?,Big Ben,Pyramids of Giza,Eiffel Tower,Taj Mahal,Pyramids of Giza
SCI411,Geography,Landmarks,Which landmark is in China?,Great Wall,Statue of Liberty,Colosseum,Eiffel Tower,Great Wall
SCI412,Geography,Landmarks,Which landmark is in Brazil?,Christ the Redeemer,Eiffel Tower,Big Ben,Taj Mahal,Christ the Redeemer
SCI413,Geography,Landmarks,Which landmark is in Moscow?,Colosseum,Eiffel Tower,Statue of Liberty,Kremlin,Kremlin
SCI414,Geography,Landmarks,Which landmark is in Washington D.C.?,Taj Mahal,Eiffel Tower,White House,Colosseum,White House
SCI415,Geography,Landmarks,Which landmark is in Istanbul?,Colosseum,Statue of Liberty,Eiffel Tower,Hagia Sophia,Hagia Sophia
SCI416,Geography,Landmarks,Which landmark is in Athens?,Taj Mahal,Big Ben,Parthenon,Eiffel Tower,Parthenon
SCI417,Geography,Landmarks,Which landmark is in Cambodia?,Colosseum,Angkor Wat,Eiffel Tower,Statue of Liberty,Angkor Wat
SCI418,Geography,Landmarks,Which landmark is in Peru?,Big Ben,Eiffel Tower,Taj Mahal,Machu Picchu,Machu Picchu
SCI419,Geography,Landmarks,Which landmark is in Jordan?,Statue of Liberty,Eiffel Tower,Colosseum,Petra,Petra
SCI420,Geography,Landmarks,Which landmark is in San Francisco?,Golden Gate Bridge,Colosseum,Eiffel Tower,Taj Mahal,Golden Gate Bridge
SCI421,Geography,Landmarks,Which landmark is in Dubai?,Statue of Liberty,Colosseum,Burj Khalifa,Eiffel Tower,Burj Khalifa
SCI422,Geography,Landmarks,Which landmark is in Berlin?,Eiffel Tower,Taj Mahal,Brandenburg Gate,Big Ben,Brandenburg Gate
SCI423,Geography,Landmarks,Which landmark is in Mexico?,Eiffel Tower,Colosseum,Statue of Liberty,Chichen Itza,Chichen Itza
SCI424,Geography,Landmarks,Which landmark is in Japan?,Mount Fuji,Big Ben,Eiffel Tower,Taj Mahal,Mount Fuji
SCI425,Geography,Landmarks,Which landmark is in Canada?,Eiffel Tower,CN Tower,Colosseum,Statue of Liberty,CN Tower
SCI426,Geography,Landmarks,Which landmark is in Singapore?,Big Ben,Eiffel Tower,Marina Bay Sands,Taj Mahal,Marina Bay Sands
SCI427,Geography,Landmarks,Which landmark is in South Africa?,Table Mountain,Eiffel Tower,Statue of Liberty,Colosseum,Table Mountain
SCI428,Geography,Landmarks,Which landmark is in Iceland?,Big Ben,Blue Lagoon,Taj Mahal,Eiffel Tower,Blue Lagoon
SCI429,Geography,Mountains & Volcanoes,What is the tallest mountain in the world?,Everest,K2,Denali,Kilimanjaro,Everest
SCI430,Geography,Mountains & Volcanoes,Where is Mount Everest located?,China,India,Bhutan,Nepal,Nepal
SCI431,Geography,Mountains & Volcanoes,Which mountain range is Everest part of?,Himalayas,Alps,Rockies,Andes,Himalayas
SCI432,Geography,Mountains & Volcanoes,What is the highest mountain in Africa?,Elbrus,Everest,Denali,Kilimanjaro,Kilimanjaro
SCI433,Geography,Mountains & Volcanoes,Which mountain range is in South America?,Alps,Andes,Rockies,Himalayas,Andes
SCI434,Geography,Mountains & Volcanoes,What is the highest mountain in North America?,Everest,Denali,Elbrus,Kilimanjaro,Denali
SCI435,Geography,Mountains & Volcanoes,Which mountain range is in Europe?,Himalayas,Andes,Rockies,Alps,Alps
SCI436,Geography,Mountains & Volcanoes,What is the highest mountain in Japan?,Denali,Kilimanjaro,Everest,Fuji,Fuji
SCI437,Geography,Mountains & Volcanoes,Which mountain range runs through the USA?,Andes,Himalayas,Rockies,Alps,Rockies
SCI438,Geography,Mountains & Volcanoes,What is the highest mountain in Australia?,Everest,Kosciuszko,Kilimanjaro,Denali,Kosciuszko
SCI439,Geography,Mountains & Volcanoes,What causes volcanoes to erupt?,Earth's tilt,Rain,Magma pressure,Wind,Magma pressure
SCI440,Geography,Mountains & Volcanoes,What is molten rock inside Earth called?,Ash,Lava,Dust,Magma,Magma
SCI441,Geography,Mountains & Volcanoes,What is molten rock outside Earth called?,Dust,Magma,Lava,Ash,Lava
SCI442,Geography,Mountains & Volcanoes,Which volcano destroyed Pompeii?,Etna,Fuji,Krakatoa,Vesuvius,Vesuvius
SCI443,Geography,Mountains & Volcanoes,Which is the largest volcano on Earth?,Fuji,Vesuvius,Etna,Mauna Loa,Mauna Loa
SCI444,Geography,Mountains & Volcanoes,Which volcano is in Japan?,Vesuvius,Mauna Loa,Fuji,Etna,Fuji
SCI445,Geography,Mountains & Volcanoes,Which volcano erupted in 1883?,Vesuvius,Krakatoa,Etna,Fuji,Krakatoa
SCI446,Geography,Mountains & Volcanoes,What is a dormant volcano?,Sleeping,Erupting,Active,Extinct,Sleeping
SCI447,Geography,Mountains & Volcanoes,What is an extinct volcano?,Sleeping,Active,Erupting,Dead,Dead
SCI448,Geography,Mountains & Volcanoes,What is the Ring of Fire?,Desert,Mountain range,Ocean,Volcano zone,Volcano zone
SCI449,Geography,Mountains & Volcanoes,Which tectonic plates form the Himalayas?,Pacific & North American,Indian & Eurasian,African & Eurasian,South American & Nazca,Indian & Eurasian
SCI450,Geography,Mountains & Volcanoes,What is the second highest mountain in the world?,Everest,Kilimanjaro,K2,Denali,K2
SCI451,Geography,Mountains & Volcanoes,Which mountain range is the longest?,Himalayas,Alps,Rockies,Andes,Andes
SCI452,Geography,Mountains & Volcanoes,Which volcano is the most active in Europe?,Fuji,Etna,Vesuvius,Krakatoa,Etna
SCI453,Geography,Mountains & Volcanoes,What is tectonics?,Rain,Plate movement,Wind,Star movement,Plate movement
SCI454,Geography,Natural Resources & Landforms,What is coal classified as?,Non-renewable,Wind,Solar,Renewable,Non-renewable
SCI455,Geography,Natural Resources & Landforms,Which resource is used to make electricity?,Oil,All of these,Gas,Coal,All of these
SCI456,Geography,Natural Resources & Landforms,Which is a renewable resource?,Gas,Sunlight,Coal,Oil,Sunlight
SCI457,Geography,Natural Resources & Landforms,Which is the hardest natural mineral?,Diamond,Gold,Iron,Silver,Diamond
SCI458,Geography,Natural Resources & Landforms,Which is the largest source of freshwater?,Rain,Lakes,Glaciers,Rivers,Glaciers
SCI459,Geography,Natural Resources & Landforms,Which landform is the highest?,Plateau,Mountain,Valley,Plain,Mountain
SCI460,Geography,Natural Resources & Landforms,Which landform is flat and wide?,Plain,Mountain,Plateau,Valley,Plain
SCI461,Geography,Natural Resources & Landforms,Which landform is raised flat land?,Plain,Valley,Mountain,Plateau,Plateau
SCI462,Geography,Natural Resources & Landforms,Which landform is low between hills?,Plain,Valley,Plateau,Mountain,Valley
SCI463,Geography,Natural Resources & Landforms,Which landform is surrounded by water?,Island,Mountain,Plateau,Plain,Island
SCI464,Geography,Natural Resources & Landforms,Which country has the largest oil reserves?,USA,Russia,China,Saudi Arabia,Saudi Arabia
SCI465,Geography,Natural Resources & Landforms,Which country is the largest coal producer?,China,Russia,USA,India,China
SCI466,Geography,Natural Resources & Landforms,Which country is the largest gold producer?,South Africa,USA,India,Russia,South Africa
SCI467,Geography,Natural Resources & Landforms,Which country is the largest diamond producer?,USA,Russia,Botswana,India,Botswana
SCI468,Geography,Natural Resources & Landforms,Which country is the largest natural gas producer?,Russia,Iran,Qatar,USA,USA
SCI469,Geography,Natural Resources & Landforms,What is deforestation?,Planting trees,Mining,Growing crops,Cutting trees,Cutting trees
SCI470,Geography,Natural Resources & Landforms,What is afforestation?,Farming,Cutting trees,Mining,Planting trees,Planting trees
SCI471,Geography,Natural Resources & Landforms,What is soil erosion?,Loss of soil,Planting,Gain of soil,Mining,Loss of soil
SCI472,Geography,Natural Resources & Landforms,What is a glacier?,River,Mountain,Ice mass,Valley,Ice mass
SCI473,Geography,Natural Resources & Landforms,What is a canyon?,Deep valley,Plain,Mountain,Plateau,Deep valley
SCI474,Geography,Natural Resources & Landforms,Which landform is formed by rivers?,Mountain,Delta,Plateau,Plain,Delta
