Id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
ENG254,Part of Speech,Verb_1,We _____ to the zoo last Sunday. (Verb),drank,sang,walked,repaired,walked
ENG255,Part of Speech,Verb_1,He _____ a glass of water after running. (Verb),kicked,watched,closed,drank,drank
ENG256,Part of Speech,Verb_1,The baby _____ loudly at night. (Verb),fixed,cried,jumped,built,cried
ENG257,Part of Speech,Verb_1,My father _____ a new car last year. (Verb),bought,climbed,threw,painted,bought
ENG258,Part of Speech,Verb_1,The teacher _____ the lesson clearly. (Verb),chased,explained,washed,borrowed,explained
ENG259,Part of Speech,Verb_1,I _____ my friend at the market yesterday. (Verb),met,pushed,cleaned,opened,met
ENG260,Part of Speech,Verb_1,She _____ the flowers every morning. (Verb),breaks,tears,cuts,waters,waters
ENG261,Part of Speech,Verb_1,The dog _____ after the cat. (Verb),smiled,cooked,ran,slept,ran
ENG262,Part of Speech,Verb_1,We _____ a movie together last night. (Verb),repaired,planted,watched,mixed,watched
ENG263,Part of Speech,Verb_1,He _____ the door carefully. (Verb),kicked,opened,climbed,folded,opened
ENG264,Part of Speech,Verb_1,They _____ the classroom before leaving. (Verb),borrowed,chased,cleaned,painted,cleaned
ENG265,Part of Speech,Verb_1,I _____ my keys on the table. (Verb),shouted,drew,climbed,kept,kept
ENG266,Part of Speech,Verb_1,The boys _____ in the river during summer. (Verb),built,fixed,carried,swam,swam
ENG267,Part of Speech,Verb_1,She _____ a beautiful song at the event. (Verb),jumped,washed,sang,pushed,sang
ENG268,Part of Speech,Verb_1,We _____ our grandparents during Eid vacation. (Verb),borrowed,visited,painted,repaired,visited
ENG269,Part of Speech,Verb_1,He _____ the heavy box upstairs. (Verb),slept,smiled,carried,floated,carried
ENG270,Part of Speech,Verb_1,The students _____ quietly in the library. (Verb),studied,climbed,shouted,chased,studied
ENG271,Part of Speech,Verb_1,I _____ an interesting storybook yesterday. (Verb),read,opened,repaired,pushed,read
ENG272,Part of Speech,Verb_1,Mother _____ delicious biryani for lunch. (Verb),cooked,climbed,washed,chased,cooked
ENG273,Part of Speech,Verb_1,The bird _____ high in the sky. (Verb),flew,crawled,folded,repaired,flew
ENG274,Part of Speech,Verb_1,We _____ the match with great excitement. (Verb),enjoyed,mixed,planted,borrowed,enjoyed
ENG275,Part of Speech,Verb_1,He _____ his bicycle very fast. (Verb),rode,slept,smiled,painted,rode
ENG276,Part of Speech,Verb_2,The children _____ happily in the playground. (Verb),painted,laughed,repaired,folded,laughed
ENG277,Part of Speech,Verb_2,I _____ my old teacher at the shopping mall. (Verb),cooked,saw,planted,climbed,saw
ENG278,Part of Speech,Verb_2,She _____ the answer correctly in class. (Verb),answered,washed,floated,borrowed,answered
ENG279,Part of Speech,Verb_2,They _____ trees beside the road last year. (Verb),planted,repaired,pushed,shouted,planted
ENG280,Part of Speech,Verb_2,He _____ his hands before eating. (Verb),carried,mixed,washed,kicked,washed
ENG281,Part of Speech,Verb_2,We _____ tea together in the evening. (Verb),drank,painted,climbed,fixed,drank
ENG282,Part of Speech,Verb_2,The cat _____ under the table quietly. (Verb),borrowed,slept,repaired,opened,slept
ENG283,Part of Speech,Verb_2,She _____ a letter to her cousin yesterday. (Verb),wrote,folded,pushed,climbed,wrote
ENG284,Part of Speech,Verb_2,The boy _____ the ball very hard. (Verb),washed,planted,repaired,kicked,kicked
ENG285,Part of Speech,Verb_2,I _____ my bag near the window. (Verb),mixed,placed,floated,chased,placed
ENG286,Part of Speech,Verb_2,They _____ the problem very quickly. (Verb),climbed,painted,solved,shouted,solved
ENG287,Part of Speech,Verb_2,He _____ his little sister to school. (Verb),borrowed,repaired,accompanied,folded,accompanied
ENG288,Part of Speech,Verb_2,The farmer _____ rice in the field. (Verb),washes,fixes,climbs,grows,grows
ENG289,Part of Speech,Verb_2,We _____ the picnic very much. (Verb),carried,planted,pushed,enjoyed,enjoyed
ENG290,Part of Speech,Verb_2,She _____ the candle with a match. (Verb),borrowed,floated,painted,lit,lit
ENG291,Part of Speech,Verb_2,The students _____ the national anthem together. (Verb),repaired,sang,folded,chased,sang
ENG292,Part of Speech,Verb_2,I _____ the window because it was hot. (Verb),opened,planted,climbed,mixed,opened
ENG293,Part of Speech,Verb_2,He _____ all the questions in the exam. (Verb),floated,attempted,repaired,shouted,attempted
ENG294,Part of Speech,Verb_2,The girls _____ colorful pictures in art class. (Verb),borrowed,climbed,drew,fixed,drew
ENG295,Part of Speech,Verb_2,We _____ our lunch under the big tree. (Verb),ate,painted,folded,repaired,ate
ENG296,Part of Speech,Verb_2,She _____ the baby gently to sleep. (Verb),chased,washed,rocked,planted,rocked
ENG297,Part of Speech,Verb_2,The train _____ at the station on time. (Verb),floated,arrived,repaired,climbed,arrived
ENG298,Part of Speech,Verb_2,I _____ my phone charger from my friend. (Verb),borrowed,painted,kicked,mixed,borrowed
ENG299,Part of Speech,Verb_2,They _____ the floor after the party. (Verb),folded,shouted,climbed,swept,swept
ENG300,Part of Speech,Verb_2,He _____ the truth without fear. (Verb),spoke,floated,repaired,planted,spoke
ENG301,Part of Speech,Verb_3,The doctor treats patients with proper care. Choose the correct verb.,doctor,patients,proper,treats,treats
ENG302,Part of Speech,Verb_3,My brother plays cricket every afternoon. Choose the correct verb.,afternoon,brother,cricket,plays,plays
ENG303,Part of Speech,Verb_3,The teacher explains the lesson clearly. Choose the correct verb.,clearly,teacher,lesson,explains,explains
ENG304,Part of Speech,Verb_3,Birds fly in the blue sky. Choose the correct verb.,fly,sky,blue,birds,fly
ENG305,Part of Speech,Verb_3,The baby cries loudly at night. Choose the correct verb.,cries,night,loudly,baby,cries
ENG306,Part of Speech,Verb_3,Mother cooks delicious food for us. Choose the correct verb.,delicious,food,mother,cooks,cooks
ENG307,Part of Speech,Verb_3,The boy opened the window quickly. Choose the correct verb.,window,boy,quickly,opened,opened
ENG308,Part of Speech,Verb_3,Farmers grow rice in the village. Choose the correct verb.,rice,farmers,grow,village,grow
ENG309,Part of Speech,Verb_3,She writes beautiful stories in her notebook. Choose the correct verb.,notebook,stories,writes,beautiful,writes
ENG310,Part of Speech,Verb_3,The dog chased the cat yesterday. Choose the correct verb.,cat,yesterday,dog,chased,chased
ENG311,Part of Speech,Verb_3,We watched a movie last night. Choose the correct verb.,night,movie,watched,last,watched
ENG312,Part of Speech,Verb_3,The student answered the question correctly. Choose the correct verb.,student,question,correctly,answered,answered
ENG313,Part of Speech,Verb_3,Father drives carefully on busy roads. Choose the correct verb.,father,busy,drives,roads,drives
ENG314,Part of Speech,Verb_3,The children laughed at the funny clown. Choose the correct verb.,children,funny,laughed,clown,laughed
ENG315,Part of Speech,Verb_3,My friend borrowed my pencil yesterday. Choose the correct verb.,pencil,friend,yesterday,borrowed,borrowed
ENG316,Part of Speech,Verb_3,The train arrived at the station late. Choose the correct verb.,arrived,late,station,train,arrived
ENG317,Part of Speech,Verb_3,The girls danced beautifully on the stage. Choose the correct verb.,stage,girls,beautifully,danced,danced
ENG318,Part of Speech,Verb_3,He repaired the broken chair himself. Choose the correct verb.,broken,repaired,himself,chair,repaired
ENG319,Part of Speech,Verb_3,The cat slept under the table quietly. Choose the correct verb.,cat,table,slept,quietly,slept
ENG320,Part of Speech,Verb_3,Students study hard before exams. Choose the correct verb.,exams,students,hard,study,study
ENG321,Part of Speech,Verb_3,The bird built a nest in the tree. Choose the correct verb.,bird,nest,built,tree,built
ENG322,Part of Speech,Verb_3,My uncle bought a new bicycle yesterday. Choose the correct verb.,yesterday,bicycle,uncle,bought,bought
ENG323,Part of Speech,Verb_3,The chef prepared tasty soup for dinner. Choose the correct verb.,chef,tasty,prepared,dinner,prepared
ENG324,Part of Speech,Verb_3,The players practiced regularly before the match. Choose the correct verb.,regularly,players,match,practiced,practiced
ENG325,Part of Speech,Verb_3,She carried the heavy bag upstairs. Choose the correct verb.,bag,carried,upstairs,heavy,carried
ENG326,Part of Speech,Verb_4,The mechanic fixed the car carefully. Choose the correct verb.,car,fixed,mechanic,carefully,fixed
ENG327,Part of Speech,Verb_4,The baby smiled at her mother happily. Choose the correct verb.,smiled,baby,happily,mother,smiled
ENG328,Part of Speech,Verb_4,The boys climbed the tall tree quickly. Choose the correct verb.,tree,climbed,boys,tall,climbed
ENG329,Part of Speech,Verb_4,My sister painted a beautiful picture yesterday. Choose the correct verb.,beautiful,picture,sister,painted,painted
ENG330,Part of Speech,Verb_4,The teacher checked our homework in class. Choose the correct verb.,class,teacher,checked,homework,checked
ENG331,Part of Speech,Verb_4,The lion roared loudly in the jungle. Choose the correct verb.,roared,jungle,loudly,lion,roared
ENG332,Part of Speech,Verb_4,The students listened to the story carefully. Choose the correct verb.,listened,carefully,students,story,listened
ENG333,Part of Speech,Verb_4,Father cleaned the garage on Sunday. Choose the correct verb.,cleaned,father,garage,Sunday,cleaned
ENG334,Part of Speech,Verb_4,The fisherman caught a big fish today. Choose the correct verb.,fish,caught,fisherman,big,caught
ENG335,Part of Speech,Verb_4,My cousin visited us during the holidays. Choose the correct verb. Choose the correct verb.,holidays,visited,cousin,us,visited
ENG336,Part of Speech,Verb_4,The child dropped the glass accidentally. Choose the correct verb.,accidentally,child,glass,dropped,dropped
ENG337,Part of Speech,Verb_4,The birds chirped sweetly in the morning. Choose the correct verb.,birds,morning,sweetly,chirped,chirped
ENG338,Part of Speech,Verb_4,The shopkeeper counted the money twice. Choose the correct verb.,shopkeeper,counted,twice,money,counted
ENG339,Part of Speech,Verb_4,The players celebrated their victory joyfully. Choose the correct verb.,players,joyfully,celebrated,victory,celebrated
ENG340,Part of Speech,Verb_4,My grandfather told interesting stories at night. Choose the correct verb.,grandfather,stories,night,told,told
ENG341,Part of Speech,Verb_4,The girl folded her clothes neatly. Choose the correct verb.,clothes,folded,neatly,girl,folded
ENG342,Part of Speech,Verb_4,The driver stopped the bus near the market. Choose the correct verb.,driver,bus,stopped,market,stopped
ENG343,Part of Speech,Verb_4,The students copied the notes from the board. Choose the correct verb.,notes,copied,board,students,copied
ENG344,Part of Speech,Verb_4,The waiter served food to the guests politely. Choose the correct verb.,guests,politely,served,waiter,served
ENG345,Part of Speech,Verb_4,The boy threw the ball over the fence. Choose the correct verb.,ball,fence,threw,boy,threw
ENG346,Part of Speech,Verb_4,My aunt baked a cake for my birthday. Choose the correct verb.,cake,aunt,birthday,baked,baked
ENG347,Part of Speech,Verb_4,The policeman controlled the traffic efficiently. Choose the correct verb.,controlled,traffic,policeman,efficiently,controlled
ENG348,Part of Speech,Verb_4,The artist sketched the scenery beautifully. Choose the correct verb.,beautifully,scenery,sketched,artist,sketched
ENG349,Part of Speech,Verb_4,The little girl hugged her teddy bear tightly. Choose the correct verb.,girl,teddy bear,tightly,hugged,hugged
ENG350,Part of Speech,Verb_4,The students completed the project before deadline. Choose the correct verb.,completed,project,deadline,students,completed
ENG351,Part of Speech,Adverb_1,Which word is an Adverb?,quickly,beautiful,cat,run,quickly
ENG352,Part of Speech,Adverb_1,Which word is an Adverb?,blue,jump,school,slowly,slowly
ENG353,Part of Speech,Adverb_1,Which word is an Adverb?,loudly,happy,book,sing,loudly
ENG354,Part of Speech,Adverb_1,Which word is an Adverb?,kindly,carefully,teacher,write,carefully
ENG355,Part of Speech,Adverb_1,Which word is an Adverb?,play,car,neatly,green,neatly
ENG356,Part of Speech,Adverb_1,The boy ran _________. (Adverb),happy,cat,quickly,quick,quickly
ENG357,Part of Speech,Adverb_1,She spoke _________ in the library. (Adverb),carefully,loud,slowly,book,carefully
ENG358,Part of Speech,Adverb_1,The students listened _________ to the teacher. (Adverb),kind,careful,carefully,teacher,carefully
ENG359,Part of Speech,Adverb_1,The baby slept _________. (Adverb),sleep,peacefully,bed,peaceful,peacefully
ENG360,Part of Speech,Adverb_1,He wrote his homework _________. (Adverb),school,neat,neatly,book,neatly
ENG361,Part of Speech,Adverb_1,"Pick out the Adverb: ""The bird flew quickly.""",the,flew,quickly,bird,quickly
ENG362,Part of Speech,Adverb_1,"Pick out the Adverb: ""She sang beautifully.""",she,sang,beautifully,song,beautifully
ENG363,Part of Speech,Adverb_1,"Pick out the Adverb: ""The dog barked loudly.""",barked,loudly,the,dog,loudly
ENG364,Part of Speech,Adverb_1,"Pick out the Adverb: ""They worked happily.""",worked,happily,work,they,happily
ENG365,Part of Speech,Adverb_1,"Pick out the Adverb: ""He answered politely.""",politely,answer,he,answered,politely
ENG366,Part of Speech,Adverb_1,An adverb tells us _________ an action happens.,when,what,where,how,how
ENG367,Part of Speech,Adverb_1,Which word tells how the action is done?,teacher,cat,quickly,run,quickly
ENG368,Part of Speech,Adverb_1,The rabbit hopped _________. (Adverb),quick,car,quickly,happy,quickly
ENG369,Part of Speech,Adverb_1,The children played _________ in the park. (Adverb),happy,happily,park,game,happily
ENG370,Part of Speech,Adverb_1,She completed the puzzle _________. (Adverb),easily,puzzle,easy,book,easily
ENG371,Part of Speech,Adverb_1,Which word is NOT an Adverb?,neatly,carefully,slowly,beautiful,beautiful
ENG372,Part of Speech,Adverb_1,Which word is NOT an Adverb?,happily,run,quickly,loudly,run
ENG373,Part of Speech,Adverb_1,The turtle walked _________. (Adverb),slow,slowly,turtle,green,slowly
ENG374,Part of Speech,Adverb_1,The girl smiled _________. (Adverb),sweet,sweetly,kind,girl,sweetly
ENG375,Part of Speech,Adverb_1,An adverb often describes a _________. (Adverb),noun,pronoun,verb,conjunction,verb
ENG376,Part of Speech,Adverb_2,Which word is an Adverb?,quietly,happy,book,run,quietly
ENG377,Part of Speech,Adverb_2,Which word is an Adverb?,blue,school,jump,bravely,bravely
ENG378,Part of Speech,Adverb_2,Which word is an Adverb?,green,play,safely,cat,safely
ENG379,Part of Speech,Adverb_2,Which word is an Adverb?,write,eagerly,teacher,kind,eagerly
ENG380,Part of Speech,Adverb_2,Which word is an Adverb?,car,red,gently,sing,gently
ENG381,Part of Speech,Adverb_2,The baby cried _________. (Adverb),loud,baby,loudly,sleep,loudly
ENG382,Part of Speech,Adverb_2,The girl crossed the road _________. (Adverb),safe,girl,road,safely,safely
ENG383,Part of Speech,Adverb_2,He waited _________ for his turn. (Adverb),boy,patiently,game,patient,patiently
ENG384,Part of Speech,Adverb_2,The students worked _________ during the test. (Adverb),quiet,quietly,test,school,quietly
ENG385,Part of Speech,Adverb_2,She opened the gift _________. (Adverb),eagerly,eager,gift,box,eagerly
ENG386,Part of Speech,Adverb_2,"Pick out the Adverb: ""The boy answered politely.""",the,answered,boy,politely,politely
ENG387,Part of Speech,Adverb_2,"Pick out the Adverb: ""The horse ran swiftly.""",swiftly,ran,horse,the,swiftly
ENG388,Part of Speech,Adverb_2,"Pick out the Adverb: ""She listened carefully.""",listened,she,carefully,book,carefully
ENG389,Part of Speech,Adverb_2,"Pick out the Adverb: ""The baby slept soundly.""",soundly,slept,baby,the,soundly
ENG390,Part of Speech,Adverb_2,"Pick out the Adverb: ""They cheered loudly.""",they,match,loudly,cheered,loudly
ENG391,Part of Speech,Adverb_2,An adverb describes a _________.,verb,noun,pronoun,conjunction,verb
ENG392,Part of Speech,Adverb_2,Which word tells how the action is done?,car,gently,run,teacher,gently
ENG393,Part of Speech,Adverb_2,The bird landed _________ on the branch. (Adverb),gentle,gently,branch,tree,gently
ENG394,Part of Speech,Adverb_2,The firefighters worked _________ to save the people. (Adverb),bravely,brave,firefighters,truck,bravely
ENG395,Part of Speech,Adverb_2,She completed her drawing _________. (Adverb),neat,drawing,pencil,neatly,neatly
ENG396,Part of Speech,Adverb_2,Which word is NOT an Adverb?,slowly,table,happily,quickly,table
ENG397,Part of Speech,Adverb_2,Which word is NOT an Adverb?,carefully,quietly,book,safely,book
ENG398,Part of Speech,Adverb_2,The puppy followed its owner _________. (Adverb),faithfully,puppy,faithful,dog,faithfully
ENG399,Part of Speech,Adverb_2,The children laughed _________. (Adverb),joyful,game,joyfully,children,joyfully
ENG400,Part of Speech,Adverb_2,"An adverb often answers the question ""_________ was it done?""",what,when,where,how,how
ENG401,Part of Speech,Adverb_3,Which word is an Adverb?,apple,book,teacher,slowly,slowly
ENG402,Part of Speech,Adverb_3,Which word is an Adverb?,green,jump,cat,carefully,carefully
ENG403,Part of Speech,Adverb_3,Which word is an Adverb?,run,school,quietly,blue,quietly
ENG404,Part of Speech,Adverb_3,Which word is an Adverb?,play,kind,happily,dog,happily
ENG405,Part of Speech,Adverb_3,Which word is an Adverb?,write,car,softly,red,softly
ENG406,Part of Speech,Adverb_3,The teacher spoke _________ to the class. (Adverb),clearly,teacher,class,clear,clearly
ENG407,Part of Speech,Adverb_3,The boy climbed the ladder _________. (Adverb),ladder,carefully,boy,careful,carefully
ENG408,Part of Speech,Adverb_3,She finished her homework _________. (Adverb),book,quick,quickly,homework,quickly
ENG409,Part of Speech,Adverb_3,The cat moved _________ through the room. (Adverb),cat,room,silent,silently,silently
ENG410,Part of Speech,Adverb_3,The team played _________ and won the match. (Adverb),match,good,team,well,well
ENG411,Part of Speech,Adverb_3,"Pick out the Adverb: ""The girl danced gracefully.""",girl,danced,stage,gracefully,gracefully
ENG412,Part of Speech,Adverb_3,"Pick out the Adverb: ""The boy spoke politely.""",boy,friend,spoke,politely,politely
ENG413,Part of Speech,Adverb_3,"Pick out the Adverb: ""The dog waited patiently.""",dog,waited,owner,patiently,patiently
ENG414,Part of Speech,Adverb_3,"Pick out the Adverb: ""The bird sang sweetly.""",bird,sang,tree,sweetly,sweetly
ENG415,Part of Speech,Adverb_3,"Pick out the Adverb: ""The baby smiled happily.""",smiled,baby,happily,mother,happily
ENG416,Part of Speech,Adverb_3,An adverb usually describes a _________.,verb,conjunction,noun,pronoun,verb
ENG417,Part of Speech,Adverb_3,Which word tells how an action is done?,car,teacher,apple,softly,softly
ENG418,Part of Speech,Adverb_3,The rabbit escaped _________ from the cage. (Adverb),quickly,rabbit,quick,cage,quickly
ENG419,Part of Speech,Adverb_3,The students listened _________ during the lesson. (Adverb),lesson,attentive,students,attentively,attentively
ENG420,Part of Speech,Adverb_3,He carried the glass _________ so it would not break. (Adverb),careful,table,glass,carefully,carefully
ENG421,Part of Speech,Adverb_3,Which word is NOT an Adverb?,slowly,quietly,happily,table,table
ENG422,Part of Speech,Adverb_3,Which word is NOT an Adverb?,book,softly,quickly,carefully,book
ENG423,Part of Speech,Adverb_3,The children walked _________ into the classroom. (Adverb),orderly,book,orderly,orderly manner,orderly
ENG424,Part of Speech,Adverb_3,The audience clapped _________ after the performance. (Adverb),loudly,audience,stage,loud,loudly
ENG425,Part of Speech,Adverb_3,An adverb often answers the question _________?,how,which,who,when,how
ENG426,Part of Speech,Adverb_4,Which word is an Adverb?,carefully,book,apple,teacher,carefully
ENG427,Part of Speech,Adverb_4,Which word is an Adverb?,green,quickly,cat,jump,quickly
ENG428,Part of Speech,Adverb_4,Which word is an Adverb?,run,school,quietly,blue,quietly
ENG429,Part of Speech,Adverb_4,Which word is an Adverb?,kind,bravely,play,dog,bravely
ENG430,Part of Speech,Adverb_4,Which word is an Adverb?,red,write,car,honestly,honestly
ENG431,Part of Speech,Adverb_4,The girl answered the question _________. (Adverb),girl,question,correctly,correct,correctly
ENG432,Part of Speech,Adverb_4,The athlete ran _________ to win the race. (Adverb),track,faster,fast,runner,fast
ENG433,Part of Speech,Adverb_4,The children waited _________ for the show to begin. (Adverb),children,show,patiently,patient,patiently
ENG434,Part of Speech,Adverb_4,The bird landed _________ on the fence. (Adverb),fence,safely,safe,bird,safely
ENG435,Part of Speech,Adverb_4,She packed her books _________ into the bag. (Adverb),neatly,bag,books,neat,neatly
ENG436,Part of Speech,Adverb_4,"Pick out the Adverb: ""The horse galloped swiftly across the field.""",galloped,horse,swiftly,field,swiftly
ENG437,Part of Speech,Adverb_4,"Pick out the Adverb: ""The teacher explained the lesson clearly.""",lesson,clearly,explained,teacher,clearly
ENG438,Part of Speech,Adverb_4,"Pick out the Adverb: ""The baby slept peacefully.""",slept,peacefully,baby,bed,peacefully
ENG439,Part of Speech,Adverb_4,"Pick out the Adverb: ""The dog barked loudly at the stranger.""",stranger,barked,dog,loudly,loudly
ENG440,Part of Speech,Adverb_4,"Pick out the Adverb: ""The children cheered excitedly.""",cheered,game,excitedly,children,excitedly
ENG441,Part of Speech,Adverb_4,An adverb describes a _________.,adjective,verb,noun,pronoun,verb
ENG442,Part of Speech,Adverb_4,Which word tells how an action is done?,tree,safely,book,teacher,safely
ENG443,Part of Speech,Adverb_4,The firefighter acted _________ during the rescue. (Adverb),rescue,firefighter,bravely,brave,bravely
ENG444,Part of Speech,Adverb_4,The turtle moved _________ across the road. (Adverb),road,slow,turtle,slowly,slowly
ENG445,Part of Speech,Adverb_4,The singer performed _________ on stage. (Adverb),stage,singer,beautifully,beautiful,beautifully
ENG446,Part of Speech,Adverb_4,Which word is NOT an Adverb?,carefully,table,happily,slowly,table
ENG447,Part of Speech,Adverb_4,Which word is NOT an Adverb?,neatly,quickly,quietly,book,book
ENG448,Part of Speech,Adverb_4,The students entered the classroom _________. (Adverb),quietly,quiet,students,classroom,quietly
ENG449,Part of Speech,Adverb_4,The rabbit jumped _________ over the log. (Adverb),log,easy,easily,rabbit,easily
ENG450,Part of Speech,Adverb_4,"An adverb often answers the question ""_________?""",how,which,who,where,how
ENG451,Part of Speech,Preposition_1,The book is ___ the table.,under,in,between,on,on
ENG452,Part of Speech,Preposition_1,The cat is ___ the chair.,on,into,under,at,under
ENG453,Part of Speech,Preposition_1,We go to school ___ morning.,at,on,in,by,in
ENG454,Part of Speech,Preposition_1,The picture is ___ the wall.,under,in,between,on,on
ENG455,Part of Speech,Preposition_1,I live ___ Dhaka.,on,at,in,by,in
ENG456,Part of Speech,Preposition_1,The ball is ___ the box.,between,in,over,on,in
ENG457,Part of Speech,Preposition_1,We eat dinner ___ night.,in,from,at,on,at
ENG458,Part of Speech,Preposition_1,The dog ran ___ the road.,under,between,across,inside,across
ENG459,Part of Speech,Preposition_1,She is sitting ___ me and Rina.,at,between,on,under,between
ENG460,Part of Speech,Preposition_1,The bird is flying ___ the tree.,at,in,over,under,over
ENG461,Part of Speech,Preposition_1,He came ___ Monday.,at,in,on,by,on
ENG462,Part of Speech,Preposition_1,The pen is ___ the bag.,inside,above,between,on,inside
ENG463,Part of Speech,Preposition_1,The school is ___ the bank.,next to,under,over,in,next to
ENG464,Part of Speech,Preposition_1,We swim ___ the river.,on,over,at,in,in
ENG465,Part of Speech,Preposition_1,The lamp is ___ the table.,under,above,from,in,above
ENG466,Part of Speech,Preposition_1,I was born ___ 2015.,at,by,on,in,in
ENG467,Part of Speech,Preposition_1,The child hid ___ the bed.,at,under,between,on,under
ENG468,Part of Speech,Preposition_1,He stood ___ the door.,under,at,on,in,at
ENG469,Part of Speech,Preposition_1,The train goes ___ the tunnel.,between,over,through,at,through
ENG470,Part of Speech,Preposition_1,The shoes are ___ the bed.,under,on,in,between,under
ENG471,Part of Speech,Preposition_2,The children are working ___ the classroom.,on,under,in,over,in
ENG472,Part of Speech,Preposition_2,____ the fishbowl he has two fish.,inside,on,over,above,inside
ENG473,Part of Speech,Preposition_2,____ the desk they have a plant.,over,inside,on,beside,on
ENG474,Part of Speech,Preposition_2,The boy is sitting ____  the girl.,over,below,on,near,near
ENG475,Part of Speech,Preposition_2,____ the table is a backpack.,among,on,inside,under,under
ENG476,Part of Speech,Preposition_2,The globe is ___ the fish tank.,beside,on,under,over,over
ENG477,Part of Speech,Preposition_2,The drawing of a butterfly is ____ the calendar.,over,below,under,beside,below
ENG478,Part of Speech,Preposition_2,The calendar is ____ a picture of a butterfly.,under,below,above,over,above
ENG479,Part of Speech,Preposition_2,Children are studying _____ the backpack.,on,above,around,below,around
ENG480,Part of Speech,Preposition_2,You can see a house _____ the window.,between,above,through,under,through
ENG481,Part of Speech,Preposition_2,"A window is ____ the boy.""",in front of,behind,under,over,behind
ENG482,Part of Speech,Preposition_2,A girl is sitting ____ the boy.,over,under,in front of,behind,in front of
ENG483,Part of Speech,Preposition_2,The pen is ____ the scissors.,behind,on,over,next to,next to
ENG484,Part of Speech,Preposition_2,There's a bat ____ the bed.,beside,on,over,in,on
ENG485,Part of Speech,Preposition_2,There's a doll ___ the coffee table.,under,in,on,over,under
ENG486,Part of Speech,Preposition_2,There's a ball __ the box.,beside,on,in,under,in
ENG487,Part of Speech,Preposition_2,The bookcase is ___ the desk and the bed.,beside,below,between,behind,between
ENG488,Part of Speech,Preposition_2,There's a desk ___ the chair.,behind,below,beside,between,behind
ENG489,Part of Speech,Preposition_2,There's a bed ____ the bookcase.,below,beside,between,behind,beside
ENG490,Part of Speech,Preposition_2,There are books ___ the bookcase.,over,in,beside,on,in
ENG491,Part of Speech,Preposition_2,The green book is ___ the table lamp.,between,beside,behind,below,bellow
ENG492,Part of Speech,Preposition_2,The watch is ___ the chair.,under,among,inside,on,under
ENG493,Part of Speech,Preposition_2,The cap is ___ the bat.,beside,below,behind,between,beside
ENG494,Part of Speech,Preposition_2,The lamp is ___ the sofa.,beside,under,in front of,on ,beside
ENG495,Part of Speech,Preposition_2,The pen is ____ the table.,in front of,on,under,beside,on
ENG496,Part of Speech,Preposition_2,The rug is ____ the table.,on,under,in,beside,under
ENG497,Part of Speech,Preposition_2,The newspaper is ___ the table.,beside,over,in,on,on
ENG498,Part of Speech,Preposition_2,The CD player is ____ the table.,in,on,among,between,on
ENG499,Part of Speech,Preposition_2,The window is ____  the curtain.,among,behind,on,between,behind
ENG500,Part of Speech,Preposition_2,The curtain is ____ the window.,among,behind,in,in front of,in front of
ENG501,Part of Speech,Conjunction_1,This is a small _________ beautiful city. (Conjunction),but,or,so,for,but
ENG502,Part of Speech,Conjunction_1,"""I wanted to play, _________ it started raining. (Conjunction)""",but,and,because,so,but
ENG503,Part of Speech,Conjunction_1,"""She studied hard, _________ she passed the exam. (Conjunction)""",so,but,or,yet,so
ENG504,Part of Speech,Conjunction_1,Would you like tea _________ coffee? (Conjunction),but,so,or,because,or
ENG505,Part of Speech,Conjunction_1,"""He was tired, _________ he continued working. (Conjunction)""",and,because,but,or,but
ENG506,Part of Speech,Conjunction_1,The boy is poor _________ honest. (Conjunction),so,or,but,because,but
ENG507,Part of Speech,Conjunction_1,I stayed home _________ I was feeling sick. (Conjunction),but,because,and,or,because
ENG508,Part of Speech,Conjunction_1,We went to the park _________ played football. (Conjunction),and,but,or,so,and
ENG509,Part of Speech,Conjunction_1,"""Hurry up, _________ you will miss the train. (Conjunction)""",because,or,and,but,or
ENG510,Part of Speech,Conjunction_1,She is smart _________ hardworking. (Conjunction),because,but,or,and,and
ENG511,Part of Speech,Conjunction_1,"""He did not call, _________ he sent a message. (Conjunction)""",so,and,because,but,but
ENG512,Part of Speech,Conjunction_1,"""The weather was cold, _________ we stayed indoors. (Conjunction)""",but,so,or,yet,so
ENG513,Part of Speech,Conjunction_1,You can take a bus _________ a taxi. (Conjunction),or,and,because,but,or
ENG514,Part of Speech,Conjunction_1,The baby cried _________ it was hungry. (Conjunction),because,but,and,so,because
ENG515,Part of Speech,Conjunction_1,She opened the window _________ let in fresh air. (Conjunction),but,and,because,or,and
ENG516,Part of Speech,Conjunction_1,"""I wanted to buy the book, _________ I had no money. (Conjunction)""",because,so,or,but,but
ENG517,Part of Speech,Conjunction_1,"""He woke up early _________ went for a walk. (Conjunction)""",because,or,but,and,and
ENG518,Part of Speech,Conjunction_1,"""Study well, _________ you may fail the test. (Conjunction)""",and,because,or,but,or
ENG519,Part of Speech,Conjunction_1,The food was tasty _________ expensive. (Conjunction),because,but,and,so,but
ENG520,Part of Speech,Conjunction_1,We stayed inside _________ the storm was strong. (Conjunction),or,and,because,but,because
ENG521,Part of Speech,Conjunction_1,My sister likes music _________ dancing. (Conjunction),or,because,and,but,and
ENG522,Part of Speech,Conjunction_1,"""He practiced daily, _________ he became a better player. (Conjunction)""",or,but,so,because,so
