id,Category,Set,Question,Option1,Option2,Option3,Option4,Correct_Option
MAT313,Multiplication (10x ),Level 1,What is 10 × 10 ?,98,99,100,101,100
MAT314,Multiplication (10x ),Level 2,What is 8 × 10 ?,78,79,80,81,80
MAT315,Multiplication (10x ),Level 2,What is 2 × 10 ?,18,19,20,21,20
MAT316,Multiplication (10x ),Level 2,What is 10 × 10 ?,98,99,100,101,100
MAT317,Multiplication (10x ),Level 2,What is 5 × 10 ?,48,49,50,51,50
MAT318,Multiplication (10x ),Level 2,What is 1 × 10 ?,9,10,11,12,10
MAT319,Multiplication (10x ),Level 2,What is 7 × 10 ?,68,69,70,71,70
MAT320,Multiplication (10x ),Level 2,What is 3 × 10 ?,28,29,30,31,30
MAT321,Multiplication (10x ),Level 2,What is 9 × 10 ?,88,89,90,91,90
MAT322,Multiplication (10x ),Level 2,What is 6 × 10 ?,58,59,60,61,60
MAT323,Multiplication (10x ),Level 2,What is 4 × 10 ?,38,39,40,41,40
MAT324,Multiplication (10x ),Level 3,Each packet has 10 biscuits. How many biscuits are in 8 packets?,78,79,80,81,80
MAT325,Multiplication (10x ),Level 3,There are 10 apples in each basket. How many apples are in 3 baskets?,28,29,30,31,30
MAT326,Multiplication (10x ),Level 3,Each shelf holds 10 books. How many books are on 10 shelves?,98,99,100,101,100
MAT327,Multiplication (10x ),Level 3,A box contains 10 crayons. How many crayons are in 5 boxes?,48,49,50,51,50
MAT328,Multiplication (10x ),Level 3,There are 10 flowers in each vase. How many flowers are in 6 vases?,58,59,60,61,60
MAT329,Multiplication (10x ),Level 3,Each bag has 10 oranges. How many oranges are in 9 bags?,88,89,90,91,90
MAT330,Multiplication (10x ),Level 3,A teacher gives 10 pencils to each of 2 students. How many pencils are given?,18,19,20,21,20
MAT331,Multiplication (10x ),Level 3,Each toy costs 10 dollars. What is the cost of 7 toys?,68,69,70,71,70
MAT332,Multiplication (10x ),Level 3,A shop sells 10 balloons every hour. How many balloons are sold in 4 hours?,38,39,40,41,40
MAT333,Multiplication (10x ),Level 3,A child gets 10 stickers. How many stickers does 1 child get?,9,10,11,12,10
