id,Level,Topic,Question,Option1,Option2,Option3,Option4,Correct_Option,QuestionType,QuestionData
234,24,Famous Places Explorer,What shape are the pyramids?,Triangle,Square,Circle,Rectangle,Triangle,MCQ,
235,24,Famous Places Explorer,The pyramids were built many thousands of years ago.,TRUE,FALSE,,,TRUE,MCQ,
236,24,Famous Places Explorer,Which material was mainly used to build the pyramids?,Stone,Wood,Glass,Plastic,Stone,MCQ,
237,24,Famous Places Explorer,Do many tourists visit the Pyramids of Giza every year?,Yes,No,,,Yes,MCQ,
238,24,Famous Places Explorer,Which continent is Egypt in?,Africa,Europe,Asia,South America,Africa,MCQ,
239,24,Famous Places Explorer,The Great Pyramid of Giza is one of the Seven Wonders of the Ancient World.,TRUE,FALSE,,,TRUE,MCQ,
240,24,Famous Places Explorer,Match each item with the Pyramids of Giza,,,,,,Match,"[{""left"":""Country"",""right"":""Egypt""},{""left"":""Continent"",""right"":""Africa""},{""left"":""Material"",""right"":""Stone""},{""left"":""Shape"",""right"":""Triangle""}]"
241,25,Famous Places Explorer,In which country is the Colosseum?,Italy,France,Greece,Spain,Italy,MCQ,
242,25,Famous Places Explorer,The Colosseum is in Italy.,TRUE,FALSE,,,TRUE,MCQ,
243,25,Famous Places Explorer,Is the Colosseum in the city of Rome?,Yes,No,,,Yes,MCQ,
244,25,Famous Places Explorer,What was the Colosseum mainly used for long ago?,Shows And Games,School,Hospital,Library,Shows And Games,MCQ,
245,25,Famous Places Explorer,The Colosseum is a very old building.,TRUE,FALSE,,,TRUE,MCQ,
246,25,Famous Places Explorer,Which material was mainly used to build the Colosseum?,Stone,Glass,Wood,Plastic,Stone,MCQ,
247,25,Famous Places Explorer,Do many tourists visit the Colosseum every year?,Yes,No,,,Yes,MCQ,
248,25,Famous Places Explorer,Which continent is Italy in?,Europe,Asia,Africa,North America,Europe,MCQ,
249,25,Famous Places Explorer,The Colosseum is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
250,25,Famous Places Explorer,Match each item with the Colosseum,,,,,,Match,"[{""left"":""Country"",""right"":""Italy""},{""left"":""City"",""right"":""Rome""},{""left"":""Continent"",""right"":""Europe""},{""left"":""Material"",""right"":""Stone""}]"
251,26,Famous Places Explorer,In which country is the Statue of Liberty?,United States,Canada,France,Mexico,United States,MCQ,
252,26,Famous Places Explorer,The Statue of Liberty is in the United States.,TRUE,FALSE,,,TRUE,MCQ,
253,26,Famous Places Explorer,Is the Statue of Liberty in New York City?,Yes,No,,,Yes,MCQ,
254,26,Famous Places Explorer,What does the Statue of Liberty hold in one hand?,Torch,Flag,Book,Sword,Torch,MCQ,
255,26,Famous Places Explorer,The Statue of Liberty is a symbol of freedom.,TRUE,FALSE,,,TRUE,MCQ,
256,26,Famous Places Explorer,Which continent is the United States in?,North America,Europe,Asia,Africa,North America,MCQ,
257,26,Famous Places Explorer,Do many tourists visit the Statue of Liberty every year?,Yes,No,,,Yes,MCQ,
258,26,Famous Places Explorer,Which city is the Statue of Liberty near?,New York City,Los Angeles,Chicago,Miami,New York City,MCQ,
259,26,Famous Places Explorer,The Statue of Liberty is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
260,26,Famous Places Explorer,Match each item with the Statue of Liberty,,,,,,Match,"[{""left"":""Country"",""right"":""United States""},{""left"":""City"",""right"":""New York City""},{""left"":""Continent"",""right"":""North America""},{""left"":""Symbol"",""right"":""Freedom""}]"
261,27,Famous Places Explorer,In which country is the Sydney Opera House?,Australia,New Zealand,United Kingdom,Canada,Australia,MCQ,
262,27,Famous Places Explorer,The Sydney Opera House is in Australia.,TRUE,FALSE,,,TRUE,MCQ,
263,27,Famous Places Explorer,Is the Sydney Opera House in the city of Sydney?,Yes,No,,,Yes,MCQ,
264,27,Famous Places Explorer,What is the Sydney Opera House mainly used for?,Music And Shows,Sports,Shopping,School,Music And Shows,MCQ,
265,27,Famous Places Explorer,The Sydney Opera House is famous for its sail shaped roof.,TRUE,FALSE,,,TRUE,MCQ,
266,27,Famous Places Explorer,Which continent is Australia in?,Australia,Asia,Europe,Africa,Australia,MCQ,
267,27,Famous Places Explorer,Do many visitors go to the Sydney Opera House every year?,Yes,No,,,Yes,MCQ,
268,27,Famous Places Explorer,Which city is the Sydney Opera House in?,Sydney,Melbourne,Perth,Brisbane,Sydney,MCQ,
269,27,Famous Places Explorer,The Sydney Opera House is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
270,27,Famous Places Explorer,Match each item with the Sydney Opera House,,,,,,Match,"[{""left"":""Country"",""right"":""Australia""},{""left"":""City"",""right"":""Sydney""},{""left"":""Continent"",""right"":""Australia""},{""left"":""Purpose"",""right"":""Music And Shows""}]"
271,28,Famous Places Explorer,In which country is Machu Picchu?,Peru,Brazil,Chile,Mexico,Peru,MCQ,
272,28,Famous Places Explorer,Machu Picchu is in Peru.,TRUE,FALSE,,,TRUE,MCQ,
273,28,Famous Places Explorer,Is Machu Picchu high in the Andes Mountains?,Yes,No,,,Yes,MCQ,
274,28,Famous Places Explorer,Which continent is Peru in?,South America,North America,Europe,Asia,South America,MCQ,
275,28,Famous Places Explorer,Machu Picchu is an ancient city.,TRUE,FALSE,,,TRUE,MCQ,
276,28,Famous Places Explorer,What was Machu Picchu mainly built from?,Stone,Wood,Glass,Brick,Stone,MCQ,
277,28,Famous Places Explorer,Do many tourists visit Machu Picchu every year?,Yes,No,,,Yes,MCQ,
278,28,Famous Places Explorer,Which mountain range is Machu Picchu in?,Andes,Himalayas,Alps,Rocky Mountains,Andes,MCQ,
279,28,Famous Places Explorer,Machu Picchu is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
280,28,Famous Places Explorer,Match each item with Machu Picchu,,,,,,Match,"[{""left"":""Country"",""right"":""Peru""},{""left"":""Continent"",""right"":""South America""},{""left"":""Material"",""right"":""Stone""},{""left"":""Mountain Range"",""right"":""Andes""}]"
281,29,Famous Places Explorer,In which country is Petra?,Jordan,Egypt,Saudi Arabia,Turkey,Jordan,MCQ,
282,29,Famous Places Explorer,Petra is in Jordan.,TRUE,FALSE,,,TRUE,MCQ,
283,29,Famous Places Explorer,Is Petra an ancient city?,Yes,No,,,Yes,MCQ,
284,29,Famous Places Explorer,What is Petra famous for?,Rock Cut Buildings,Tall Skyscrapers,Wooden Houses,Glass Bridges,Rock Cut Buildings,MCQ,
285,29,Famous Places Explorer,Many buildings in Petra were carved into rock.,TRUE,FALSE,,,TRUE,MCQ,
286,29,Famous Places Explorer,Which continent is Jordan in?,Asia,Africa,Europe,South America,Asia,MCQ,
287,29,Famous Places Explorer,Do many tourists visit Petra every year?,Yes,No,,,Yes,MCQ,
288,29,Famous Places Explorer,What color are the rocks of Petra often called?,Rose Red,Bright Blue,Pure White,Dark Green,Rose Red,MCQ,
289,29,Famous Places Explorer,Petra is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
290,29,Famous Places Explorer,Match each item with Petra,,,,,,Match,"[{""left"":""Country"",""right"":""Jordan""},{""left"":""Continent"",""right"":""Asia""},{""left"":""Buildings"",""right"":""Carved Into Rock""},{""left"":""Rock Color"",""right"":""Rose Red""}]"
291,30,Famous Places Explorer,In which country is the Great Barrier Reef?,Australia,Indonesia,Philippines,Japan,Australia,MCQ,
292,30,Famous Places Explorer,The Great Barrier Reef is in Australia.,TRUE,FALSE,,,TRUE,MCQ,
293,30,Famous Places Explorer,Is the Great Barrier Reef in the ocean?,Yes,No,,,Yes,MCQ,
294,30,Famous Places Explorer,What is the Great Barrier Reef famous for?,Coral Reefs,Deserts,Mountains,Forests,Coral Reefs,MCQ,
295,30,Famous Places Explorer,The Great Barrier Reef is home to many sea animals.,TRUE,FALSE,,,TRUE,MCQ,
296,30,Famous Places Explorer,Which ocean is the Great Barrier Reef in?,Pacific Ocean,Atlantic Ocean,Indian Ocean,Arctic Ocean,Pacific Ocean,MCQ,
297,30,Famous Places Explorer,Do colorful fish live in the Great Barrier Reef?,Yes,No,,,Yes,MCQ,
298,30,Famous Places Explorer,Which animals can be found in the Great Barrier Reef?,Sea Turtles,Camels,Tigers,Elephants,Sea Turtles,MCQ,
299,30,Famous Places Explorer,The Great Barrier Reef is a UNESCO World Heritage Site.,TRUE,FALSE,,,TRUE,MCQ,
300,30,Famous Places Explorer,Match each item with the Great Barrier Reef,,,,,,Match,"[{""left"":""Country"",""right"":""Australia""},{""left"":""Ocean"",""right"":""Pacific Ocean""},{""left"":""Famous For"",""right"":""Coral Reefs""},{""left"":""Animal"",""right"":""Sea Turtle""}]"
301,31,Space Explorer,What is the Sun?,A Star,A Planet,A Moon,A Comet,A Star,MCQ,
302,31,Space Explorer,The Sun is a star.,TRUE,FALSE,,,TRUE,MCQ,
303,31,Space Explorer,Does the Sun give us light?,Yes,No,,,Yes,MCQ,
304,31,Space Explorer,Which star is closest to Earth?,The Sun,Polaris,Sirius,Vega,The Sun,MCQ,
305,31,Space Explorer,The Sun gives us heat.,TRUE,FALSE,,,TRUE,MCQ,
306,31,Space Explorer,What do plants use sunlight for?,Growing,Sleeping,Swimming,Flying,Growing,MCQ,
307,31,Space Explorer,Is the Sun bigger than Earth?,Yes,No,,,Yes,MCQ,
308,31,Space Explorer,What happens when the Sun rises?,Day Begins,Night Begins,It Snows,The Moon Disappears,Day Begins,MCQ,
309,31,Space Explorer,We should never look directly at the Sun without proper eye protection.,TRUE,FALSE,,,TRUE,MCQ,
310,31,Space Explorer,Match each item with the Sun,,,,,,Match,"[{""left"":""Type"",""right"":""Star""},{""left"":""Gives"",""right"":""Light And Heat""},{""left"":""Closest To"",""right"":""Earth""},{""left"":""Helps Plants"",""right"":""Grow""}]"
311,32,Space Explorer,What is the Moon?,A Natural Satellite,A Star,A Planet,A Comet,A Natural Satellite,MCQ,
312,32,Space Explorer,The Moon goes around the Earth.,TRUE,FALSE,,,TRUE,MCQ,
313,32,Space Explorer,Can we see the Moon at night?,Yes,No,,,Yes,MCQ,
314,32,Space Explorer,What does the Moon orbit?,Earth,Sun,Mars,Jupiter,Earth,MCQ,
315,32,Space Explorer,The Moon makes its own light.,TRUE,FALSE,,,FALSE,MCQ,
316,32,Space Explorer,What makes the Moon look bright?,Sunlight,City Lights,Stars,Clouds,Sunlight,MCQ,
317,32,Space Explorer,Does the Moon change its shape in the sky over time?,Yes,No,,,Yes,MCQ,
318,32,Space Explorer,Which planet has the Moon as its natural satellite?,Earth,Mars,Venus,Mercury,Earth,MCQ,
319,32,Space Explorer,There is no air for people to breathe on the Moon.,TRUE,FALSE,,,TRUE,MCQ,
320,32,Space Explorer,Match each item with the Moon,,,,,,Match,"[{""left"":""Orbits"",""right"":""Earth""},{""left"":""Light"",""right"":""Reflects Sunlight""},{""left"":""Type"",""right"":""Natural Satellite""},{""left"":""Seen Mostly"",""right"":""At Night""}]"
321,33,Space Explorer,What is the Sun?,A Star,A Planet,A Moon,A Comet,A Star,MCQ,
322,33,Space Explorer,Stars make their own light.,TRUE,FALSE,,,TRUE,MCQ,
323,33,Space Explorer,Can we see many stars on a clear night?,Yes,No,,,Yes,MCQ,
324,33,Space Explorer,Which star is closest to Earth?,The Sun,Polaris,Sirius,Vega,The Sun,MCQ,
325,33,Space Explorer,Stars are much bigger than most planets.,TRUE,FALSE,,,TRUE,MCQ,
326,33,Space Explorer,What do stars give off?,Light And Heat,Rain,Wind,Snow,Light And Heat,MCQ,
327,33,Space Explorer,Do stars twinkle when we see them from Earth?,Yes,No,,,Yes,MCQ,
328,33,Space Explorer,What shape do most stars have?,Round,Cube,Triangle,Square,Round,MCQ,
329,33,Space Explorer,The Sun is one of billions of stars in the universe.,TRUE,FALSE,,,TRUE,MCQ,
330,33,Space Explorer,Match each item with stars,,,,,,Match,"[{""left"":""Sun"",""right"":""Closest Star To Earth""},{""left"":""Stars"",""right"":""Make Their Own Light""},{""left"":""Night Sky"",""right"":""Many Stars""},{""left"":""Shape"",""right"":""Round""}]"
331,34,Space Explorer,What is Earth?,A Planet,A Star,A Moon,A Comet,A Planet,MCQ,
332,34,Space Explorer,Earth is a planet.,TRUE,FALSE,,,TRUE,MCQ,
333,34,Space Explorer,Do planets move around the Sun?,Yes,No,,,Yes,MCQ,
334,34,Space Explorer,Which planet do we live on?,Earth,Mars,Jupiter,Venus,Earth,MCQ,
335,34,Space Explorer,Planets do not make their own light.,TRUE,FALSE,,,TRUE,MCQ,
336,34,Space Explorer,Which is the largest planet in our Solar System?,Jupiter,Mars,Earth,Mercury,Jupiter,MCQ,
337,34,Space Explorer,Is Mercury the closest planet to the Sun?,Yes,No,,,Yes,MCQ,
338,34,Space Explorer,Which planet is known as the Red Planet?,Mars,Venus,Saturn,Neptune,Mars,MCQ,
339,34,Space Explorer,There are eight planets in our Solar System.,TRUE,FALSE,,,TRUE,MCQ,
340,34,Space Explorer,Match each planet with its fact,,,,,,Match,"[{""left"":""Earth"",""right"":""Our Home Planet""},{""left"":""Mars"",""right"":""Red Planet""},{""left"":""Jupiter"",""right"":""Largest Planet""},{""left"":""Mercury"",""right"":""Closest To The Sun""}]"
341,35,Space Explorer,What is at the center of our Solar System?,The Sun,Earth,The Moon,Jupiter,The Sun,MCQ,
342,35,Space Explorer,The Solar System has eight planets.,TRUE,FALSE,,,TRUE,MCQ,
343,35,Space Explorer,Does Earth move around the Sun?,Yes,No,,,Yes,MCQ,
344,35,Space Explorer,Which planet is the closest to the Sun?,Mercury,Venus,Earth,Mars,Mercury,MCQ,
345,35,Space Explorer,Jupiter is the largest planet in the Solar System.,TRUE,FALSE,,,TRUE,MCQ,
346,35,Space Explorer,Which planet is known for its beautiful rings?,Saturn,Mars,Venus,Mercury,Saturn,MCQ,
347,35,Space Explorer,Is Neptune the farthest planet from the Sun?,Yes,No,,,Yes,MCQ,
348,35,Space Explorer,Which planet is our home?,Earth,Jupiter,Mars,Venus,Earth,MCQ,
349,35,Space Explorer,The Moon is part of our Solar System.,TRUE,FALSE,,,TRUE,MCQ,
350,35,Space Explorer,Match each planet with its fact,,,,,,Match,"[{""left"":""Mercury"",""right"":""Closest To The Sun""},{""left"":""Earth"",""right"":""Our Home Planet""},{""left"":""Saturn"",""right"":""Famous Rings""},{""left"":""Neptune"",""right"":""Farthest Planet""}]"
351,36,Space Explorer,Where is Earth located?,In Space,In The Ocean,In A Forest,On The Moon,In Space,MCQ,
352,36,Space Explorer,Earth is a planet in space.,TRUE,FALSE,,,TRUE,MCQ,
353,36,Space Explorer,Does Earth move around the Sun?,Yes,No,,,Yes,MCQ,
354,36,Space Explorer,What surrounds the Earth?,Space,Water,Sand,Clouds,Space,MCQ,
355,36,Space Explorer,The Moon goes around the Earth.,TRUE,FALSE,,,TRUE,MCQ,
356,36,Space Explorer,What do we call the huge area beyond Earth?,Space,Desert,Forest,River,Space,MCQ,
357,36,Space Explorer,Can astronauts travel into space?,Yes,No,,,Yes,MCQ,
358,36,Space Explorer,Which object orbits the Earth?,The Moon,The Sun,Mars,Jupiter,The Moon,MCQ,
359,36,Space Explorer,Earth is the only known planet that supports life.,TRUE,FALSE,,,TRUE,MCQ,
360,36,Space Explorer,Match each item with its description,,,,,,Match,"[{""left"":""Earth"",""right"":""Our Home Planet""},{""left"":""Moon"",""right"":""Orbits Earth""},{""left"":""Sun"",""right"":""Closest Star""},{""left"":""Space"",""right"":""Beyond Earth""}]"
361,37,Space Explorer,Who travels into space?,Astronauts,Pilots,Doctors,Teachers,Astronauts,MCQ,
362,37,Space Explorer,Astronauts travel in spacecraft.,TRUE,FALSE,,,TRUE,MCQ,
363,37,Space Explorer,Do astronauts wear special space suits?,Yes,No,,,Yes,MCQ,
364,37,Space Explorer,What vehicle takes astronauts into space?,Rocket,Boat,Train,Bicycle,Rocket,MCQ,
365,37,Space Explorer,Astronauts float in space because of microgravity.,TRUE,FALSE,,,TRUE,MCQ,
366,37,Space Explorer,What do astronauts explore?,Space,Deserts,Forests,Oceans,Space,MCQ,
367,37,Space Explorer,Do astronauts need training before going to space?,Yes,No,,,Yes,MCQ,
368,37,Space Explorer,Where do many astronauts live and work during space missions?,Space Station,Submarine,Castle,Mountain,Space Station,MCQ,
369,37,Space Explorer,Astronauts help scientists learn more about space.,TRUE,FALSE,,,TRUE,MCQ,
370,37,Space Explorer,Match each item with astronauts,,,,,,Match,"[{""left"":""Astronaut"",""right"":""Space Explorer""},{""left"":""Rocket"",""right"":""Launch Vehicle""},{""left"":""Space Suit"",""right"":""Protective Clothing""},{""left"":""Space Station"",""right"":""Home In Space""}]"
371,38,Space Explorer,What is a space mission?,A Journey Into Space,A Trip To The Beach,A Train Ride,A Bus Ride,A Journey Into Space,MCQ,
372,38,Space Explorer,Rockets are used for many space missions.,TRUE,FALSE,,,TRUE,MCQ,
373,38,Space Explorer,Can astronauts take part in space missions?,Yes,No,,,Yes,MCQ,
374,38,Space Explorer,What carries astronauts into space?,Rocket,Ship,Bicycle,Helicopter,Rocket,MCQ,
375,38,Space Explorer,Some space missions explore the Moon.,TRUE,FALSE,,,TRUE,MCQ,
376,38,Space Explorer,What do scientists learn from space missions?,About Space,How To Swim,How To Bake,How To Paint,About Space,MCQ,
377,38,Space Explorer,Have people traveled to the Moon?,Yes,No,,,Yes,MCQ,
378,38,Space Explorer,What can a space mission study?,Planets And Stars,Only Trees,Only Rivers,Only Buildings,Planets And Stars,MCQ,
379,38,Space Explorer,Space missions help us understand the universe better.,TRUE,FALSE,,,TRUE,MCQ,
380,38,Space Explorer,Match each item with its purpose,,,,,,Match,"[{""left"":""Rocket"",""right"":""Launch Into Space""},{""left"":""Astronaut"",""right"":""Space Traveler""},{""left"":""Moon Mission"",""right"":""Explore The Moon""},{""left"":""Space Mission"",""right"":""Learn About Space""}]"
381,39,Space Explorer,What is the Moon?,A Natural Satellite,A Planet,A Star,A Comet,A Natural Satellite,MCQ,
382,39,Space Explorer,The Moon is Earth's natural satellite.,TRUE,FALSE,,,TRUE,MCQ,
383,39,Space Explorer,Do some satellites orbit the Earth?,Yes,No,,,Yes,MCQ,
384,39,Space Explorer,What is a satellite that people build called?,Artificial Satellite,Comet,Asteroid,Meteor,Artificial Satellite,MCQ,
385,39,Space Explorer,Artificial satellites are made by people.,TRUE,FALSE,,,TRUE,MCQ,
386,39,Space Explorer,What do many satellites do?,Send Information,Grow Trees,Cook Food,Build Houses,Send Information,MCQ,
387,39,Space Explorer,Can satellites help with weather forecasts?,Yes,No,,,Yes,MCQ,
388,39,Space Explorer,Where do satellites travel?,Around Earth,Under The Sea,In Forests,On Roads,Around Earth,MCQ,
389,39,Space Explorer,Satellites help us communicate around the world.,TRUE,FALSE,,,TRUE,MCQ,
390,39,Space Explorer,Match each item with its description,,,,,,Match,"[{""left"":""Moon"",""right"":""Natural Satellite""},{""left"":""Artificial Satellite"",""right"":""Made By People""},{""left"":""Weather Satellite"",""right"":""Forecast Weather""},{""left"":""Communication Satellite"",""right"":""Send Information""}]"
391,40,Space Explorer,Where might humans travel more in the future?,Space,Under The Ocean,Deep Forests,Deserts,Space,MCQ,
392,40,Space Explorer,Future space travel may help humans explore new places.,TRUE,FALSE,,,TRUE,MCQ,
393,40,Space Explorer,Can scientists create new space technology?,Yes,No,,,Yes,MCQ,
394,40,Space Explorer,Which planet do scientists study for possible future exploration?,Mars,Earth,Moon,Sun,Mars,MCQ,
395,40,Space Explorer,Robots can help explore places in space.,TRUE,FALSE,,,TRUE,MCQ,
396,40,Space Explorer,What do astronauts need for future space travel?,Advanced Technology,Toy Cars,Bicycles,Boats,Advanced Technology,MCQ,
397,40,Space Explorer,May people visit Mars one day?,Yes,No,,,Yes,MCQ,
398,40,Space Explorer,What helps spacecraft travel through space?,Rockets,Trains,Buses,Bicycles,Rockets,MCQ,
399,40,Space Explorer,Scientists are learning new things about space every day.,TRUE,FALSE,,,TRUE,MCQ,
400,40,Space Explorer,Match each item with its role in future space travel,,,,,,Match,"[{""left"":""Rocket"",""right"":""Space Travel""},{""left"":""Robot"",""right"":""Space Exploration""},{""left"":""Mars"",""right"":""Future Destination""},{""left"":""Astronaut"",""right"":""Space Explorer""}]"
401,41,Animal Kingdom,Which animal is commonly kept as a pet?,Dog,Lion,Tiger,Elephant,Dog,MCQ,
402,41,Animal Kingdom,Cats and dogs can live with people as pets.,TRUE,FALSE,,,TRUE,MCQ,
403,41,Animal Kingdom,Is a cow a domestic animal?,Yes,No,,,Yes,MCQ,
404,41,Animal Kingdom,Which animal gives us milk?,Cow,Lion,Eagle,Shark,Cow,MCQ,
405,41,Animal Kingdom,Domestic animals are cared for by humans.,TRUE,FALSE,,,TRUE,MCQ,
406,41,Animal Kingdom,Which animal is known as a loyal pet?,Dog,Crocodile,Snake,Bear,Dog,MCQ,
407,41,Animal Kingdom,Can chickens be kept by people on farms?,Yes,No,,,Yes,MCQ,
408,41,Animal Kingdom,Which animal is often used for riding?,Horse,Fish,Butterfly,Turtle,Horse,MCQ,
409,41,Animal Kingdom,People provide food and shelter for domestic animals.,TRUE,FALSE,,,TRUE,MCQ,
410,41,Animal Kingdom,Match each domestic animal with its benefit,,,,,,Match,"[{""left"":""Cow"",""right"":""Gives Milk""},{""left"":""Dog"",""right"":""Pet And Guard""},{""left"":""Horse"",""right"":""Riding""},{""left"":""Chicken"",""right"":""Gives Eggs""}]"
411,42,Animal Kingdom,Which animal is a wild animal?,Lion,Cow,Dog,Goat,Lion,MCQ,
412,42,Animal Kingdom,Lions live in the wild.,TRUE,FALSE,,,TRUE,MCQ,
413,42,Animal Kingdom,Is an elephant a wild animal?,Yes,No,,,Yes,MCQ,
414,42,Animal Kingdom,Which animal is known as the king of the jungle?,Lion,Tiger,Monkey,Zebra,Lion,MCQ,
415,42,Animal Kingdom,Wild animals usually live in forests or natural places.,TRUE,FALSE,,,TRUE,MCQ,
416,42,Animal Kingdom,Which animal has black and white stripes?,Zebra,Giraffe,Elephant,Bear,Zebra,MCQ,
417,42,Animal Kingdom,Do wild animals find their own food?,Yes,No,,,Yes,MCQ,
418,42,Animal Kingdom,Which animal is the largest land animal?,Elephant,Lion,Fox,Rabbit,Elephant,MCQ,
419,42,Animal Kingdom,Tigers are wild animals.,TRUE,FALSE,,,TRUE,MCQ,
420,42,Animal Kingdom,Match each wild animal with its feature,,,,,,Match,"[{""left"":""Lion"",""right"":""King Of The Jungle""},{""left"":""Elephant"",""right"":""Largest Land Animal""},{""left"":""Zebra"",""right"":""Black And White Stripes""},{""left"":""Giraffe"",""right"":""Long Neck""}]"
421,43,Animal Kingdom,Which animal is commonly found on a farm?,Cow,Lion,Tiger,Whale,Cow,MCQ,
422,43,Animal Kingdom,Farm animals are cared for by farmers.,TRUE,FALSE,,,TRUE,MCQ,
423,43,Animal Kingdom,Does a chicken give us eggs?,Yes,No,,,Yes,MCQ,
424,43,Animal Kingdom,Which animal gives us wool?,Sheep,Cow,Horse,Fish,Sheep,MCQ,
425,43,Animal Kingdom,Pigs can be farm animals.,TRUE,FALSE,,,TRUE,MCQ,
426,43,Animal Kingdom,Which animal is used for riding and farming work?,Horse,Dolphin,Eagle,Monkey,Horse,MCQ,
427,43,Animal Kingdom,Do cows give milk?,Yes,No,,,Yes,MCQ,
428,43,Animal Kingdom,Which bird is commonly raised on farms?,Chicken,Owl,Eagle,Penguin,Chicken,MCQ,
429,43,Animal Kingdom,Farm animals provide food and other useful products.,TRUE,FALSE,,,TRUE,MCQ,
430,43,Animal Kingdom,Match each farm animal with its product,,,,,,Match,"[{""left"":""Cow"",""right"":""Milk""},{""left"":""Chicken"",""right"":""Eggs""},{""left"":""Sheep"",""right"":""Wool""},{""left"":""Bee"",""right"":""Honey""}]"
431,44,Animal Kingdom,Which animal can fly in the sky?,Bird,Fish,Cow,Dog,Bird,MCQ,
432,44,Animal Kingdom,Birds have feathers.,TRUE,FALSE,,,TRUE,MCQ,
433,44,Animal Kingdom,Is a parrot a bird?,Yes,No,,,Yes,MCQ,
434,44,Animal Kingdom,What do birds use to fly?,Wings,Legs,Tail Only,Teeth,Wings,MCQ,
435,44,Animal Kingdom,Birds lay eggs.,TRUE,FALSE,,,TRUE,MCQ,
436,44,Animal Kingdom,Which bird is known for copying human sounds?,Parrot,Eagle,Penguin,Ostrich,Parrot,MCQ,
437,44,Animal Kingdom,Can penguins fly in the sky?,Yes,No,,,No,MCQ,
438,44,Animal Kingdom,Which bird is known as a bird of prey?,Eagle,Chicken,Sparrow,Duck,Eagle,MCQ,
439,44,Animal Kingdom,Birds use their beaks to eat food.,TRUE,FALSE,,,TRUE,MCQ,
440,44,Animal Kingdom,Match each bird with its feature,,,,,,Match,"[{""left"":""Eagle"",""right"":""Strong Hunter""},{""left"":""Parrot"",""right"":""Copies Sounds""},{""left"":""Penguin"",""right"":""Cannot Fly""},{""left"":""Chicken"",""right"":""Lays Eggs""}]"
441,45,Animal Kingdom,Which animal lives in the ocean?,Fish,Lion,Cow,Eagle,Fish,MCQ,
442,45,Animal Kingdom,Whales live in the ocean.,TRUE,FALSE,,,TRUE,MCQ,
443,45,Animal Kingdom,Is a dolphin a sea animal?,Yes,No,,,Yes,MCQ,
444,45,Animal Kingdom,Which is the largest animal in the ocean?,Blue Whale,Shark,Octopus,Sea Turtle,Blue Whale,MCQ,
445,45,Animal Kingdom,Fish use gills to breathe underwater.,TRUE,FALSE,,,TRUE,MCQ,
446,45,Animal Kingdom,Which animal has eight arms?,Octopus,Dolphin,Whale,Crab,Octopus,MCQ,
447,45,Animal Kingdom,Do sea turtles live in the ocean?,Yes,No,,,Yes,MCQ,
448,45,Animal Kingdom,Which animal is known as a dangerous ocean predator?,Shark,Butterfly,Rabbit,Cow,Shark,MCQ,
449,45,Animal Kingdom,Coral reefs are homes for many sea animals.,TRUE,FALSE,,,TRUE,MCQ,
450,45,Animal Kingdom,Match each ocean animal with its feature,,,,,,Match,"[{""left"":""Blue Whale"",""right"":""Largest Ocean Animal""},{""left"":""Dolphin"",""right"":""Smart Sea Animal""},{""left"":""Octopus"",""right"":""Eight Arms""},{""left"":""Shark"",""right"":""Ocean Predator""}]"
451,46,Animal Kingdom,Which animal is an insect?,Butterfly,Dog,Fish,Cat,Butterfly,MCQ,
452,46,Animal Kingdom,Insects have six legs.,TRUE,FALSE,,,TRUE,MCQ,
453,46,Animal Kingdom,Is a bee an insect?,Yes,No,,,Yes,MCQ,
454,46,Animal Kingdom,Which insect makes honey?,Bee,Ant,Butterfly,Grasshopper,Bee,MCQ,
455,46,Animal Kingdom,Butterflies have wings.,TRUE,FALSE,,,TRUE,MCQ,
456,46,Animal Kingdom,Which insect often lives in groups and works together?,Ant,Lion,Whale,Eagle,Ant,MCQ,
457,46,Animal Kingdom,Do insects have six legs?,Yes,No,,,Yes,MCQ,
458,46,Animal Kingdom,Which insect changes from a caterpillar into a butterfly?,Butterfly,Spider,Frog,Fish,Butterfly,MCQ,
459,46,Animal Kingdom,Some insects help plants by pollinating flowers.,TRUE,FALSE,,,TRUE,MCQ,
460,46,Animal Kingdom,Match each insect with its feature,,,,,,Match,"[{""left"":""Bee"",""right"":""Makes Honey""},{""left"":""Butterfly"",""right"":""Has Colorful Wings""},{""left"":""Ant"",""right"":""Works In Groups""},{""left"":""Grasshopper"",""right"":""Jumps Far""}]"
461,47,Animal Kingdom,What does endangered mean?,Risk Of Disappearing,Very Common,Very Small,Very Fast,Risk Of Disappearing,MCQ,
462,47,Animal Kingdom,Some animals are endangered because their habitats are lost.,TRUE,FALSE,,,TRUE,MCQ,
463,47,Animal Kingdom,Is the tiger an endangered animal?,Yes,No,,,Yes,MCQ,
464,47,Animal Kingdom,Which animal is endangered and has black and white fur?,Giant Panda,Lion,Cow,Horse,Giant Panda,MCQ,
465,47,Animal Kingdom,People can help protect endangered animals.,TRUE,FALSE,,,TRUE,MCQ,
